asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestmentProperties,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,ResearchAndDevelopment,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,3491000.0,,,,,,-8086000.0,,,,-5523000.0,,,,,,,,,,,-5523000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21225000.0,,,0.0,,,,,,,,,,,,641000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000.0,,,,,,,,78000.0,,,,,,,,,,,,,75000.0,,,,,,,,,,,-8086000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,15124000.0,13749000.0,-87845000.0,16834000.0,-918000.0,,,623000.0,27350000.0,0.02,42538000.0,-7567000.0,,11115000.0,55087000.0,55087000.0,-39000.0,55087000.0,12561000.0,5320000.0,-37000.0,-70000.0,-10472000.0,8414000.0,2164000.0,12561000.0,11115000.0,,60034000.0,5560000.0,23295000.0,93874000.0,11137000.0,11137000.0,32813000.0,171000.0,-6000.0,4599000.0,4599000.0,4599000.0,4599000.0,27350000.0,0.02,421000.0,52000.0,765000.0,5364000.0,-12000.0,55087000.0,104314000.0,13545000.0,8906000.0,-913000.0,-83000.0,79000.0,5856000.0,3439000.0,14667000.0,128035000.0,47941000.0,13000.0,343000.0,343000.0,10000.0,10000.0,-373000.0,29000.0,23362000.0,114123000.0,-7638000.0,623000.0,15000.0,638000.0,16500000.0,27389000.0,42952000.0,42952000.0,16500000.0,-2541000.0,15000.0,1099000.0,58839000.0,102836000.0,180000.0,-7000.0,0.0,,421000.0,421000.0,428000.0,421000.0,421000.0,421000.0,428000.0,-1215000.0,-483000.0,,-173000.0,13959000.0,13959000.0,-483000.0,13000.0,40190000.0,-6331000.0,56595000.0,3809000.0,337000.0,4778000.0,,5505000.0,528160.0,6654000.0,47733000.0,208000.0,71236000.0,27350000.0,,71000.0,,3439000.0,10000.0,327000.0,260000.0,327000.0,890000.0,11810000.0,5945000.0,36247000.0,215000.0,,128000.0,0.0,21079000.0,408000.0,422000.0,0.0,131000.0,0.0,-1215000.0,,-6352000.0,3998000.0,23295000.0,4599000.0,223000.0,223000.0,-2541000.0,-84000.0,28804000.0,21000.0,224000.0,6080000.0,27350000.0,-141000.0,60034000.0,56595000.0,-33840.0,-6000.0,0.24,1053000.0,-612000.0,142520000.0,102986000.0,54089000.0,60214000.0,71028000.0,82306000.0,48646000.0,49493000.0,887000.0,150000.0,71236000.0,10000.0,-141000.0,-141000.0,322000.0,10448000.0,61061000.0,13000.0
2021-12-31,12M,EUR,18636000.0,16723000.0,-90654000.0,16834000.0,,197000.0,,688000.0,27350000.0,0.11,55087000.0,-6053000.0,,11115000.0,42797000.0,42802000.0,,42797000.0,-12291000.0,-174000.0,387000.0,-471000.0,2436000.0,-4098000.0,-2866000.0,-12291000.0,11115000.0,,62565000.0,3308000.0,24652000.0,85489000.0,12392000.0,12392000.0,36866000.0,89000.0,871000.0,4525000.0,4525000.0,4525000.0,4328000.0,27350000.0,0.11,2924000.0,169000.0,4116000.0,8641000.0,1000.0,42797000.0,95161000.0,-11204000.0,8416000.0,-807000.0,-185000.0,76000.0,1834000.0,4034000.0,,131870000.0,53814000.0,,338000.0,338000.0,2000.0,2000.0,-368000.0,4000.0,23536000.0,105777000.0,-6333000.0,688000.0,157000.0,,15000.0,28832000.0,30820000.0,30820000.0,15000.0,-10781000.0,157000.0,1034000.0,62170000.0,96272000.0,164000.0,17000.0,-192000.0,415000.0,2924000.0,2924000.0,2907000.0,2924000.0,2924000.0,2924000.0,2907000.0,-792000.0,-471000.0,,-174000.0,-10766000.0,-10766000.0,-471000.0,-71000.0,41216000.0,-5198000.0,58531000.0,3564000.0,352000.0,3884000.0,,8718000.0,2983290.0,5246000.0,51022000.0,2792000.0,78466000.0,27350000.0,,81000.0,1000.0,4034000.0,13000.0,333000.0,456000.0,344000.0,1325000.0,18646000.0,5464000.0,37560000.0,307000.0,5000.0,77000.0,0.0,24139000.0,295000.0,3778000.0,0.0,91000.0,-192000.0,-792000.0,,-5261000.0,4086000.0,24652000.0,4525000.0,249000.0,249000.0,-10781000.0,-312000.0,31679000.0,63000.0,318000.0,2152000.0,27350000.0,-77000.0,62565000.0,58531000.0,-17710.0,871000.0,0.23,1826000.0,-138000.0,136029000.0,93385000.0,43212000.0,62729000.0,75674000.0,73300000.0,50540000.0,36434000.0,3975000.0,135000.0,78466000.0,39000.0,-77000.0,-77000.0,,11021000.0,48623000.0,0.0
2022-12-31,12M,EUR,22959000.0,15682000.0,-94594000.0,16834000.0,,249000.0,,720000.0,27350000.0,0.1,42797000.0,-1516000.0,,11115000.0,35412000.0,36116000.0,-2735000.0,35412000.0,-7448000.0,-9436000.0,-329000.0,586000.0,5379000.0,474000.0,-3619000.0,-7448000.0,11115000.0,,63333000.0,2697000.0,27007000.0,88108000.0,20104000.0,20104000.0,49790000.0,4000.0,224000.0,5018000.0,5018000.0,5018000.0,4769000.0,27350000.0,0.1,2655000.0,120000.0,3261000.0,8279000.0,63000.0,35412000.0,84921500.0,-4745000.0,10146000.0,1722000.0,-227000.0,75000.0,2441000.0,5301000.0,,136022000.0,61593000.0,,418000.0,418000.0,59000.0,59000.0,-353000.0,36000.0,32972000.0,105060000.0,-5941000.0,720000.0,160000.0,,10010000.0,29433000.0,21623000.0,21623000.0,10010000.0,-12026000.0,160000.0,945000.0,65206000.0,83417500.0,125000.0,36000.0,-3000.0,6315000.0,2655000.0,2655000.0,2619000.0,2655000.0,2655000.0,2655000.0,2619000.0,-1516000.0,-469000.0,-4641000.0,5000.0,-2016000.0,-2016000.0,-469000.0,512000.0,41428000.0,58000.0,58032000.0,3503000.0,590000.0,3290000.0,,8355000.0,2725011.959198,3238000.0,59435000.0,2158000.0,88600000.0,27350000.0,,186000.0,,5301000.0,35000.0,302000.0,734000.0,627000.0,1260000.0,22514000.0,6445000.0,38686000.0,1248000.0,704000.0,76000.0,0.0,29408000.0,353000.0,2843000.0,0.0,-85000.0,-3000.0,-1516000.0,-4641000.0,-4641000.0,5547000.0,27007000.0,5018000.0,241000.0,241000.0,-12026000.0,-513000.0,31416000.0,58000.0,453000.0,2894000.0,27350000.0,-76000.0,63333000.0,58032000.0,-5988.040802,224000.0,0.07879,1737000.0,-716000.0,140323000.0,84956000.0,41727000.0,63458000.0,86442000.0,76865000.0,52215000.0,27075000.0,3259000.0,110000.0,88600000.0,4000.0,-76000.0,-76000.0,,17244000.0,38318000.0,0.0
2023-12-31,12M,EUR,21210000.0,12378000.0,-97653000.0,16834000.0,,243000.0,,718000.0,27350000.0,-0.07,35412000.0,-1897000.0,,11115000.0,17936000.0,18298000.0,-2735000.0,17936000.0,-17426000.0,-119000.0,-65000.0,336000.0,-2607000.0,4114000.0,1274000.0,-17426000.0,11115000.0,,58465000.0,2463000.0,31499000.0,66920000.0,10048000.0,10048000.0,37110000.0,12000.0,-786000.0,5192000.0,5192000.0,5192000.0,4949000.0,27350000.0,-0.07,-1829000.0,120000.0,-1153000.0,4039000.0,-50000.0,17936000.0,82739000.0,-15947000.0,12602000.0,1098000.0,-6000.0,-159000.0,2347000.0,6955000.0,,137473000.0,60618000.0,,1492000.0,1492000.0,776000.0,776000.0,-1050000.0,756000.0,33091000.0,87708000.0,-4474000.0,718000.0,18000.0,,7000000.0,30120000.0,19195000.0,19195000.0,7000000.0,-19119000.0,18000.0,861000.0,65156000.0,73845000.0,92000.0,30000.0,0.0,11307000.0,-1829000.0,-1829000.0,-1859000.0,-1829000.0,-1829000.0,-1829000.0,-1859000.0,-1897000.0,-986000.0,-3697000.0,61000.0,-12119000.0,-12119000.0,-986000.0,-558000.0,39820000.0,303000.0,51510000.0,4327000.0,482000.0,3072000.0,,4022000.0,-1840948.204159,2995000.0,63338000.0,-2720000.0,92117000.0,27350000.0,,85000.0,,6955000.0,14000.0,496000.0,507000.0,461000.0,997000.0,25088000.0,5645000.0,39734000.0,1475000.0,362000.0,-159000.0,0.0,26907000.0,349000.0,-2645000.0,0.0,8000.0,0.0,-1897000.0,-3697000.0,,5640000.0,31499000.0,5192000.0,247000.0,247000.0,-19119000.0,,26686000.0,303000.0,489000.0,2836000.0,27350000.0,159000.0,58465000.0,51510000.0,5051.795841,-786000.0,0.297164,1329000.0,-115000.0,119738000.0,77660000.0,29243000.0,58557000.0,94837000.0,61181000.0,52818000.0,24071000.0,-1657000.0,270000.0,92117000.0,52000.0,17000.0,17000.0,,14835000.0,29810000.0,0.0
