symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,ResearchAndDevelopment,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
RAT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
RAT.MI,2020-12-31,12M,EUR,,27350000.0,0.02,23295000.0,4599000.0,4599000.0,27350000.0,0.02,421000.0,765000.0,5364000.0,5856000.0,47941000.0,13000.0,343000.0,343000.0,10000.0,10000.0,-7000.0,421000.0,421000.0,428000.0,421000.0,421000.0,428000.0,-483000.0,-483000.0,5505000.0,528160.0,47733000.0,208000.0,71236000.0,890000.0,11810000.0,128000.0,0.0,422000.0,23295000.0,4599000.0,223000.0,223000.0,-84000.0,224000.0,6080000.0,-141000.0,-33840.0,-6000.0,0.24,71028000.0,887000.0,150000.0,71236000.0,-141000.0,-141000.0,13000.0
RAT.MI,2021-12-31,12M,EUR,197000.0,27350000.0,0.11,24652000.0,4525000.0,4328000.0,27350000.0,0.11,2924000.0,4116000.0,8641000.0,1834000.0,53814000.0,,338000.0,338000.0,2000.0,2000.0,17000.0,2924000.0,2924000.0,2907000.0,2924000.0,2924000.0,2907000.0,-471000.0,-471000.0,8718000.0,2983290.0,51022000.0,2792000.0,78466000.0,1325000.0,18646000.0,77000.0,0.0,3778000.0,24652000.0,4525000.0,249000.0,249000.0,-312000.0,318000.0,2152000.0,-77000.0,-17710.0,871000.0,0.23,75674000.0,3975000.0,135000.0,78466000.0,-77000.0,-77000.0,0.0
RAT.MI,2022-12-31,12M,EUR,249000.0,27350000.0,0.1,27007000.0,5018000.0,4769000.0,27350000.0,0.1,2655000.0,3261000.0,8279000.0,2441000.0,61593000.0,,418000.0,418000.0,59000.0,59000.0,36000.0,2655000.0,2655000.0,2619000.0,2655000.0,2655000.0,2619000.0,-469000.0,-469000.0,8355000.0,2725011.959198,59435000.0,2158000.0,88600000.0,1260000.0,22514000.0,76000.0,0.0,2843000.0,27007000.0,5018000.0,241000.0,241000.0,-513000.0,453000.0,2894000.0,-76000.0,-5988.040802,224000.0,0.07879,86442000.0,3259000.0,110000.0,88600000.0,-76000.0,-76000.0,0.0
RAT.MI,2023-06-30,TTM,EUR,,27350000.0,0.1,,,,27350000.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT.MI,2023-12-31,12M,EUR,243000.0,27350000.0,-0.07,31499000.0,5192000.0,4949000.0,27350000.0,-0.07,-1829000.0,-1153000.0,4039000.0,2347000.0,60618000.0,,1492000.0,1492000.0,776000.0,776000.0,30000.0,-1829000.0,-1829000.0,-1859000.0,-1829000.0,-1829000.0,-1859000.0,-986000.0,-986000.0,4022000.0,-1840948.204159,63338000.0,-2720000.0,92117000.0,997000.0,25088000.0,-159000.0,0.0,-2645000.0,31499000.0,5192000.0,247000.0,247000.0,,489000.0,2836000.0,159000.0,5051.795841,-786000.0,0.297164,94837000.0,-1657000.0,270000.0,92117000.0,17000.0,17000.0,0.0
RAT.MI,2023-12-31,TTM,EUR,243000.0,27350000.0,-0.07,31499000.0,5192000.0,4949000.0,27350000.0,-0.07,-1829000.0,-1153000.0,4039000.0,2347000.0,60618000.0,,1492000.0,1492000.0,776000.0,776000.0,30000.0,-1829000.0,-1829000.0,-1859000.0,-1829000.0,-1829000.0,-1859000.0,-986000.0,-986000.0,4022000.0,-1840948.204159,63338000.0,-2720000.0,92117000.0,997000.0,25088000.0,-159000.0,0.0,-2645000.0,31499000.0,5192000.0,247000.0,247000.0,,489000.0,2836000.0,159000.0,5051.795841,-786000.0,0.297164,94837000.0,-1657000.0,270000.0,92117000.0,17000.0,17000.0,0.0
