symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,FinancialAssets,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
ART.MI,2020-12-31,12M,EUR,1249000.0,364000.0,,,0.0,265000.0,1079000.0,1079000.0,1079000.0,,265000.0,812000.0,3125000.0,78000.0,78000.0,,2175000.0,,1287000.0,0.0,364000.0,195000.0,1287000.0,1668000.0,551000.0,,174000.0,778000.0,778000.0,,80000.0,1000.0,,,195000.0,812000.0,,25000.0,35363333.0,2000.0,5000.0,,,,1000.0,593000.0,20000.0,215000.0,,2060000.0,61000.0,0.0,8000.0,35363333.0,812000.0,812000.0,117000.0,3871000.0,1590000.0,856000.0,812000.0,3059000.0,746000.0,884000.0,218000.0,950000.0
ART.MI,2021-12-31,12M,EUR,1687000.0,521000.0,,,-48000.0,255000.0,488000.0,515000.0,488000.0,,255000.0,1234000.0,4609000.0,177000.0,177000.0,,3095000.0,,3075000.0,159000.0,568000.0,63000.0,3076000.0,2020000.0,297000.0,,,609000.0,609000.0,,82000.0,13000.0,41000.0,298000.0,63000.0,1075000.0,,67000.0,35363333.0,,21000.0,,159000.0,1000.0,,883000.0,50000.0,172000.0,27000.0,2819000.0,265000.0,,917000.0,35363333.0,1234000.0,1075000.0,60000.0,5128000.0,1843000.0,786000.0,1275000.0,3853000.0,519000.0,758000.0,249000.0,1514000.0
ART.MI,2022-12-31,12M,EUR,1889180.0,1038126.0,-100052.0,0.0,,255000.0,770181.0,797181.0,700935.0,69246.0,255000.0,2389677.0,5654050.0,552583.0,552583.0,54391.0,3156231.0,0.0,3385075.0,548436.0,,265516.0,3385075.0,3769210.0,,75000.0,0.0,826950.0,826950.0,75000.0,,37970.0,27942.0,609352.0,165465.0,1841241.0,79557.0,101363.0,35363333.0,,224585.0,,548436.0,,,275914.0,227546.0,363272.0,27000.0,2379063.0,,0.0,1992585.0,35363333.0,2389677.0,1841241.0,16005.0,6581720.0,3216627.0,1379533.0,2417619.0,4164101.0,927670.0,1007870.0,213969.0,2497819.0
ART.MI,2023-12-31,12M,EUR,2792992.0,1902239.0,-119021.0,2106510.0,,297990.0,1154023.0,1181023.0,1118001.0,36022.0,297990.0,4586965.0,9033741.0,837950.0,837950.0,76552.0,4693534.0,14519.0,4613364.0,1117292.0,,263777.0,4613364.0,6403253.0,,75000.0,0.0,978338.0,978338.0,75000.0,,37970.0,11778.0,662265.0,144757.0,3469673.0,99953.0,143171.0,,,317193.0,1.0,1117292.0,,-2.0,518620.0,225807.0,1053094.0,27000.0,3521647.0,,0.0,2010317.0,,4586965.0,3469673.0,207469.0,10513737.0,5565303.0,1816288.0,4598743.0,5914994.0,1479996.0,1221460.0,210035.0,4340207.0
