symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital
ART.MI,2020-12-31,12M,EUR,1249000.0,364000.0,,,0.0,2000.0,,35363333.0,0.000226,225000.0,,265000.0,1079000.0,1079000.0,1079000.0,,50000.0,854000.0,47000.0,623000.0,-51000.0,-144000.0,525000.0,855000.0,265000.0,812000.0,0.0,0.0,4128000.0,3125000.0,78000.0,78000.0,,2175000.0,2000.0,15000.0,15000.0,15000.0,13000.0,35363333.0,0.000226,8000.0,27000.0,42000.0,1079000.0,,,612000.0,1287000.0,635000.0,0.0,364000.0,195000.0,239000.0,0.0,17000.0,17000.0,0.0,0.0,-17000.0,,1287000.0,1668000.0,-392000.0,551000.0,,0.0,700000.0,174000.0,778000.0,778000.0,,,80000.0,1000.0,,,,0.0,,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,0.0,-17000.0,-391000.0,612000.0,,-17000.0,,-1000.0,195000.0,0.0,612000.0,812000.0,,25000.0,44000.0,9600.0,635000.0,229000.0,10000.0,4367000.0,35363333.0,-1000.0,2000.0,5000.0,,,,24800.0,1000.0,178000.0,593000.0,20000.0,215000.0,,2000.0,0.0,2060000.0,61000.0,10000.0,0.0,80000.0,0.0,-391000.0,0.0,4128000.0,15000.0,225000.0,225000.0,-88000.0,0.0,8000.0,0.0,0.0,0.0,35363333.0,700000.0,-88000.0,-2000.0,812000.0,812000.0,-400.0,2000.0,0.2,117000.0,-2000.0,3871000.0,1590000.0,856000.0,812000.0,4357000.0,3059000.0,746000.0,884000.0,4367000.0,218000.0,-2000.0,-2000.0,950000.0
ART.MI,2021-12-31,12M,EUR,1687000.0,521000.0,,,-48000.0,40000.0,,35363333.0,0.025931,1079000.0,-248000.0,255000.0,488000.0,515000.0,488000.0,,-52000.0,-708000.0,-1500000.0,197000.0,395000.0,-66000.0,-1026000.0,-709000.0,255000.0,1234000.0,0.0,-10000.0,4101000.0,4609000.0,177000.0,177000.0,,3095000.0,362000.0,29000.0,29000.0,67000.0,27000.0,35363333.0,0.025931,917000.0,1333000.0,1400000.0,370000.0,,,-491000.0,3075000.0,-350000.0,159000.0,568000.0,63000.0,1777000.0,48000.0,24000.0,24000.0,0.0,0.0,-22000.0,,3076000.0,2020000.0,-116000.0,297000.0,,0.0,94000.0,,609000.0,609000.0,,,82000.0,13000.0,,41000.0,-15000.0,-10000.0,298000.0,917000.0,917000.0,932000.0,917000.0,917000.0,880000.0,932000.0,-40000.0,-24000.0,-218000.0,-73000.0,,-24000.0,-408000.0,,63000.0,142000.0,-73000.0,1075000.0,,67000.0,1440000.0,945479.755539,-102000.0,408000.0,1369000.0,5878000.0,35363333.0,,,21000.0,,159000.0,1000.0,37650.0,,117000.0,883000.0,50000.0,172000.0,27000.0,-8000.0,0.0,2819000.0,265000.0,1309000.0,,0.0,-40000.0,-218000.0,-208000.0,4101000.0,29000.0,251000.0,251000.0,-167000.0,-10000.0,917000.0,0.0,0.0,350000.0,35363333.0,94000.0,-167000.0,-40000.0,1234000.0,1075000.0,-11520.244461,377000.0,0.288006,60000.0,-362000.0,5128000.0,1843000.0,786000.0,1275000.0,4509000.0,3853000.0,519000.0,758000.0,5878000.0,249000.0,-40000.0,-40000.0,1514000.0
ART.MI,2022-12-31,12M,EUR,1889180.0,1038126.0,-100052.0,0.0,,,,35363333.0,0.032175,488315.0,-653177.0,255000.0,770181.0,797181.0,700935.0,69246.0,-8753.0,281866.0,-309266.0,-1199150.0,474382.0,-314906.0,-1357693.0,281866.0,255000.0,2389677.0,,,7884734.0,5654050.0,552583.0,552583.0,54391.0,3156231.0,457506.0,160694.0,160694.0,,,35363333.0,0.032175,1137808.0,1622637.0,1783331.0,770181.0,,0.0,605716.0,3385075.0,-546136.0,548436.0,,265516.0,1645216.0,,40504.0,40504.0,201.0,201.0,,81963.0,3385075.0,3769210.0,-430891.0,,75000.0,,900000.0,0.0,826950.0,826950.0,900000.0,75000.0,,37970.0,,27942.0,13181.0,,609352.0,1137808.0,1137808.0,1124627.0,1137808.0,1137808.0,1124627.0,1124627.0,-506138.0,-40303.0,221611.0,921669.0,900000.0,-40303.0,-315953.0,,165465.0,-146364.0,21669.0,1841241.0,79557.0,101363.0,1783331.0,1137808.0,107041.0,-18880.0,1664096.0,9529950.0,35363333.0,,,224585.0,,548436.0,,-63791.0,,,275914.0,227546.0,363272.0,27000.0,,0.0,2379063.0,,1582133.0,0.0,34581.0,-506813.0,-39965.0,-146364.0,7884734.0,160694.0,,,,,1992585.0,675.0,261576.0,,35363333.0,,,,2389677.0,1841241.0,0.0,457506.0,0.28917,16005.0,-328459.0,6581720.0,3216627.0,1379533.0,2417619.0,7865854.0,4164101.0,927670.0,1007870.0,9529950.0,213969.0,,,2497819.0
ART.MI,2023-12-31,12M,EUR,2792992.0,1902239.0,-119021.0,2106510.0,,,340356.0,,,770181.0,-929041.0,297990.0,1154023.0,1181023.0,1118001.0,36022.0,168973.0,383842.0,-1228289.0,-780501.0,903571.0,-836563.0,-1772808.0,383843.0,297990.0,4586965.0,42990.0,,10400909.0,9033741.0,837950.0,837950.0,76552.0,4693534.0,38298.0,50537.0,390893.0,,,,,20949.0,127116.0,518009.0,1154023.0,15812299.0,14519.0,2613095.0,4613364.0,-2248074.0,1117292.0,,263777.0,138006.0,,84034.0,84034.0,268.0,268.0,-94923.0,,4613364.0,6403253.0,-910219.0,,75000.0,42990.0,151388.0,0.0,978338.0,978338.0,151388.0,75000.0,,37970.0,15453776.0,11778.0,16164.0,42990.0,662265.0,20949.0,20949.0,4785.0,20949.0,20949.0,4784.0,4784.0,-889951.0,-83766.0,28822.0,436755.0,151388.0,-83766.0,2133350.0,-10000.0,144757.0,-39090.0,285367.0,3469673.0,99953.0,143171.0,518009.0,20949.0,-1319033.0,0.0,138006.0,10538915.0,,-1.0,,317193.0,1.0,1117292.0,,94923.0,-2.0,,518620.0,225807.0,1053094.0,27000.0,,0.0,3521647.0,,43082.0,0.0,48732.0,-889951.0,-14519.0,-39090.0,10400909.0,390893.0,,,,,2010317.0,,43341.0,,,,,,4586965.0,3469673.0,0.0,38297.0,0.24,207469.0,-42403.0,10513737.0,5565303.0,1816288.0,4598743.0,10400909.0,5914994.0,1479996.0,1221460.0,10538915.0,210035.0,,,4340207.0
