symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments,TaxesRefundPaid
ART.MI,2020-12-31,12M,EUR,,225000.0,,50000.0,854000.0,47000.0,623000.0,-51000.0,-144000.0,525000.0,855000.0,0.0,0.0,2000.0,15000.0,15000.0,1079000.0,612000.0,635000.0,-17000.0,,-392000.0,0.0,700000.0,,0.0,8000.0,8000.0,0.0,-391000.0,612000.0,,,-1000.0,0.0,612000.0,635000.0,-1000.0,24800.0,80000.0,0.0,-391000.0,0.0,-88000.0,0.0,0.0,0.0,0.0,700000.0,-88000.0,-2000.0
ART.MI,2021-12-31,12M,EUR,,1079000.0,-248000.0,-52000.0,-708000.0,-1500000.0,197000.0,395000.0,-66000.0,-1026000.0,-709000.0,0.0,-10000.0,362000.0,29000.0,29000.0,370000.0,-491000.0,-350000.0,-22000.0,,-116000.0,0.0,94000.0,,-10000.0,917000.0,880000.0,-40000.0,-218000.0,-73000.0,,-408000.0,,142000.0,-73000.0,-102000.0,,37650.0,0.0,-40000.0,-218000.0,-208000.0,-167000.0,-10000.0,0.0,0.0,350000.0,94000.0,-167000.0,-362000.0
ART.MI,2022-12-31,12M,EUR,,488315.0,-653177.0,-8753.0,281866.0,-309266.0,-1199150.0,474382.0,-314906.0,-1357693.0,281866.0,,,457506.0,160694.0,160694.0,770181.0,605716.0,-546136.0,,81963.0,-430891.0,,900000.0,900000.0,,1137808.0,1124627.0,-506138.0,221611.0,921669.0,900000.0,-315953.0,,-146364.0,21669.0,107041.0,,-63791.0,34581.0,-506813.0,-39965.0,-146364.0,,,675.0,261576.0,,,,-328459.0
ART.MI,2023-12-31,12M,EUR,340356.0,770181.0,-929041.0,168973.0,383842.0,-1228289.0,-780501.0,903571.0,-836563.0,-1772808.0,383843.0,42990.0,,38298.0,50537.0,390893.0,1154023.0,2613095.0,-2248074.0,-94923.0,,-910219.0,42990.0,151388.0,151388.0,42990.0,20949.0,4784.0,-889951.0,28822.0,436755.0,151388.0,2133350.0,-10000.0,-39090.0,285367.0,-1319033.0,-1.0,94923.0,48732.0,-889951.0,-14519.0,-39090.0,,,,43341.0,,,,-42403.0
ART.MI,2023-12-31,TTM,EUR,340356.0,770181.0,-929041.0,168973.0,383842.0,-1228289.0,-780501.0,903571.0,-836563.0,-1772808.0,383843.0,42990.0,,38298.0,50537.0,390893.0,1154023.0,2613095.0,-2248074.0,-94923.0,,-910219.0,42990.0,151388.0,151388.0,42990.0,20949.0,4784.0,-889951.0,28822.0,436755.0,151388.0,2133350.0,-10000.0,-39090.0,285367.0,-1319033.0,-1.0,94923.0,48732.0,-889951.0,-14519.0,-39090.0,,,,43341.0,,,,-42403.0
