symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,PensionAndEmployeeBenefitExpense,PurchaseOfIntangibles,PurchaseOfPPE,RepurchaseOfCapitalStock
GAMB.MI,2019-12-31,12M,EUR,,,,,,,,,,,,-38000.0,,,,,,,,-29000.0,,,,,-29000.0,,,-38000.0,,,,,-1000.0,,,,-38000.0
GAMB.MI,2020-12-31,12M,EUR,115000.0,-2439000.0,371000.0,99000.0,774000.0,-2643000.0,-771000.0,1146000.0,-1395000.0,371000.0,0.0,-9000.0,3357000.0,3357000.0,487000.0,2670000.0,-2267000.0,-2471000.0,0.0,-32000.0,-9000.0,-1767000.0,-1770000.0,-2424000.0,,-1470000.0,4149000.0,4149000.0,,-15000.0,-1470000.0,172000.0,1000.0,-21000.0,-2424000.0,-15000.0,-9000.0
GAMB.MI,2021-12-31,12M,EUR,487000.0,-2801000.0,-388000.0,33000.0,-207000.0,-168000.0,459000.0,-949000.0,-832000.0,-388000.0,0.0,-2000.0,2888000.0,2888000.0,99000.0,484000.0,-865000.0,-2808000.0,0.0,-6000.0,-2000.0,7000.0,6000.0,-2686000.0,-6000.0,486000.0,-353000.0,-353000.0,-1000.0,-115000.0,839000.0,1936000.0,,-126000.0,-2686000.0,-115000.0,-2000.0
GAMB.MI,2022-12-31,12M,EUR,99000.0,-2767000.0,46000.0,1000.0,311000.0,247000.0,224000.0,-677000.0,106000.0,47000.0,41000.0,,2595000.0,2595000.0,145000.0,-1411000.0,1458000.0,-2767000.0,41000.0,,41000.0,1597000.0,1600000.0,-2592000.0,0.0,-1452000.0,-2206000.0,,,-175000.0,754000.0,4225000.0,-1000.0,-75000.0,-2592000.0,-175000.0,
GAMB.MI,2023-12-31,12M,EUR,145000.0,-8657000.0,221000.0,58000.0,17000.0,467000.0,-381000.0,545000.0,705000.0,222000.0,48000.0,,2678000.0,2678000.0,366000.0,4366000.0,-4144000.0,-8657000.0,48000.0,,48000.0,1209000.0,1210000.0,-2336000.0,0.0,4317000.0,3811000.0,1000.0,,-6321000.0,506000.0,4513000.0,-1000.0,-80000.0,-2336000.0,-6321000.0,
GAMB.MI,2023-12-31,TTM,EUR,145000.0,-8657000.0,221000.0,58000.0,17000.0,467000.0,-381000.0,545000.0,705000.0,222000.0,48000.0,,2678000.0,2678000.0,366000.0,4366000.0,-4144000.0,-8657000.0,48000.0,,48000.0,1209000.0,1210000.0,-2336000.0,0.0,4317000.0,3811000.0,1000.0,,-6321000.0,506000.0,4513000.0,-1000.0,-80000.0,-2336000.0,-6321000.0,
