symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,GoodwillAndOtherIntangibleAssets,GrossPPE,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
DOT.MI,2020-12-31,12M,EUR,15000.0,11000.0,,534000.0,23000.0,29000.0,29000.0,29000.0,,23000.0,-226000.0,43000.0,,,321000.0,179000.0,16000.0,-99000.0,0.0,,127000.0,127000.0,0.0,30000.0,14000.0,98000.0,16000.0,-405000.0,11000.0,25000.0,3073000.0,32000.0,179000.0,57000.0,2000.0,,288000.0,,2000.0,-783000.0,3073000.0,-226000.0,-405000.0,1000.0,263000.0,-99000.0,127000.0,-226000.0,489000.0,220000.0,168000.0,216000.0,-278000.0
DOT.MI,2021-12-31,12M,EUR,17149.0,5220.0,-5860.0,753729.0,26609.0,336020.0,336020.0,336002.0,18.0,26609.0,25022.0,355839.0,50694.0,50694.0,332443.0,187316.0,21113.0,216723.0,0.0,0.0,191701.0,191701.0,0.0,31452.0,14000.0,,15253.0,-162294.0,0.0,22000.0,3073000.0,20000.0,187316.0,28980.0,21113.0,229.0,281749.0,50694.0,0.0,-805473.0,3073000.0,25022.0,-162294.0,14370.0,580618.0,216723.0,191701.0,25022.0,555596.0,224779.0,223153.0,235620.0,23396.0
DOT.MI,2022-12-31,12M,EUR,510008.0,4854.0,-9508.0,3148219.0,61460.0,346200.0,346200.0,345761.0,439.0,61460.0,2259666.0,964896.0,9446.0,9446.0,1220141.0,771612.0,27336.0,2414576.0,,0.0,154910.0,154910.0,0.0,6013.0,,,17828.0,1488054.0,2145.0,,3073000.0,,771612.0,108678.0,27336.0,290009.0,897650.0,9446.0,,-1057082.0,3073000.0,2259666.0,1488054.0,323833.0,3642875.0,2414576.0,154910.0,2259666.0,1383209.0,2677979.0,163068.0,278964.0,-255245.0
