symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
DOT.MI,2020-12-31,12M,EUR,,3073000.0,-0.089815,212000.0,12000.0,12000.0,3073000.0,-0.089815,-276000.0,-272000.0,-260000.0,-17000.0,4000.0,4000.0,-276000.0,-276000.0,-276000.0,-276000.0,-276000.0,-276000.0,-4000.0,-4000.0,-261000.0,-277000.0,271000.0,-288000.0,195000.0,19000.0,17000.0,-1000.0,0.0,-276000.0,212000.0,0.0,177000.0,177000.0,1000.0,0.0,0.0,0.0,483000.0,195000.0,1000.0,1000.0
DOT.MI,2021-12-31,12M,EUR,0.0,3073000.0,-0.007333,127085.0,0.0,0.0,3073000.0,-0.007333,-22533.0,-17996.0,-16603.0,87099.0,4537.0,4537.0,-22533.0,-22533.0,-22533.0,-22533.0,-22533.0,-22533.0,-4537.0,-4537.0,-16603.0,-22533.0,106377.0,-19278.0,214184.0,1282.0,25212.0,,0.0,-22533.0,127085.0,1393.0,116168.0,116168.0,0.0,0.0,0.0,0.0,233462.0,214184.0,0.0,0.0
DOT.MI,2022-12-31,12M,EUR,73676.0,3073000.0,-0.081877,184017.0,77324.0,3648.0,3073000.0,-0.081877,-251609.0,-222733.0,-145409.0,190580.0,8125.0,8125.0,-251609.0,-251609.0,-251609.0,-251609.0,-251609.0,-251609.0,-8125.0,-8125.0,-145409.0,-251609.0,421064.0,-230484.0,374597.0,7751.0,94497.0,,0.0,-230858.0,184017.0,77324.0,202281.0,202281.0,,0.0,20751.0,0.24,605081.0,374597.0,,
DOT.MI,2023-06-30,TTM,EUR,166258.0,,-0.268389,489583.0,171865.0,5607.0,,-0.268389,-824759.0,-774436.0,-602571.0,192785.0,29572.0,29572.0,-824759.0,-824759.0,-824759.0,-824759.0,-824759.0,-824759.0,-29572.0,-29572.0,-599780.0,-822637.84,972291.0,-779506.0,682368.0,,,,0.0,-804008.0,489583.0,136865.0,499286.0,499286.0,,-669.84,20751.0,0.24,1461874.0,682368.0,-2791.0,-2791.0
