symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
DOT.MI,2020-12-31,12M,EUR,99000.0,-27000.0,,-70000.0,74000.0,2000.0,120000.0,196000.0,-70000.0,0.0,,,0.0,29000.0,19000.0,-100000.0,-1000.0,-4000.0,-16000.0,0.0,19000.0,19000.0,0.0,0.0,-276000.0,-276000.0,-27000.0,10000.0,0.0,0.0,19000.0,,1000.0,,-73000.0,7000.0,12000.0,-27000.0,0.0,0.0,0.0,10000.0,1000.0,-4000.0
DOT.MI,2021-12-31,12M,EUR,29467.0,-8645.0,-844.0,306553.0,-958.0,2495.0,5486.0,6179.0,306553.0,273724.0,0.0,1393.0,1393.0,336020.0,338385.0,-34979.0,,-4498.0,-5498.0,273724.0,38845.0,38845.0,-10000.0,273724.0,-22533.0,-22533.0,-8645.0,2860.0,25816.0,-10000.0,38845.0,1000.0,287.0,25816.0,-26334.0,5970.0,0.0,-8645.0,0.0,0.0,-10000.0,2860.0,287.0,0.0
DOT.MI,2022-12-31,12M,EUR,0.0,-866764.0,311818.0,346200.0,-216574.0,510008.0,-23663.0,581589.0,346200.0,694446.0,20751.0,77324.0,77324.0,346200.0,849356.0,-431446.0,,-8125.0,-938474.0,694446.0,103688.0,103688.0,,694446.0,-251609.0,-251609.0,-845288.0,-71710.0,51222.0,103688.0,103688.0,,-21476.0,51222.0,435318.0,10663.0,0.0,-845288.0,-71710.0,-21476.0,,0.0,0.0,-895.0
DOT.MI,2023-06-30,TTM,EUR,483000.0,-863320.0,,1307942.0,143753.0,145063.0,-50356.0,513713.0,1317942.0,2185274.0,,44283.0,136865.0,1800942.0,2338775.0,-880882.0,,-25572.0,-1003271.0,2185274.0,,,,2185274.0,-824759.0,-708759.0,-836958.0,-139951.0,49813.0,,,,-26362.0,,-17562.0,29901.0,,-836958.0,-136951.0,-26362.0,,,,-895.0
