asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-5012000.0,,-590000.0,,0.0,,,,7652000.0,,5073000.0,,,,0.0,,,,,,,,,0.0,,3947000.0,,,1708000.0,10359000.0,12067000.0,,,,,,,,,,,,,,,,32904000.0,,,,,32246000.0,,,,,,,,,,,,,43602000.0,3365000.0,,3365000.0,,33305000.0,,,,,,,,,,,,,,,,,,,,,,,79000.0,,,,,,,,511000.0,560000.0,,,,,,,,,,15000000.0,,,,1659000.0,,0.0,,,,,21333000.0,,,,,-718000.0,,-65000.0,,,,,,,,,,,,,,,15432000.0,,,,,,,,,,,217541.0,,16157000.0,,
2023-03-31,3M,EUR,18441000.0,45020000.0,,12245000.0,,248000.0,0.0,16782459.0,0.647343,15028000.0,,-3853000.0,7316000.0,8840000.0,11999000.0,17999000.0,,11999000.0,-3029000.0,-249000.0,-762000.0,-13364000.0,-14375000.0,-3029000.0,8840000.0,,198967000.0,,25573000.0,138231000.0,1841000.0,1000.0,1842000.0,36189000.0,3878000.0,3902000.0,3902000.0,3092000.0,2844000.0,16782459.0,0.647343,10864000.0,14783000.0,18685000.0,0.0,11999000.0,497268999.0,-1879000.0,,-1169000.0,-15000.0,4608000.0,9053000.0,,95065000.0,32403000.0,41000.0,41000.0,61000.0,61000.0,,20000.0,71820000.0,198968000.0,-3834000.0,760000.0,,5475000.0,0.0,5475000.0,692000.0,,511864999.0,,10864000.0,10864000.0,10864000.0,10864000.0,10864000.0,10864000.0,10864000.0,-279000.0,20000.0,0.0,-10358000.0,-10358000.0,20000.0,8974000.0,95065000.0,-3555000.0,189914000.0,3629000.0,3719000.0,1780000.0,,18742000.0,10906005.698006,2684000.0,17668000.0,14735000.0,57976000.0,16782459.0,,,4782000.0,4445000.0,5000.0,-20000.0,79000.0,438000.0,10138000.0,95065000.0,1343000.0,6000000.0,0.0,34347000.0,98000.0,,14742000.0,,39000.0,-298000.0,0.0,-3555000.0,,25573000.0,3902000.0,80000.0,80000.0,-486000.0,39981000.0,19000.0,,0.0,17000000.0,-57000.0,28000.0,198967000.0,189914000.0,-14994.301994,3878000.0,0.263058,2049000.0,-282000.0,246822000.0,198967000.0,7317000.0,198967000.0,43241000.0,47855000.0,108591000.0,11666000.0,14678000.0,57976000.0,5768000.0,-57000.0,-57000.0,217541.0,4129000.0,,102042000.0,57000.0
2023-06-30,3M,EUR,15323000.0,49309000.0,,12245000.0,-728000.0,270000.0,0.0,,,11999000.0,5720000.0,-3925000.0,7136000.0,8840000.0,12933000.0,12933000.0,,,671000.0,-1107000.0,-2263000.0,-4289000.0,-7659000.0,671000.0,8840000.0,,188944000.0,5142000.0,24141000.0,136531000.0,1839000.0,11025000.0,12864000.0,45925000.0,4692000.0,3129000.0,3129000.0,3129000.0,2859000.0,,,13016000.0,17799000.0,20928000.0,263000.0,12933000.0,502861245.0,-6952000.0,37001000.0,7589000.0,-28000.0,4608000.0,9233000.0,50037000.0,96152000.0,35787000.0,91000.0,91000.0,45000.0,45000.0,,,71775000.0,199969000.0,-3891000.0,750000.0,44580000.0,5297000.0,,5297000.0,730000.0,32687000.0,513543245.0,,13016000.0,13016000.0,13016000.0,13016000.0,13016000.0,13016000.0,13016000.0,299000.0,-137000.0,,11024000.0,11024000.0,-137000.0,6026000.0,96152000.0,3588000.0,179711000.0,3375000.0,3539000.0,1689000.0,78000.0,20962000.0,13040991.190422,11514000.0,17913000.0,17874000.0,59928000.0,16782459.0,679000.0,855000.0,4810000.0,4625000.0,5000.0,47000.0,,224000.0,8519000.0,8023000.0,52000.0,,0.0,32206000.0,-91000.0,1640000.0,17708000.0,0.0,38000.0,,,,18479000.0,24141000.0,3129000.0,75000.0,75000.0,-365000.0,23880000.0,,,33000.0,17000000.0,-34000.0,28000.0,188944000.0,179711000.0,-9008.809578,4692000.0,0.264965,143000.0,-3729000.0,246124000.0,188944000.0,18161000.0,188944000.0,42054000.0,57180000.0,109593000.0,11255000.0,17750000.0,59928000.0,8364000.0,-34000.0,-34000.0,217541.0,4129000.0,16295000.0,90606000.0,100000.0
2023-09-30,3M,EUR,13067000.0,42879000.0,,12245000.0,,275000.0,0.0,,,12933000.0,,-3129000.0,,8840000.0,14328000.0,16328000.0,0.0,,1293000.0,-6000.0,-3111000.0,6430000.0,3313000.0,1293000.0,8840000.0,,197428000.0,,23664000.0,134987000.0,,,,36305000.0,2474000.0,3207000.0,3207000.0,3207000.0,2932000.0,,,8223000.0,10802000.0,14009000.0,102000.0,14328000.0,560727392.0,-13383000.0,,14580000.0,-7000.0,4608000.0,9127000.0,,96460000.0,28115000.0,105000.0,105000.0,36000.0,36000.0,-68000.0,,72933000.0,197428000.0,-3033000.0,739000.0,,,,,724000.0,,555499392.0,,8223000.0,8223000.0,8223000.0,8223000.0,8223000.0,8223000.0,8223000.0,-919000.0,22000.0,,-11008000.0,-11008000.0,22000.0,-2175000.0,96460000.0,-9893000.0,188301000.0,3904000.0,3933000.0,1783000.0,,14134000.0,8319090.025241,17709000.0,17245000.0,10870000.0,51779000.0,16782459.0,,,4666000.0,4519000.0,5000.0,68000.0,78000.0,650000.0,14189000.0,96460000.0,1237000.0,2000000.0,0.0,34427000.0,94000.0,,10697000.0,,-6000.0,,,,,23664000.0,3207000.0,99000.0,99000.0,,32103000.0,,,96000.0,16782459.0,-125000.0,28000.0,197428000.0,188301000.0,-28909.974759,2474000.0,0.23128,1610000.0,-1595000.0,245300000.0,197428000.0,,197428000.0,40909000.0,47872000.0,110313000.0,11567000.0,10835000.0,51779000.0,7171000.0,-125000.0,-125000.0,,3804000.0,,98682000.0,59000.0
2023-12-31,3M,EUR,14414000.0,42493000.0,,,-783000.0,277000.0,,,,14328000.0,4987000.0,-3662000.0,6533000.0,8840000.0,20882000.0,24882000.0,0.0,,6959000.0,4190000.0,1762000.0,386000.0,6338000.0,6958000.0,8840000.0,,205719000.0,5657000.0,24864000.0,138951000.0,1840000.0,128000.0,1968000.0,32779000.0,1956000.0,3176000.0,3176000.0,3177000.0,2900000.0,,,8725000.0,10798000.0,13975000.0,-405000.0,20882000.0,629535474.0,-2357000.0,37283000.0,9245000.0,-14000.0,4608000.0,9320000.0,43276000.0,96674000.0,28592000.0,117000.0,117000.0,83000.0,83000.0,54000.0,,67968000.0,205847000.0,-3592000.0,729000.0,45190000.0,4693000.0,,4693000.0,691000.0,32130000.0,624307474.0,-40000.0,8725000.0,8725000.0,8725000.0,8725000.0,8725000.0,8725000.0,8725000.0,-469000.0,-109000.0,0.0,111000.0,111000.0,-109000.0,-1960000.0,96674000.0,-3122000.0,196399000.0,3446000.0,3570000.0,1751000.0,78000.0,14012000.0,8755224.229941,12907000.0,17691000.0,10901000.0,53456000.0,16797459.0,878000.0,415000.0,,4712000.0,5000.0,-54000.0,,53000.0,8198000.0,8710000.0,65000.0,4000000.0,0.0,30396000.0,-32000.0,1082000.0,10681000.0,0.0,-33000.0,-489000.0,,-3173000.0,15893000.0,24864000.0,3176000.0,107000.0,107000.0,,40828000.0,,0.0,51000.0,17000000.0,-37000.0,17000.0,205719000.0,196399000.0,-6775.770059,1956000.0,0.183129,1583000.0,-4907000.0,249203000.0,205719000.0,6661000.0,205719000.0,42555000.0,43484000.0,110252000.0,10705000.0,10701000.0,53456000.0,7784000.0,-37000.0,-37000.0,202541.0,,14792000.0,106172000.0,21000.0
2024-03-31,3M,EUR,18169000.0,55992000.0,,12245000.0,,281000.0,,16797459.0,0.578361,20882000.0,,-6383000.0,,8840000.0,12824000.0,20824000.0,,,-8448000.0,-1450000.0,3340000.0,-13499000.0,-11609000.0,-8448000.0,8840000.0,,215907000.0,,26300000.0,150133000.0,,,,38260000.0,3747000.0,3221000.0,3221000.0,3222000.0,2941000.0,16797459.0,0.578361,9715000.0,13513000.0,16735000.0,390000.0,12824000.0,745334441.0,-4572000.0,,-3905000.0,-33000.0,4608000.0,9350000.0,,100219000.0,32506000.0,51000.0,51000.0,150000.0,150000.0,,99000.0,70193000.0,215907000.0,-6354000.0,719000.0,,,,,213000.0,,740106441.0,,9715000.0,9715000.0,9715000.0,9715000.0,9715000.0,9715000.0,9715000.0,-311000.0,99000.0,-21000.0,-26000.0,-26000.0,99000.0,-4043000.0,100219000.0,-6022000.0,206557000.0,3657000.0,3577000.0,1733000.0,,16841000.0,9791496.062992,2478000.0,19101000.0,13405000.0,58806000.0,16797459.0,,,4694000.0,4742000.0,5000.0,-99000.0,100000.0,427000.0,10317000.0,100219000.0,1318000.0,8000000.0,0.0,36310000.0,-19000.0,,13462000.0,,-478000.0,-311000.0,-21000.0,-6072000.0,,26300000.0,3221000.0,135000.0,135000.0,,49032000.0,0.0,,50000.0,16797459.0,-106000.0,18000.0,215907000.0,206557000.0,-29503.937008,3747000.0,0.278339,1806000.0,-339000.0,264183000.0,215907000.0,,215907000.0,45401000.0,48276000.0,114050000.0,10016000.0,13299000.0,58806000.0,7824000.0,-106000.0,-106000.0,,3844000.0,,111873000.0,106000.0
