symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
CMB.MI,2019-12-31,12M,EUR,,,-11666000.0,,,,-529000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-2385000.0,,,,,,,-1057000.0,-10609000.0,,,,,
CMB.MI,2020-06-30,TTM,EUR,,,-9441000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMB.MI,2020-12-31,12M,EUR,20983000.0,-7974000.0,-7974000.0,-15048000.0,17866000.0,393000.0,-191000.0,2354000.0,-3226000.0,-479000.0,17866000.0,-15048000.0,640000.0,,10974000.0,10974000.0,-1137000.0,37688000.0,-2589000.0,21338000.0,33000.0,,-8857000.0,640000.0,640000.0,18975000.0,18975000.0,0.0,5000.0,13564000.0,13564000.0,-28000.0,-1106000.0,218000.0,29312000.0,-24000.0,,-178000.0,-13000.0,-793000.0,-7181000.0,0.0,5000.0,218000.0,,
CMB.MI,2021-12-31,12M,EUR,37688000.0,-8991000.0,-8991000.0,-15068000.0,7637000.0,-7182000.0,,4673000.0,-2365000.0,-4874000.0,7637000.0,-15068000.0,671000.0,8968000.0,11409000.0,11409000.0,1277000.0,46636000.0,-19577000.0,26665000.0,38000.0,-100000.0,-8442000.0,671000.0,408000.0,25321000.0,25321000.0,13000.0,467000.0,-2601000.0,-2601000.0,-452000.0,-29000.0,69000.0,35656000.0,34000.0,100000.0,-189000.0,107000.0,,,13000.0,467000.0,69000.0,219000.0,-7644000.0
CMB.MI,2022-09-30,TTM,EUR,44379000.0,-10277000.0,,-20116000.0,-19391000.0,-17626000.0,,4182000.0,-2313000.0,-15757000.0,-19391000.0,,,,11810000.0,11810000.0,1083000.0,24988000.0,-34105000.0,15051000.0,-23000.0,,-10614000.0,,,29441000.0,29441000.0,188000.0,,-12500000.0,-12500000.0,-262000.0,-436000.0,-1375000.0,25328000.0,,,-89000.0,-54000.0,,,43000.0,,56000.0,,
CMB.MI,2022-12-31,12M,EUR,46636000.0,-12284000.0,-12284000.0,-20116000.0,-31590000.0,-13954000.0,,2942000.0,-3492000.0,-14504000.0,-31590000.0,-20116000.0,,10701000.0,12021000.0,12021000.0,-266000.0,15028000.0,-46453000.0,14814000.0,-19000.0,-46000.0,-12235000.0,,360000.0,31918000.0,31918000.0,-750000.0,2000.0,-9641000.0,-9641000.0,-15170000.0,,-11487000.0,27098000.0,248000.0,46000.0,-307000.0,281000.0,-750000.0,-11534000.0,0.0,2000.0,47000.0,149000.0,-12669000.0
CMB.MI,2023-12-31,12M,EUR,15028000.0,-14569000.0,,-23495000.0,5894000.0,2828000.0,,-4374000.0,-10837000.0,-12383000.0,5893000.0,-23495000.0,,13000000.0,12604000.0,12604000.0,-40000.0,20882000.0,-24571000.0,30245000.0,-64000.0,-41000.0,-14350000.0,,285000.0,40828000.0,40828000.0,-1387000.0,1000.0,-10231000.0,-10231000.0,10865000.0,-1000.0,-12963000.0,44814000.0,1000.0,41000.0,69000.0,38000.0,-1407000.0,-13162000.0,20000.0,1000.0,199000.0,101000.0,-10513000.0
CMB.MI,2024-03-31,TTM,EUR,11999000.0,-17099000.0,,,475000.0,1627000.0,,-272000.0,-10972000.0,-9617000.0,474000.0,,,12869000.0,11923000.0,11923000.0,350000.0,12473000.0,-27264000.0,27509000.0,-82000.0,,-16870000.0,,,39679000.0,39679000.0,-1419000.0,-20000.0,101000.0,101000.0,-2152000.0,,-15430000.0,44608000.0,,-38000.0,-48000.0,-479000.0,-1420000.0,-15679000.0,1000.0,,249000.0,91000.0,-10570000.0
