symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendPaidCFO,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
ALFO.MI,2020-12-31,12M,EUR,161612.0,-323537.0,-3802.0,915166.0,0.0,776430.0,61099.0,-249484.0,588045.0,915166.0,436000.0,,89000.0,,0.0,0.0,,1076778.0,456726.0,492088.0,0.0,-2621.0,-357185.0,436000.0,-2000.0,,436000.0,130816.0,222419.0,-282895.0,-33648.0,16224.0,-2000.0,4502.0,1000.0,-40642.0,16224.0,815625.0,-1000.0,12473.0,0.0,,-282895.0,-33648.0,-40642.0,-2000.0,,,0.0,0.0,0.0,0.0
ALFO.MI,2021-12-31,12M,EUR,1076778.0,-1568453.0,222813.0,2149797.0,-27419.0,1109621.0,-13564.0,-569246.0,499392.0,2149797.0,4000000.0,,,455569.0,455569.0,,,3226575.0,4409277.0,-1866770.0,,-14077.0,-1961163.0,4000000.0,,,4000000.0,-459997.0,-554895.0,-1528751.0,-392710.0,286534.0,,122743.0,,-39702.0,286534.0,-298317.0,,-591316.0,0.0,,-1528751.0,-400000.0,-39702.0,,,,,7290.0,,-88982.0
ALFO.MI,2022-12-31,12M,EUR,3226575.0,-1098601.0,,-1009849.0,6419.0,813671.0,106666.0,-322004.0,604752.0,-1009849.0,2640.0,0.0,-613291.0,653138.0,653138.0,0.0,0.0,2216726.0,1457041.0,-2349722.0,0.0,-33672.0,-1215769.0,2640.0,0.0,0.0,2640.0,-1946092.0,-1946092.0,-986005.0,-117168.0,-45599.0,0.0,1500000.0,,-112596.0,-45599.0,-1251121.0,,33672.0,69288.0,0.0,-986005.0,-117168.0,-112596.0,0.0,0.0,0.0,0.0,0.0,0.0,-10678.0
ALFO.MI,2023-12-31,12M,EUR,2216726.0,-1003315.0,,-1947936.0,8400.0,-198450.0,123640.0,54609.0,-11801.0,-1947936.0,0.0,0.0,-423412.0,803615.0,803615.0,0.0,0.0,268790.0,-367715.0,-1376909.0,0.0,-65723.0,-1206627.0,0.0,-75399.0,0.0,0.0,-1437848.0,-1437848.0,-968423.0,-203312.0,-367715.0,-75399.0,,,-34892.0,-292316.0,-373594.0,,497626.0,341114.0,0.0,-968423.0,-203312.0,-34892.0,-75399.0,0.0,0.0,0.0,0.0,0.0,-53903.0
ALFO.MI,2023-12-31,TTM,EUR,2216726.0,-1003315.0,,-1947936.0,8400.0,-198450.0,123640.0,54609.0,-11801.0,-1947936.0,0.0,0.0,-423412.0,803615.0,803615.0,0.0,0.0,268790.0,-367715.0,-1376909.0,0.0,-65723.0,-1206627.0,0.0,-75399.0,0.0,0.0,-1437848.0,-1437848.0,-968423.0,-203312.0,-367715.0,-75399.0,,,-34892.0,-292316.0,-373594.0,,497626.0,341114.0,0.0,-968423.0,-203312.0,-34892.0,-75399.0,0.0,0.0,0.0,0.0,0.0,-53903.0
