asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,51935000.0,40545000.0,30718000.0,-6373000.0,5558000.0,5558000.0,19000.0,121484374.0,0.049821,15075000.0,5595000.0,-9018000.0,6527000.0,11250000.0,22650000.0,25451000.0,22627000.0,23000.0,7731000.0,-879000.0,-1891000.0,-3293000.0,,-4305000.0,-10368000.0,7731000.0,11250000.0,66665000.0,715000.0,138559000.0,113107000.0,1992000.0,29460000.0,31452000.0,90398000.0,6208000.0,11766000.0,11766000.0,6208000.0,30000.0,121484374.0,0.049821,6048000.0,11401000.0,23167000.0,-156000.0,22650000.0,169123499.0,,7994000.0,9425000.0,-617000.0,,-179000.0,30094000.0,50858000.0,46918000.0,17980000.0,53293000.0,,2887000.0,2887000.0,40000.0,40000.0,-4443000.0,72000.0,-7518000.0,39774000.0,147116000.0,-8664000.0,19000.0,23530000.0,97000.0,5000.0,36815000.0,968000.0,4535000.0,50991000.0,55526000.0,36815000.0,-31046000.0,23632000.0,3609000.0,5931000.0,101587499.0,-332000.0,66000.0,,57801000.0,6048000.0,6048000.0,5982000.0,6048000.0,6048000.0,8514000.0,5982000.0,-5367000.0,-3995000.0,10254000.0,5769000.0,-3995000.0,,17980000.0,-3297000.0,4485000.0,15807000.0,8704000.0,407000.0,1630000.0,8917000.0,23497000.0,6279860.465116,8401000.0,40021000.0,13272000.0,191852000.0,121484374.0,65000.0,20764000.0,4713000.0,3420000.0,1958000.0,4559000.0,4771000.0,3790000.0,2801000.0,,0.0,58628000.0,338000.0,8514000.0,0.0,,-5367000.0,-3651000.0,26542000.0,138559000.0,11766000.0,-31046000.0,6048000.0,,354000.0,121484374.0,-330000.0,119000.0,66665000.0,15807000.0,-98139.534884,2532000.0,0.297393,3209000.0,-1593000.0,217933000.0,117656000.0,86978000.0,66333000.0,178580000.0,151600000.0,104826000.0,61202000.0,12942000.0,1148000.0,191852000.0,2134000.0,-330000.0,-330000.0,,11325000.0,22709000.0,330000.0
2020-12-31,12M,EUR,53509000.0,39353000.0,30718000.0,-6147000.0,6050000.0,6050000.0,20000.0,121484374.0,-0.063064,22650000.0,4431000.0,-11921000.0,5099000.0,11250000.0,21914000.0,21914000.0,21897000.0,21914000.0,3108000.0,-2235000.0,-829000.0,3291000.0,3291000.0,2244000.0,2471000.0,3108000.0,11250000.0,56787000.0,1389000.0,112056000.0,112789000.0,2228000.0,23108000.0,25336000.0,86935000.0,6143000.0,12193000.0,12193000.0,6143000.0,458000.0,121484374.0,-0.063064,-7662000.0,-8839000.0,3354000.0,-3844000.0,21914000.0,176702999.0,,8414000.0,10422000.0,-5616000.0,,-36000.0,30094000.0,50460000.0,45500000.0,18187000.0,30399000.0,,2552000.0,2552000.0,15000.0,15000.0,-2456000.0,91000.0,-7778000.0,42009000.0,148076000.0,-11611000.0,20000.0,22509000.0,97000.0,0.0,20356000.0,555000.0,2871000.0,68181000.0,71052000.0,20356000.0,-600000.0,22606000.0,2897000.0,5069000.0,92024999.0,-473000.0,188000.0,0.0,69375000.0,-7662000.0,-7662000.0,-7850000.0,-7662000.0,-7662000.0,-11391000.0,-7850000.0,-5712000.0,-3012000.0,11413000.0,20356000.0,-3012000.0,-600000.0,18187000.0,-5899000.0,-8943000.0,6327000.0,12201000.0,297000.0,1556000.0,204000.0,3612000.0,-7484201.738214,6305000.0,35682000.0,-5283000.0,142455000.0,121484374.0,247000.0,20366000.0,5839000.0,2850000.0,1404000.0,4430000.0,6743000.0,5775000.0,,,0.0,60616000.0,412000.0,-11391000.0,0.0,,-5712000.0,-6209000.0,28500000.0,112056000.0,12193000.0,-600000.0,-7662000.0,0.0,310000.0,121484374.0,-258000.0,177000.0,56787000.0,6327000.0,-80201.738214,-3541000.0,0.310859,3326000.0,-750000.0,219917000.0,124968000.0,96388000.0,56314000.0,147738000.0,163603000.0,107128000.0,76668000.0,-5541000.0,475000.0,142455000.0,2677000.0,-258000.0,-258000.0,,10865000.0,25854000.0,258000.0
2021-12-31,12M,EUR,82886000.0,66048000.0,28946000.0,-8372000.0,8180000.0,8180000.0,105000.0,121484375.0,-0.008427,21914000.0,10878000.0,-8614000.0,12821000.0,11250000.0,28039000.0,28039000.0,,28039000.0,7988000.0,-5120000.0,589000.0,,2222000.0,-1334000.0,-3643000.0,7988000.0,11250000.0,54845000.0,857000.0,193347000.0,193079000.0,2624000.0,103408000.0,106032000.0,242891000.0,7437000.0,15617000.0,15617000.0,7437000.0,99000.0,121484375.0,-0.008427,-1020000.0,4742000.0,20359000.0,-1863000.0,28039000.0,202176499.0,0.0,5555000.0,21904000.0,-1649000.0,-8581000.0,305000.0,73256000.0,105021000.0,74420000.0,26968000.0,48647000.0,0.0,3032000.0,3032000.0,23000.0,23000.0,-2035000.0,195000.0,-10788000.0,68896000.0,168427000.0,-4532000.0,105000.0,2028000.0,2028000.0,,6936000.0,1575000.0,10197000.0,10174000.0,20371000.0,6936000.0,-4274000.0,2028000.0,4535000.0,6326000.0,93262499.0,5738000.0,-1522000.0,3575000.0,85543000.0,-1020000.0,-1020000.0,502000.0,-1020000.0,-1020000.0,1710000.0,502000.0,-5426000.0,-4127000.0,9028000.0,2662000.0,-4127000.0,,26968000.0,-2681000.0,6366000.0,-50176000.0,12694000.0,1452000.0,3977000.0,177000.0,22226000.0,398920.0,6965000.0,49782000.0,-1135000.0,241994000.0,121484374.0,9353000.0,31765000.0,4489000.0,276000.0,1855000.0,38843000.0,7332000.0,20199000.0,,,0.0,125487000.0,2728000.0,1710000.0,0.0,,-5426000.0,-3188000.0,42001000.0,193347000.0,15617000.0,-4274000.0,-1020000.0,3575000.0,507000.0,121484374.0,-1867000.0,-296000.0,54845000.0,-50176000.0,-448080.0,1208000.0,0.24,7169000.0,-1200000.0,343228000.0,65019000.0,126403000.0,60583000.0,243129000.0,282645000.0,150149000.0,39754000.0,-3002000.0,1118000.0,241994000.0,3758000.0,-1867000.0,-1867000.0,1082000.0,15779000.0,-49812000.0,1867000.0
2022-12-31,12M,EUR,98033000.0,73559000.0,67119000.0,-9753000.0,9363000.0,9363000.0,847000.0,225000000.0,-0.0635,28039000.0,12741000.0,-8458000.0,14510000.0,22500000.0,62968000.0,63380000.0,,62968000.0,34651000.0,-9725000.0,-10000.0,,19349000.0,-9460000.0,154000.0,34651000.0,22500000.0,99917000.0,575000.0,243759000.0,251196000.0,3196000.0,103629000.0,106825000.0,245000000.0,7714000.0,17077000.0,17077000.0,7714000.0,0.0,225000000.0,-0.0635,-14281000.0,-8725000.0,8352000.0,278000.0,62968000.0,191884585.0,103000.0,68279000.0,20902000.0,-3066000.0,274000.0,-121000.0,80132000.0,108536000.0,83312000.0,27633000.0,62538000.0,412000.0,5157000.0,5157000.0,25000.0,25000.0,-5210000.0,1050000.0,-11558000.0,76680000.0,211715000.0,-39020000.0,847000.0,2496000.0,2496000.0,,,14015000.0,11314000.0,8169000.0,19483000.0,,,2496000.0,5484000.0,5819000.0,121154585.0,5967000.0,-14000.0,-30683000.0,48830000.0,-14281000.0,-14281000.0,-14267000.0,-14281000.0,-14281000.0,-13882000.0,-14267000.0,-5971000.0,-6501000.0,13597000.0,15008000.0,-6501000.0,58554000.0,27633000.0,-2366000.0,-1411000.0,-8619000.0,14109000.0,2910000.0,3413000.0,220000.0,10445000.0,-12690320.0,5392000.0,66753000.0,-4215000.0,306297000.0,225000000.0,32489000.0,28404000.0,8171000.0,1710000.0,3707000.0,10788000.0,13618000.0,37577000.0,412000.0,185000.0,0.0,101730000.0,2559000.0,-13882000.0,0.0,-30683000.0,-5971000.0,-2487000.0,49469000.0,243759000.0,17077000.0,,-14281000.0,,121000.0,225000000.0,-2093000.0,0.0,99917000.0,-8619000.0,-502320.0,385000.0,0.24,9106000.0,-2590000.0,406630000.0,108086000.0,126308000.0,105884000.0,310512000.0,300746000.0,155434000.0,55746000.0,-6033000.0,1369000.0,306297000.0,3697000.0,-2093000.0,-2093000.0,751000.0,17867000.0,6196000.0,1908000.0
