symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,NetBusinessPurchaseAndSale,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
LNDR.MI,2020-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,-4017000.0,,,,,,,-4355000.0,338000.0,,
LNDR.MI,2022-12-31,3M,EUR,2078000.0,59268000.0,-2077000.0,4037000.0,13361000.0,7276000.0,-11057000.0,9566000.0,4037000.0,1934000.0,4012000.0,-337000.0,62968000.0,-5586000.0,9623000.0,0.0,-2008000.0,1025000.0,-2077000.0,0.0,-4166000.0,-5009000.0,-1440000.0,-4452000.0,-1699000.0,-637000.0,-2753000.0,11700000.0,,4803000.0,,-1440000.0,-637000.0,0.0,0.0,-1212000.0
LNDR.MI,2023-03-31,3M,EUR,2305000.0,62968000.0,-2004000.0,-11292000.0,-292000.0,-15422000.0,5233000.0,-10775000.0,-11292000.0,1888000.0,4193000.0,428000.0,52104000.0,4436000.0,-15819000.0,-91000.0,-916000.0,43000.0,-1913000.0,0.0,-9905000.0,-10057000.0,-1226000.0,5323000.0,4176000.0,-687000.0,1147000.0,-13815000.0,,3497000.0,0.0,-1226000.0,-778000.0,91000.0,0.0,-41000.0
LNDR.MI,2023-06-30,3M,EUR,2391000.0,52104000.0,-2386000.0,-1955000.0,1378000.0,2964000.0,2108000.0,7647000.0,-1955000.0,1927000.0,4318000.0,-115000.0,25034000.0,-6804000.0,4673000.0,-247000.0,-2604000.0,50000.0,-2210000.0,0.0,-11050000.0,-5561000.0,-1401000.0,-5793000.0,-4428000.0,-809000.0,-1365000.0,7059000.0,,3291000.0,,-1401000.0,-985000.0,176000.0,0.0,-379000.0
LNDR.MI,2023-09-30,3M,EUR,2336000.0,25034000.0,,-7944000.0,988000.0,-2406000.0,-3954000.0,-4818000.0,-7944000.0,1924000.0,4260000.0,-643000.0,21198000.0,1565000.0,-6692000.0,-22000.0,-1266000.0,139000.0,-2300000.0,0.0,-6773000.0,-7378000.0,-1246000.0,2524000.0,-541000.0,1785000.0,3065000.0,-7209000.0,4751000.0,2276000.0,,-1246000.0,,22000.0,,-443000.0
LNDR.MI,2023-09-30,TTM,EUR,9110000.0,59268000.0,-7800000.0,-17154000.0,15435000.0,-7588000.0,-7670000.0,1620000.0,-17154000.0,7673000.0,16783000.0,-667000.0,42114000.0,-6389000.0,-10065000.0,-360000.0,-6794000.0,1257000.0,-8500000.0,0.0,-31894000.0,-28005000.0,-5313000.0,-2398000.0,-2492000.0,-2198000.0,94000.0,-2265000.0,,13867000.0,,-5313000.0,,289000.0,,-2075000.0
