asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RestrictedCash,RetainedEarnings,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,98033000.0,73559000.0,67119000.0,-9753000.0,2078000.0,847000.0,,,59268000.0,12741000.0,-2077000.0,14510000.0,22500000.0,62968000.0,63380000.0,,62968000.0,4037000.0,13361000.0,7276000.0,-11057000.0,9566000.0,4037000.0,22500000.0,99917000.0,575000.0,69458000.0,251196000.0,3196000.0,103629000.0,106825000.0,245000000.0,1934000.0,4012000.0,4012000.0,-5351000.0,0.0,,,-4166000.0,-5336000.0,-1324000.0,-337000.0,62968000.0,191884585.0,103000.0,-5586000.0,20902000.0,9623000.0,0.0,80132000.0,108536000.0,83312000.0,27633000.0,19906000.0,412000.0,-327000.0,-327000.0,-963000.0,-963000.0,-2008000.0,1025000.0,-11558000.0,76680000.0,211715000.0,-2077000.0,847000.0,2496000.0,2496000.0,,14015000.0,11314000.0,8169000.0,19483000.0,2496000.0,5484000.0,5819000.0,121154585.0,5967000.0,209000.0,0.0,48830000.0,-4166000.0,-4166000.0,-4375000.0,-4166000.0,-4166000.0,-5009000.0,-4375000.0,-1440000.0,-2005000.0,-4452000.0,-1699000.0,-2005000.0,27633000.0,-637000.0,-2753000.0,-8619000.0,14109000.0,2910000.0,3413000.0,220000.0,-2425000.0,-5127644.040727,11700000.0,21320000.0,-1414000.0,89364000.0,225000000.0,,32489000.0,28404000.0,4803000.0,1710000.0,10788000.0,13618000.0,37577000.0,412000.0,0.0,101730000.0,2559000.0,-5009000.0,0.0,,-1440000.0,-637000.0,49469000.0,69458000.0,4012000.0,,-14281000.0,0.0,225000000.0,1101000.0,0.0,99917000.0,-8619000.0,139355.959273,-634000.0,0.126572,9106000.0,-1212000.0,406630000.0,108086000.0,126308000.0,105884000.0,90778000.0,300746000.0,155434000.0,55746000.0,-38000.0,89364000.0,3697000.0,1101000.0,1101000.0,751000.0,17867000.0,6196000.0,-1286000.0
2023-03-31,3M,EUR,93396000.0,66635000.0,52837000.0,,2305000.0,1054000.0,225000000.0,-0.044,62968000.0,,-2004000.0,13710000.0,22500000.0,52104000.0,52104000.0,,,-11292000.0,-292000.0,-15422000.0,5233000.0,-10775000.0,-11292000.0,22500000.0,90133000.0,,59918000.0,235201000.0,3157000.0,32237000.0,35394000.0,160661000.0,1888000.0,4193000.0,4193000.0,4193000.0,130000.0,225000000.0,-0.044,-9905000.0,-7474000.0,-3281000.0,428000.0,52104000.0,219632000.0,60000.0,4436000.0,,-15819000.0,-91000.0,80132000.0,107240000.0,,26443000.0,11451000.0,289000.0,2583000.0,2583000.0,175000.0,175000.0,-916000.0,43000.0,,82102000.0,207335000.0,-1913000.0,1054000.0,2259000.0,,0.0,13627000.0,10553000.0,84965000.0,95518000.0,2259000.0,5253000.0,,128700000.0,6004000.0,34000.0,0.0,65098000.0,-9905000.0,-9905000.0,-9939000.0,-9905000.0,-9905000.0,-10057000.0,-9939000.0,-1226000.0,-2408000.0,5323000.0,4176000.0,-2408000.0,26443000.0,-687000.0,1147000.0,-17107000.0,14287000.0,2851000.0,3358000.0,,-2104000.0,-8741809.883663,-13815000.0,16558000.0,-5107000.0,71369000.0,225000000.0,,25443000.0,27108000.0,3497000.0,1720000.0,,12816000.0,34071000.0,,0.0,95849000.0,,-10057000.0,0.0,0.0,-1226000.0,-778000.0,,59918000.0,4193000.0,,-9905000.0,91000.0,225000000.0,-1177000.0,0.0,90133000.0,-17107000.0,-13809.883663,-118000.0,0.011733,,-41000.0,388264000.0,175098000.0,130912000.0,96137000.0,76476000.0,292127000.0,153063000.0,131466000.0,-6284000.0,71369000.0,2453000.0,-1177000.0,-1177000.0,,,74540000.0,1177000.0
2023-06-30,3M,EUR,94554000.0,65093000.0,52838000.0,-10385000.0,2391000.0,25000.0,,,52104000.0,12354000.0,-2386000.0,14239000.0,22500000.0,25034000.0,25034000.0,24626000.0,408000.0,-1955000.0,1378000.0,2964000.0,2108000.0,7647000.0,-1955000.0,22500000.0,80646000.0,459000.0,62873000.0,228602000.0,3140000.0,102051000.0,105191000.0,232760000.0,1927000.0,4318000.0,4318000.0,-378000.0,0.0,,,-11050000.0,-2745000.0,1573000.0,-115000.0,25034000.0,201883000.0,372000.0,-6804000.0,20364000.0,4673000.0,-247000.0,80132000.0,106290000.0,75478000.0,26716000.0,18238000.0,25000000.0,2816000.0,2816000.0,272000.0,272000.0,-2604000.0,50000.0,-12167000.0,81056000.0,193993000.0,-2210000.0,25000.0,2487000.0,600000.0,,2131000.0,11099000.0,11296000.0,22395000.0,3087000.0,6607000.0,5718000.0,123075000.0,6537000.0,-55000.0,0.0,88313000.0,-11050000.0,-11050000.0,-10995000.0,-11050000.0,-11050000.0,-5561000.0,-10995000.0,-1401000.0,-2544000.0,-5793000.0,-4428000.0,-2544000.0,26716000.0,-809000.0,-1365000.0,-25644000.0,9219000.0,2931000.0,3095000.0,402000.0,5622000.0,-7972760.0,7059000.0,16728000.0,1510000.0,81111000.0,225000000.0,,11960000.0,26158000.0,3291000.0,,11356000.0,6054000.0,23909000.0,,0.0,108296000.0,,-5561000.0,0.0,,-1401000.0,-985000.0,53714000.0,62873000.0,4318000.0,161000.0,-20955000.0,176000.0,225000000.0,-4049000.0,0.0,80646000.0,-25644000.0,-971760.0,5434000.0,0.24,8349000.0,-379000.0,376423000.0,91942000.0,127586000.0,87183000.0,79601000.0,289240000.0,147821000.0,56480000.0,-2539000.0,81111000.0,2386000.0,-4049000.0,-4049000.0,,19145000.0,-4158000.0,4049000.0
2023-09-30,3M,EUR,94201000.0,69219000.0,52838000.0,,2336000.0,1183000.0,,,25034000.0,,,13419000.0,22500000.0,21198000.0,41451000.0,,,-7944000.0,988000.0,-2406000.0,-3954000.0,-4818000.0,-7944000.0,22500000.0,72781000.0,,57082000.0,223389000.0,2872000.0,38060000.0,40932000.0,167882000.0,1924000.0,4260000.0,4260000.0,8956000.0,,,,-6773000.0,-4436000.0,-176000.0,-643000.0,21198000.0,210777000.0,422000.0,1565000.0,,-6692000.0,-22000.0,80132000.0,105238000.0,,25868000.0,12872000.0,,2942000.0,2942000.0,444000.0,444000.0,-1266000.0,139000.0,,81770000.0,188605000.0,-2300000.0,1183000.0,2635000.0,,,13396000.0,10547000.0,77764000.0,88311000.0,2635000.0,7080000.0,,108225000.0,5820000.0,904000.0,0.0,94626000.0,-6773000.0,-6773000.0,-7677000.0,-6773000.0,-6773000.0,-7378000.0,-7677000.0,-1246000.0,-2498000.0,2524000.0,-541000.0,-2498000.0,25868000.0,1785000.0,3065000.0,-32457000.0,8518000.0,2766000.0,3175000.0,,908000.0,-5949160.0,-7209000.0,16858000.0,-3986000.0,69954000.0,225000000.0,4751000.0,24411000.0,25106000.0,2276000.0,1140000.0,,12472000.0,30949000.0,20253000.0,0.0,96678000.0,,-7378000.0,0.0,,-1246000.0,,,57082000.0,4260000.0,,-27728000.0,22000.0,225000000.0,-1084000.0,,72781000.0,-32457000.0,-260160.0,299000.0,0.24,,-443000.0,368393000.0,150545000.0,129243000.0,78601000.0,73940000.0,289792000.0,145004000.0,121910000.0,-5070000.0,69954000.0,2477000.0,-1084000.0,-1084000.0,,,55507000.0,1084000.0
