asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InvestedCapital,InvestingCashFlow,IssuanceOfCapitalStock,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,-17760000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,262000.0,,27000.0,1715000.0,,,,,,,,,,,,,,,,,,42119000.0,,,,,,,,,,,1077000.0,,,95000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000.0,,21000.0,35000.0,,,,,,,,,,,,-95000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000.0
2020-12-31,12M,EUR,8849000.0,31967000.0,-5788000.0,33528000.0,-8072000.0,9458000.0,,,38163689.0,0.11,7999000.0,1884000.0,-18703000.0,960000.0,19957000.0,9905000.0,9905000.0,9900000.0,5000.0,1906000.0,,36000.0,55000.0,3617000.0,-6237000.0,-2529000.0,1906000.0,19957000.0,68640000.0,4222000.0,-2115000.0,43561000.0,542000.0,4797000.0,5339000.0,,23678000.0,100000.0,43000.0,10487000.0,10487000.0,10091000.0,633000.0,38163689.0,0.11,4368000.0,6161000.0,16648000.0,9905000.0,58875512.0,8427000.0,-6616000.0,,,402000.0,44786000.0,38227000.0,7005000.0,27454000.0,,194000.0,194000.0,9000.0,9000.0,81810000.0,-18608000.0,4222000.0,418000.0,8373000.0,8791000.0,0.0,2429000.0,53084512.0,700000.0,442000.0,4222000.0,3265000.0,,4368000.0,4368000.0,3926000.0,,4368000.0,4368000.0,3926000.0,3926000.0,-18471000.0,-673000.0,95000.0,4755000.0,4755000.0,-673000.0,-550000.0,1217000.0,-232000.0,23854000.0,13042000.0,186000.0,653000.0,,16989000.0,4592361.655773,12087000.0,19048000.0,8406000.0,25339000.0,39913167.0,226000.0,,44786000.0,,41000.0,-1000.0,3333000.0,1150000.0,2692000.0,-1104000.0,,0.0,13551000.0,5967000.0,0.0,160000.0,,,-2115000.0,10487000.0,50000.0,50000.0,85000.0,4524000.0,,402000.0,804000.0,39913167.0,-85000.0,68640000.0,23854000.0,-116638.344227,2041000.0,0.342048,2567000.0,102647000.0,77013000.0,14130000.0,69340000.0,16933000.0,33307000.0,59086000.0,9629000.0,8321000.0,488000.0,25339000.0,3552000.0,-341000.0,-341000.0,,,19883000.0,396000.0
2021-12-31,12M,EUR,4228000.0,23611000.0,-6454000.0,36918000.0,,16770000.0,,,42523613.0,0.13,9905000.0,2253000.0,-32358000.0,749000.0,22567000.0,6088000.0,6088000.0,6075000.0,13000.0,-3817000.0,,-405000.0,0.0,-8824000.0,7910000.0,-1319000.0,-3817000.0,22567000.0,80540000.0,5851000.0,-2111000.0,33192000.0,618000.0,7037000.0,7655000.0,,17177000.0,,0.0,17636000.0,17636000.0,17310000.0,540000.0,42523613.0,0.13,5483000.0,7983000.0,25619000.0,6088000.0,68580071.0,6947000.0,-10764000.0,,,342000.0,59824000.0,,7681000.0,33341000.0,0.0,276000.0,276000.0,0.0,0.0,95156000.0,-32358000.0,5851000.0,131000.0,7579000.0,7710000.0,,2429000.0,62646071.0,536000.0,52000.0,5851000.0,8528000.0,,5483000.0,5483000.0,5431000.0,,5483000.0,5483000.0,5431000.0,5431000.0,-31682000.0,-361000.0,0.0,1236000.0,1236000.0,-361000.0,-140000.0,1227000.0,-676000.0,20716000.0,11819000.0,79000.0,599000.0,,25715000.0,5550649.669132,21594000.0,26517000.0,6824000.0,31230000.0,45134057.0,93000.0,,59824000.0,,579000.0,,3186000.0,1024000.0,2999000.0,2541000.0,,0.0,8020000.0,7707000.0,0.0,-154000.0,,,-2111000.0,17636000.0,12000.0,12000.0,96000.0,9786000.0,,221000.0,563000.0,45134057.0,-96000.0,80540000.0,20716000.0,-28350.330868,2276000.0,0.295316,859000.0,106641000.0,88119000.0,15365000.0,81076000.0,24406000.0,25565000.0,73449000.0,8388000.0,6728000.0,85000.0,31230000.0,2768000.0,-96000.0,-96000.0,,,16015000.0,
2022-12-31,12M,EUR,6539000.0,10602000.0,-7046000.0,37365000.0,,21205000.0,94817000.0,0.0,48780250.0,-1.42,6088000.0,2643000.0,-57965000.0,643000.0,25870000.0,3088000.0,3088000.0,3086000.0,2000.0,-3000000.0,0.0,597000.0,,8321000.0,17043000.0,25961000.0,-3000000.0,25870000.0,14091000.0,2802000.0,-716000.0,14645000.0,643000.0,7123000.0,7766000.0,,18895000.0,46000.0,,592000.0,95409000.0,21797000.0,592000.0,48780250.0,-1.42,-69307000.0,-67408000.0,28001000.0,3088000.0,33261407.0,3512000.0,-6512000.0,,0.0,363000.0,22561000.0,,8092000.0,35751000.0,73612000.0,298000.0,298000.0,1000.0,1000.0,29571000.0,-57965000.0,2802000.0,0.0,8357000.0,8357000.0,,2429000.0,19613407.0,-112000.0,592000.0,2802000.0,12392000.0,0.0,-69307000.0,-69307000.0,-69899000.0,0.0,-69307000.0,-69307000.0,-69899000.0,-69899000.0,-57554000.0,-384000.0,0.0,757000.0,757000.0,-384000.0,-47000.0,1046000.0,-411000.0,-8470000.0,10203000.0,102000.0,410000.0,24000.0,101648000.0,-13335280.0,51453000.0,32203000.0,3548000.0,35035000.0,51617049.0,51000.0,-1000.0,22561000.0,,24000.0,,5657000.0,872000.0,3020000.0,-215000.0,,0.0,8603000.0,-67706000.0,0.0,-18000.0,,-411000.0,-716000.0,95409000.0,30000.0,30000.0,35000.0,-59814000.0,0.0,228000.0,591000.0,52426442.0,-73647000.0,14091000.0,-8470000.0,-17675280.0,2193000.0,0.24,1119000.0,48479000.0,22448000.0,16123000.0,13979000.0,31487000.0,34500000.0,33834000.0,15605000.0,-70099000.0,87000.0,35035000.0,1192000.0,-73647000.0,-73647000.0,6736000.0,809393.0,-4250000.0,
2023-12-31,12M,EUR,3255000.0,7735000.0,-7744000.0,0.0,,5023000.0,5023000.0,,56484000.0,0.015,3088000.0,2697000.0,-3313000.0,298000.0,21258000.0,1747000.0,3415000.0,1745000.0,2000.0,-1342000.0,0.0,-360000.0,,-9619000.0,8734000.0,-1245000.0,-1342000.0,21258000.0,18949000.0,3250000.0,-581000.0,7351000.0,298000.0,6306000.0,6604000.0,,11969000.0,,,392000.0,5415000.0,5415000.0,392000.0,56484000.0,0.015,842000.0,2726000.0,8141000.0,1746000.0,27642987.0,-1056000.0,-1264000.0,918000.0,1093000.0,450000.0,22371000.0,,8159000.0,8903000.0,0.0,141000.0,141000.0,9000.0,9000.0,29657000.0,-2335000.0,3250000.0,,4402000.0,4402000.0,,2434000.0,17742987.0,120000.0,223000.0,3250000.0,8961000.0,-3282000.0,842000.0,842000.0,1433000.0,-814000.0,842000.0,1656000.0,619000.0,619000.0,-3269000.0,3196000.0,695000.0,-5116000.0,-5116000.0,3196000.0,810000.0,415000.0,239000.0,-3422000.0,8225000.0,117000.0,367000.0,10000.0,8184000.0,1688680.0,2049000.0,9660000.0,-757000.0,8322000.0,59735298.0,51000.0,,22371000.0,-1436000.0,,,1958000.0,580000.0,3028000.0,-4425000.0,1668000.0,0.0,4718000.0,2585000.0,0.0,-33000.0,,-44000.0,-581000.0,5415000.0,25000.0,25000.0,43000.0,-2977000.0,283000.0,91000.0,541000.0,60541298.0,-43000.0,18949000.0,-3422000.0,-10320.0,1152000.0,0.24,575000.0,38746000.0,23351000.0,11006000.0,19069000.0,9079000.0,19677000.0,31395000.0,7708000.0,-800000.0,-3328000.0,8322000.0,883000.0,-43000.0,-43000.0,2822000.0,806000.0,-4618000.0,
