symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfInvestment,PurchaseOfPPE,SaleOfPPE
MTV.MI,2019-12-31,12M,EUR,,,,,,,0.0,,,,,,1715000.0,,,,,,,,,,,,,,,,,,,,,21000.0,,-95000.0,,
MTV.MI,2020-12-31,12M,EUR,,7999000.0,-18703000.0,1906000.0,,36000.0,55000.0,3617000.0,-6237000.0,-2529000.0,1906000.0,4222000.0,43000.0,10487000.0,10487000.0,9905000.0,8427000.0,-6616000.0,,,-18608000.0,4222000.0,4222000.0,,4368000.0,3926000.0,-18471000.0,95000.0,4755000.0,4755000.0,-550000.0,-232000.0,12087000.0,,160000.0,,,
MTV.MI,2021-12-31,12M,EUR,,9905000.0,-32358000.0,-3817000.0,,-405000.0,0.0,-8824000.0,7910000.0,-1319000.0,-3817000.0,5851000.0,0.0,17636000.0,17636000.0,6088000.0,6947000.0,-10764000.0,,,-32358000.0,5851000.0,5851000.0,,5483000.0,5431000.0,-31682000.0,0.0,1236000.0,1236000.0,-140000.0,-676000.0,21594000.0,,-154000.0,,,
MTV.MI,2022-12-31,12M,EUR,94817000.0,6088000.0,-57965000.0,-3000000.0,0.0,597000.0,,8321000.0,17043000.0,25961000.0,-3000000.0,2802000.0,,592000.0,95409000.0,3088000.0,3512000.0,-6512000.0,,0.0,-57965000.0,2802000.0,2802000.0,0.0,-69307000.0,-69899000.0,-57554000.0,0.0,757000.0,757000.0,-47000.0,-411000.0,51453000.0,,-18000.0,,-411000.0,0.0
MTV.MI,2023-12-31,12M,EUR,5023000.0,3088000.0,-3313000.0,-1342000.0,0.0,-360000.0,,-9619000.0,8734000.0,-1245000.0,-1342000.0,3250000.0,,392000.0,5415000.0,1746000.0,-1056000.0,-1264000.0,918000.0,1093000.0,-2335000.0,3250000.0,3250000.0,-3282000.0,842000.0,619000.0,-3269000.0,695000.0,-5116000.0,-5116000.0,810000.0,239000.0,2049000.0,-1436000.0,-33000.0,,-44000.0,283000.0
MTV.MI,2024-03-31,TTM,EUR,,3264000.0,-1727000.0,-1246000.0,,-428000.0,,-9513000.0,6907000.0,-3034000.0,-1246000.0,637000.0,,562000.0,5585000.0,2018000.0,-1952000.0,-227000.0,,,-794000.0,637000.0,494000.0,,1490000.0,1661000.0,-1679000.0,,-3189000.0,-3189000.0,743000.0,190000.0,1500000.0,,12000.0,,,
