symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InvestedCapital,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
MTV.MI,2019-12-31,12M,EUR,,,,,-17760000.0,,,,,,,,,,,,,,,262000.0,,27000.0,,42119000.0,,,1077000.0,,,95000.0,,,,,,,,,,,,72000.0,,35000.0,,,,,,,,,,,,,,,,,,,,,,,
MTV.MI,2020-12-31,12M,EUR,8849000.0,31967000.0,-5788000.0,33528000.0,-8072000.0,,1884000.0,960000.0,19957000.0,9905000.0,9905000.0,9900000.0,5000.0,19957000.0,68640000.0,43561000.0,542000.0,4797000.0,5339000.0,,23678000.0,100000.0,44786000.0,38227000.0,7005000.0,81810000.0,418000.0,8373000.0,8791000.0,0.0,2429000.0,700000.0,3265000.0,1217000.0,23854000.0,13042000.0,186000.0,653000.0,,39913167.0,226000.0,,44786000.0,41000.0,-1000.0,1150000.0,2692000.0,-1104000.0,,13551000.0,0.0,4524000.0,39913167.0,68640000.0,23854000.0,2567000.0,102647000.0,77013000.0,14130000.0,69340000.0,33307000.0,59086000.0,9629000.0,3552000.0,,,19883000.0
MTV.MI,2021-12-31,12M,EUR,4228000.0,23611000.0,-6454000.0,36918000.0,,,2253000.0,749000.0,22567000.0,6088000.0,6088000.0,6075000.0,13000.0,22567000.0,80540000.0,33192000.0,618000.0,7037000.0,7655000.0,,17177000.0,,59824000.0,,7681000.0,95156000.0,131000.0,7579000.0,7710000.0,,2429000.0,536000.0,8528000.0,1227000.0,20716000.0,11819000.0,79000.0,599000.0,,45134057.0,93000.0,,59824000.0,579000.0,,1024000.0,2999000.0,2541000.0,,8020000.0,0.0,9786000.0,45134057.0,80540000.0,20716000.0,859000.0,106641000.0,88119000.0,15365000.0,81076000.0,25565000.0,73449000.0,8388000.0,2768000.0,,,16015000.0
MTV.MI,2022-12-31,12M,EUR,6539000.0,10602000.0,-7046000.0,37365000.0,,0.0,2643000.0,643000.0,25870000.0,3088000.0,3088000.0,3086000.0,2000.0,25870000.0,14091000.0,14645000.0,643000.0,7123000.0,7766000.0,,18895000.0,46000.0,22561000.0,,8092000.0,29571000.0,0.0,8357000.0,8357000.0,,2429000.0,-112000.0,12392000.0,1046000.0,-8470000.0,10203000.0,102000.0,410000.0,24000.0,51617049.0,51000.0,-1000.0,22561000.0,24000.0,,872000.0,3020000.0,-215000.0,,8603000.0,0.0,-59814000.0,52426442.0,14091000.0,-8470000.0,1119000.0,48479000.0,22448000.0,16123000.0,13979000.0,34500000.0,33834000.0,15605000.0,1192000.0,6736000.0,809393.0,-4250000.0
MTV.MI,2023-12-31,12M,EUR,3255000.0,7735000.0,-7744000.0,0.0,,,2697000.0,298000.0,21258000.0,1747000.0,3415000.0,1745000.0,2000.0,21258000.0,18949000.0,7351000.0,298000.0,6306000.0,6604000.0,,11969000.0,,22371000.0,,8159000.0,29657000.0,,4402000.0,4402000.0,,2434000.0,120000.0,8961000.0,415000.0,-3422000.0,8225000.0,117000.0,367000.0,10000.0,59735298.0,51000.0,,22371000.0,,,580000.0,3028000.0,-4425000.0,1668000.0,4718000.0,0.0,-2977000.0,60541298.0,18949000.0,-3422000.0,575000.0,38746000.0,23351000.0,11006000.0,19069000.0,19677000.0,31395000.0,7708000.0,883000.0,2822000.0,806000.0,-4618000.0
