symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
MTV.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000.0
MTV.MI,2020-12-31,12M,EUR,9458000.0,38163689.0,0.11,-2115000.0,10091000.0,633000.0,38163689.0,0.11,4368000.0,6161000.0,16648000.0,402000.0,27454000.0,,194000.0,194000.0,9000.0,9000.0,442000.0,4368000.0,4368000.0,3926000.0,,4368000.0,4368000.0,3926000.0,-673000.0,-673000.0,16989000.0,4592361.655773,19048000.0,8406000.0,25339000.0,3333000.0,0.0,5967000.0,-2115000.0,10487000.0,50000.0,50000.0,85000.0,402000.0,804000.0,-85000.0,-116638.344227,2041000.0,0.342048,16933000.0,8321000.0,488000.0,25339000.0,-341000.0,-341000.0,396000.0
MTV.MI,2021-12-31,12M,EUR,16770000.0,42523613.0,0.13,-2111000.0,17310000.0,540000.0,42523613.0,0.13,5483000.0,7983000.0,25619000.0,342000.0,33341000.0,0.0,276000.0,276000.0,0.0,0.0,52000.0,5483000.0,5483000.0,5431000.0,,5483000.0,5483000.0,5431000.0,-361000.0,-361000.0,25715000.0,5550649.669132,26517000.0,6824000.0,31230000.0,3186000.0,0.0,7707000.0,-2111000.0,17636000.0,12000.0,12000.0,96000.0,221000.0,563000.0,-96000.0,-28350.330868,2276000.0,0.295316,24406000.0,6728000.0,85000.0,31230000.0,-96000.0,-96000.0,
MTV.MI,2022-12-31,12M,EUR,21205000.0,48780250.0,-1.42,-716000.0,21797000.0,592000.0,48780250.0,-1.42,-69307000.0,-67408000.0,28001000.0,363000.0,35751000.0,73612000.0,298000.0,298000.0,1000.0,1000.0,592000.0,-69307000.0,-69307000.0,-69899000.0,0.0,-69307000.0,-69307000.0,-69899000.0,-384000.0,-384000.0,101648000.0,-13335280.0,32203000.0,3548000.0,35035000.0,5657000.0,0.0,-67706000.0,-716000.0,95409000.0,30000.0,30000.0,35000.0,228000.0,591000.0,-73647000.0,-17675280.0,2193000.0,0.24,31487000.0,-70099000.0,87000.0,35035000.0,-73647000.0,-73647000.0,
MTV.MI,2023-09-30,TTM,EUR,,56850491.0,-1.54256,,,,56850491.0,-1.54256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTV.MI,2023-12-31,12M,EUR,5023000.0,56484000.0,0.015,-581000.0,5415000.0,392000.0,56484000.0,0.015,842000.0,2726000.0,8141000.0,450000.0,8903000.0,0.0,141000.0,141000.0,9000.0,9000.0,223000.0,842000.0,842000.0,1433000.0,-814000.0,842000.0,1656000.0,619000.0,3196000.0,3196000.0,8184000.0,1688680.0,9660000.0,-757000.0,8322000.0,1958000.0,0.0,2585000.0,-581000.0,5415000.0,25000.0,25000.0,43000.0,91000.0,541000.0,-43000.0,-10320.0,1152000.0,0.24,9079000.0,-800000.0,-3328000.0,8322000.0,-43000.0,-43000.0,
MTV.MI,2023-12-31,TTM,EUR,,59740698.0,0.014094,,,,59740698.0,0.014094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTV.MI,2024-03-31,TTM,EUR,5237000.0,63841770.0,0.025753,-264000.0,5585000.0,348000.0,63841770.0,0.025753,1490000.0,3722000.0,9307000.0,,8441000.0,,174000.0,174000.0,380000.0,380000.0,-171000.0,1490000.0,1490000.0,2475000.0,,1490000.0,2304000.0,1661000.0,3534000.0,3534000.0,9350000.0,2333995.772266,8573000.0,-132000.0,8177000.0,1193000.0,0.0,3548000.0,-264000.0,5585000.0,,,,,,,-13004.227734,1073000.0,0.302424,8309000.0,-175000.0,,8177000.0,-43000.0,-43000.0,
