symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,RepurchaseOfCapitalStock
MTV.MI,2022-12-31,3M,EUR,,-24067000.0,,97000.0,,,,,,,,,,,,,,,,,,,,,,,,-18000.0,
MTV.MI,2023-03-31,3M,EUR,3088000.0,-1783000.0,176000.0,0.0,-649000.0,346000.0,-303000.0,176000.0,3488000.0,,1168000.0,1168000.0,3264000.0,1425000.0,-1294000.0,-1738000.0,3488000.0,3488000.0,-215000.0,-326000.0,-1783000.0,-2125000.0,-2125000.0,62000.0,45000.0,489000.0,-47000.0,-47000.0,
MTV.MI,2023-06-30,3M,EUR,3264000.0,-617000.0,-1082000.0,-374000.0,-4861000.0,3671000.0,-1564000.0,-1006000.0,-281000.0,,1153000.0,1153000.0,2258000.0,1185000.0,-2228000.0,-580000.0,-281000.0,-281000.0,-977000.0,-1214000.0,-617000.0,949000.0,949000.0,517000.0,37000.0,-1611000.0,,,
MTV.MI,2023-09-30,3M,EUR,2258000.0,,-502000.0,,-4497000.0,5020000.0,900000.0,-578000.0,-417000.0,,1111000.0,1111000.0,1680000.0,-6765000.0,5951000.0,1690000.0,-417000.0,-417000.0,2596000.0,2652000.0,1454000.0,-3367000.0,-3367000.0,-2981000.0,236000.0,4497000.0,,-80000.0,
MTV.MI,2023-12-31,3M,EUR,1680000.0,-2367000.0,66000.0,,388000.0,-303000.0,-275000.0,66000.0,460000.0,,-3040000.0,1983000.0,1746000.0,3099000.0,-3693000.0,-1707000.0,460000.0,460000.0,-562000.0,-493000.0,-2323000.0,-573000.0,-573000.0,3212000.0,-79000.0,-1326000.0,,80000.0,
MTV.MI,2024-03-31,3M,EUR,1747000.0,-197000.0,272000.0,-68000.0,-543000.0,-1481000.0,-2092000.0,272000.0,875000.0,-143000.0,1338000.0,1338000.0,2019000.0,529000.0,-257000.0,-197000.0,875000.0,732000.0,433000.0,716000.0,-193000.0,-198000.0,-198000.0,-5000.0,-4000.0,-60000.0,,-2000.0,-143000.0
MTV.MI,2024-03-31,TTM,EUR,3264000.0,-1727000.0,-1246000.0,-428000.0,-9513000.0,6907000.0,-3034000.0,-1246000.0,637000.0,,562000.0,5585000.0,2018000.0,-1952000.0,-227000.0,-794000.0,637000.0,494000.0,1490000.0,1661000.0,-1679000.0,-3189000.0,-3189000.0,743000.0,190000.0,1500000.0,,12000.0,
