asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,DeferredTax,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EndCashPosition,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherIntangibleAssets,OtherNonCashItems,OtherOperatingExpenses,OtherProperties,OtherSpecialCharges,Payables,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,Receivables,RentAndLandingFees,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
2019-12-31,12M,EUR,,,,,,,,,,,-720000.0,,,,,,,,-720000.0,,,,,,,,,422155000.0,,,,,,,,,,,,,,,,,,4872000.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,-1000.0,,41000.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,4872000.0,,,,,,,,,
2020-12-31,12M,EUR,4012000.0,82000.0,510676000.0,677997856.0,0.013,60383000.0,13957000.0,-2179000.0,136994000.0,88663000.0,,217000.0,21308000.0,10816000.0,2638000.0,25003000.0,21308000.0,136994000.0,,176466000.0,4312000.0,135039000.0,677997856.0,0.013,8709000.0,0.0,81691000.0,38000.0,-2442000.0,23750000.0,-19136000.0,11042000.0,15019000.0,1037000.0,3224000.0,52967000.0,2260000.0,85000.0,1662000.0,15874000.0,-2179000.0,1330000.0,920749000.0,920749000.0,36215000.0,4548000.0,36000.0,138674602.0,19739000.0,411000.0,0.0,-2442000.0,8709000.0,8709000.0,9334000.0,-1036000.0,8709000.0,9745000.0,8298000.0,8298000.0,-1258000.0,14212000.0,,52967000.0,-921000.0,173242000.0,11540095.998827,25929000.0,45656000.0,62026000.0,654125483.0,,2187000.0,5000.0,4364000.0,2759000.0,,6465000.0,13646000.0,7447000.0,0.0,-1258000.0,-921000.0,3225000.0,900000.0,8709000.0,,,,0.0,410000.0,15429000.0,677997856.0,-2408000.0,176466000.0,173242000.0,-760904.001173,4312000.0,0.31599,608000.0,1846388000.0,4548000.0,196205000.0,1650183000.0,62026000.0,2453000.0,-2408000.0,-2408000.0,287052000.0,23872373.0,5787000.0
2021-12-31,12M,EUR,4213000.0,82000.0,452101000.0,677997856.0,0.018,81691000.0,13605000.0,-2334000.0,136994000.0,31534000.0,-25108000.0,197000.0,-56963000.0,-18680000.0,38602000.0,-78788000.0,-56963000.0,136994000.0,-25108000.0,163854000.0,4655000.0,131807000.0,677997856.0,0.018,11713000.0,0.0,24728000.0,0.0,-25728000.0,-28201000.0,26128000.0,8236000.0,16490000.0,909000.0,4472000.0,52054000.0,2334000.0,96000.0,2152000.0,19533000.0,-5368000.0,1290000.0,833637000.0,833637000.0,36215000.0,0.0,19000.0,140082573.0,0.0,88000.0,-3034000.0,-620000.0,11713000.0,11713000.0,8889000.0,2736000.0,11713000.0,8977000.0,11625000.0,11625000.0,-2270000.0,17381000.0,0.0,52054000.0,-64000.0,159382000.0,10742904.9,-25867000.0,53604000.0,70803000.0,654591465.0,,3563000.0,38000.0,6416000.0,2215000.0,-43000.0,8897000.0,13544000.0,10475000.0,-3034000.0,-2270000.0,-64000.0,3061000.0,913000.0,11713000.0,0.0,0.0,0.0,0.0,896000.0,17386000.0,677997856.0,-2419000.0,163854000.0,159382000.0,-781095.1,4655000.0,0.3229,1324000.0,1666674000.0,0.0,163854000.0,1502820000.0,70803000.0,4684000.0,-2419000.0,-2419000.0,299898000.0,23406391.0,5634000.0
2022-12-31,12M,EUR,4173000.0,82000.0,415062000.0,677997856.0,0.017,24728000.0,13122000.0,-3394000.0,136994000.0,71108000.0,-9841000.0,208000.0,39087000.0,-39288000.0,-40106000.0,38780000.0,39087000.0,136994000.0,-9841000.0,160552000.0,4673000.0,26725000.0,677997856.0,0.017,11129000.0,0.0,63815000.0,,-9841000.0,48928000.0,-13311000.0,224000.0,17383000.0,909000.0,6913000.0,51130000.0,2299000.0,130000.0,2514000.0,43608000.0,-3394000.0,1300000.0,822086000.0,822086000.0,36215000.0,0.0,8000.0,129884009.0,0.0,0.0,0.0,0.0,11129000.0,11129000.0,11129000.0,0.0,11129000.0,11129000.0,11129000.0,11129000.0,-3297000.0,41094000.0,0.0,51130000.0,-97000.0,153639000.0,12726302.366789,52322000.0,54972000.0,73044000.0,656773057.0,,6004000.0,,5987000.0,1785000.0,-31000.0,9273000.0,15802000.0,11051000.0,0.0,-3297000.0,-97000.0,3314000.0,913000.0,11129000.0,0.0,0.0,0.0,0.0,702000.0,18085000.0,677997856.0,-2268000.0,160552000.0,153639000.0,-670697.633211,4673000.0,0.295722,49221000.0,1887540000.0,0.0,160552000.0,1726988000.0,73044000.0,5100000.0,-2268000.0,-2268000.0,282477000.0,21224799.0,5108000.0
2023-12-31,12M,EUR,3861000.0,82000.0,474158000.0,677997856.0,0.018,63815000.0,12885000.0,-3071000.0,136994000.0,116486000.0,-9226000.0,90000.0,43936000.0,-17773000.0,17603000.0,-7077000.0,43936000.0,136994000.0,-9226000.0,165931000.0,4733000.0,47336000.0,677997856.0,0.001,12123000.0,0.0,107751000.0,,-9226000.0,51862000.0,31270000.0,6589000.0,19348000.0,909000.0,8745000.0,51022000.0,2315000.0,133000.0,40017000.0,68923000.0,-1771000.0,0.0,840223000.0,840223000.0,36215000.0,,10000.0,133779548.0,0.0,0.0,0.0,0.0,12123000.0,12123000.0,11529000.0,594000.0,12123000.0,11529000.0,12123000.0,12123000.0,-2715000.0,28906000.0,,51022000.0,944000.0,157186000.0,13691307.834215,54933000.0,60097000.0,79414000.0,659708076.0,,7836000.0,132000.0,7151000.0,1912000.0,735000.0,11862000.0,16262000.0,13752000.0,0.0,-2715000.0,-356000.0,4383000.0,949000.0,12123000.0,0.0,0.0,,1300000.0,469000.0,19817000.0,677997856.0,-3050000.0,165931000.0,157186000.0,-887692.165785,4733000.0,0.291047,65675000.0,2139101000.0,,165931000.0,1973170000.0,79414000.0,8001000.0,-3050000.0,-3050000.0,294597000.0,18289780.0,4402000.0
