symbol,asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InterestExpense,InterestIncome,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetPPE,NetTangibleAssets,NormalizedIncome,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,Payables,PretaxIncome,Receivables,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
PRO.MI,2022-12-31,3M,EUR,4173000.0,,,,,13122000.0,,,,,,,,,,,,,,51130000.0,,,,1300000.0,,,36215000.0,0.0,8000.0,,,,,,,0.0,,,,,,,,,,,,,,1785000.0,,,3314000.0,,,,,,,,,,,,0.0,,,,,,,,21224799.0,
PRO.MI,2023-03-31,3M,EUR,,82000.0,219028000.0,656773057.0,0.009478,,136994000.0,80743000.0,73338000.0,136994000.0,167709000.0,28193000.0,656773057.0,0.009478,6225000.0,1846000.0,7113000.0,909000.0,7172000.0,,518000.0,4675000.0,15513000.0,,665331000.0,665331000.0,,,,137922341.0,0.0,0.0,6225000.0,6225000.0,6225000.0,,6225000.0,6225000.0,6225000.0,10838000.0,52770000.0,160537000.0,6567927.789004,14570000.0,24500000.0,656773057.0,6263000.0,80000.0,,,2367000.0,9403000.0,,6225000.0,7113000.0,656773057.0,-518000.0,167709000.0,160537000.0,-175072.210996,3178000.0,0.337977,1600000.0,1967550000.0,,167709000.0,1799841000.0,24500000.0,2367000.0,-518000.0,-518000.0,432002000.0,,5108000.0
PRO.MI,2023-06-30,3M,EUR,4029000.0,82000.0,235129000.0,,,,136994000.0,91072000.0,83467000.0,136994000.0,162051000.0,25704000.0,,,3405000.0,1463000.0,2613000.0,909000.0,7717000.0,,586000.0,10117000.0,19324000.0,,669323000.0,669323000.0,,,,137733623.0,0.0,0.0,3405000.0,3405000.0,2811000.0,,3405000.0,2811000.0,3405000.0,9207000.0,51275000.0,154334000.0,3306859.723058,13031000.0,18213000.0,659012554.0,6808000.0,2719000.0,460000.0,,11753000.0,3322000.0,,9630000.0,2805000.0,677997856.0,-586000.0,162051000.0,154334000.0,-90140.276942,511000.0,0.153823,1430000.0,1994333000.0,,162051000.0,1832282000.0,18213000.0,7264000.0,-586000.0,-586000.0,417945000.0,18985302.0,4569000.0
PRO.MI,2023-09-30,3M,EUR,,82000.0,244616000.0,,,,136994000.0,103869000.0,96265000.0,136994000.0,160700000.0,110011000.0,,,1011000.0,1671000.0,9421000.0,909000.0,8032000.0,,605000.0,10785000.0,16004000.0,,849884000.0,849884000.0,,,,136415598.0,0.0,0.0,1011000.0,1011000.0,1011000.0,0.0,1011000.0,1011000.0,1011000.0,5219000.0,51024000.0,152668000.0,1416875.912409,14002000.0,14829000.0,659012554.0,7123000.0,-2695000.0,,,974000.0,1507000.0,,10641000.0,9229000.0,677997856.0,-605000.0,160700000.0,152668000.0,-199124.087591,496000.0,0.329131,1452000.0,2069872000.0,,160700000.0,1909172000.0,14829000.0,974000.0,-605000.0,-605000.0,330870000.0,18985302.0,4569000.0
PRO.MI,2023-12-31,3M,EUR,3861000.0,82000.0,474158000.0,,,12885000.0,136994000.0,116486000.0,90000.0,136994000.0,165931000.0,47336000.0,,,1482000.0,1609000.0,201000.0,909000.0,8745000.0,51022000.0,606000.0,14440000.0,18082000.0,0.0,840223000.0,840223000.0,36215000.0,,10000.0,133779548.0,0.0,0.0,1482000.0,1482000.0,1482000.0,0.0,1482000.0,1482000.0,1482000.0,3642000.0,51022000.0,157186000.0,2460996.059113,18494000.0,21872000.0,659708076.0,7836000.0,7047000.0,,1912000.0,11862000.0,2030000.0,4383000.0,12123000.0,670000.0,677997856.0,-1341000.0,165931000.0,157186000.0,-362003.940887,548000.0,0.269951,65675000.0,2139101000.0,,165931000.0,1973170000.0,21872000.0,8001000.0,-1341000.0,-1341000.0,294597000.0,18289780.0,4402000.0
PRO.MI,2024-03-31,3M,EUR,,82000.0,267065000.0,659708076.0,0.004231,,136994000.0,96094000.0,86344000.0,136994000.0,169084000.0,56407000.0,659708076.0,0.004231,2791000.0,2023000.0,7220000.0,909000.0,9491000.0,,744000.0,15154000.0,21055000.0,,749865000.0,749865000.0,,,,145135776.0,0.0,0.0,2791000.0,2791000.0,2791000.0,,2791000.0,2791000.0,2791000.0,5901000.0,51029000.0,159593000.0,3300640.0,14413000.0,19226000.0,659708076.0,8582000.0,-58000.0,,,1543000.0,4061000.0,,2791000.0,7220000.0,659708076.0,-744000.0,169084000.0,159593000.0,-234360.0,1270000.0,0.315,1752000.0,2407562000.0,,169084000.0,2238478000.0,19226000.0,1543000.0,-744000.0,-744000.0,470177000.0,,4402000.0
