symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFF,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepurchaseOfCapitalStock,TaxesRefundPaid
ISC.MI,2020-12-31,12M,EUR,0.0,-5585.0,0.0,66604.0,0.0,133896.0,-1380858.0,-1246962.0,66604.0,116700.0,0.0,415.0,614.0,614.0,66604.0,1416700.0,-1350096.0,0.0,,-8653.0,-5585.0,116700.0,1300000.0,1300000.0,116700.0,-99043.0,-98163.0,-4542.0,0.0,1300000.0,1300000.0,,,-1043.0,-1344511.0,,8653.0,0.0,-4542.0,0.0,-1043.0,0.0,-415.0
ISC.MI,2021-12-31,12M,EUR,66604.0,-1088176.0,2400.0,13315843.0,269727.0,122515.0,-804398.0,-409756.0,13315640.0,14540000.0,0.0,-81713.0,283543.0,283543.0,13382247.0,14820000.0,-1504360.0,0.0,,-27554.0,-1088176.0,14540000.0,200000.0,200000.0,14540000.0,-348145.0,-340336.0,-1086110.0,0.0,200000.0,200000.0,80000.0,,-2066.0,-416184.0,3.0,27554.0,104669.0,,,,0.0,-11553.0
ISC.MI,2022-12-31,12M,EUR,13382247.0,-25392.0,387500.0,-7743552.0,-79148.0,75355.0,-9046958.0,-8663251.0,-7743552.0,566.0,0.0,28231.0,851947.0,851947.0,5638695.0,-29678.0,-7713874.0,,-30244.0,-30244.0,-25392.0,566.0,0.0,0.0,566.0,-62367.0,-33386.0,-1484.0,0.0,0.0,0.0,,,-23908.0,-7688482.0,,30244.0,0.0,,,,0.0,-28311.0
ISC.MI,2023-12-31,12M,EUR,5638695.0,-266877.0,-112500.0,-3669181.0,-79148.0,771508.0,-1959424.0,-1379564.0,-3669181.0,0.0,0.0,10164.0,865087.0,865087.0,1969514.0,-28831.0,-3642350.0,,-28831.0,,-264877.0,0.0,,,0.0,-3404543.0,-3393091.0,-208045.0,0.0,,,,2000.0,-58832.0,-3375473.0,,28831.0,0.0,,,,0.0,-10164.0
ISC.MI,2023-12-31,TTM,EUR,5638695.0,-266877.0,-112500.0,-3669181.0,-79148.0,771508.0,-1959424.0,-1379564.0,-3669181.0,0.0,0.0,10164.0,865087.0,865087.0,1969514.0,-28831.0,-3642350.0,,-28831.0,,-264877.0,0.0,,,0.0,-3404543.0,-3393091.0,-208045.0,0.0,,,,2000.0,-58832.0,-3375473.0,-3669181.0,28831.0,0.0,,,,0.0,-10164.0
