symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfInvestmentProperties,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
PAG.MI,2021-12-31,12M,EUR,374000.0,679000.0,,,-50000.0,137000.0,3000.0,2383233.0,-0.027274,382000.0,-202000.0,710000.0,300000.0,300000.0,300000.0,0.0,-81000.0,-297000.0,-69000.0,210000.0,11000.0,-145000.0,-81000.0,710000.0,1882000.0,,,773000.0,2777000.0,32000.0,32000.0,,1632000.0,5000.0,222000.0,222000.0,222000.0,85000.0,2383233.0,-0.027274,-65000.0,0.0,-55000.0,167000.0,300000.0,,,79000.0,,-208000.0,-9000.0,,677000.0,729000.0,427000.0,766000.0,0.0,,,,,-5000.0,1605000.0,2103000.0,-154000.0,3000.0,,,189000.0,189000.0,-121000.0,,35000.0,8000.0,,,,,-65000.0,-65000.0,-65000.0,-65000.0,-65000.0,-65000.0,-65000.0,0.0,-5000.0,51000.0,-3000.0,-121000.0,-121000.0,-5000.0,200000.0,427000.0,-202000.0,0.0,1205000.0,145000.0,0.0,167000.0,-65000.0,-6000.0,821000.0,-55000.0,1539000.0,2383233.0,-1000.0,132000.0,677000.0,5000.0,1000.0,2000.0,80000.0,141000.0,42000.0,419000.0,73000.0,,,0.0,439000.0,,0.0,-60000.0,0.0,31000.0,,-3000.0,-202000.0,367000.0,773000.0,222000.0,20000.0,-121000.0,,,-65000.0,,0.0,0.0,51000.0,,2383233.0,0.0,1882000.0,1205000.0,0.0,5000.0,0.24,120000.0,0.0,3885000.0,2071000.0,221000.0,1882000.0,1594000.0,2003000.0,1108000.0,371000.0,,1539000.0,23000.0,0.0,0.0,,,1238000.0,1145000.0,
PAG.MI,2022-12-31,12M,EUR,1737594.0,308371.0,,0.0,-520000.0,136231.0,114000.0,2383233.0,-0.18696,300296.0,-370917.0,710000.0,521730.0,521730.0,522000.0,0.0,221434.0,202139.0,80309.0,-75042.0,7826.0,215232.0,221434.0,710000.0,1432006.0,0.0,0.0,1847757.0,2462522.0,63000.0,63000.0,226711.0,1737594.0,-201100.0,203164.0,203164.0,203164.0,66933.0,2383233.0,-0.18696,-445569.0,0.0,-642037.0,-438873.0,521730.0,,,202331.0,,-180897.0,-95000.0,,541021.0,627000.0,627000.0,581261.0,470000.0,4632.0,4632.0,3.0,3.0,-8955.0,1402526.0,1432006.0,-170917.0,114000.0,114037.0,0.0,350000.0,350000.0,-37164.0,114037.0,39128.0,6000.0,,0.0,0.0,,-445569.0,-445569.0,-445569.0,-445569.0,-445569.0,-445569.0,-445569.0,0.0,-4629.0,200000.0,0.0,-26569.0,-37164.0,-4629.0,228900.0,626501.0,-370917.0,10595.0,890985.0,188383.0,1753.0,79564.0,-88354.635846,190020.0,839943.0,-258682.0,2429018.0,2383233.0,1000.0,81000.0,541000.0,478955.0,-1000.0,2000.0,139405.0,13915.0,10000.0,286000.0,3184.0,,-104000.0,0.0,1737594.0,,84000.0,-646669.0,335000.0,48437.0,0.0,0.0,-370917.0,333000.0,1847757.0,203164.0,19401.0,-37164.0,0.0,48437.0,-465928.0,0.0,0.0,0.0,200000.0,,2383233.0,-518437.0,1432006.0,890985.0,-161222.635846,-201100.0,0.310978,327000.0,0.0,3745834.0,1432006.0,413000.0,1432006.0,2687700.0,2313828.0,1283312.0,576234.0,,2429018.0,14000.0,-518437.0,-518437.0,348723.0,,1070000.0,724928.0,470000.0
PAG.MI,2023-12-31,12M,EUR,277600.0,251473.0,-308473.0,1426026.0,-530728.0,209310.0,,2383333.0,0.083259,521730.0,-499895.0,846048.0,775034.0,1773312.0,,2371.0,253303.0,-218110.0,-725469.0,-21539.0,-201121.0,-1163868.0,253303.0,846048.0,3196615.0,1562073.0,0.0,2154026.0,4137773.0,45309.0,45309.0,144843.0,1276611.0,119576.0,255111.0,255111.0,255111.0,45801.0,2383333.0,0.083259,198435.0,0.0,328366.0,583477.0,775033.0,10663213.0,18.275293,2180574.0,211755.0,-928993.0,,40003.0,815785.0,782201.0,902729.0,854541.0,,10355.0,10355.0,1428.0,1428.0,-2814.0,1580136.0,4228648.0,-1498173.0,,114037.0,1562073.0,986724.0,986724.0,-248405.0,114037.0,15000.0,57009.0,10772213.0,0.0,1562073.0,256999.0,198435.0,198435.0,198435.0,198435.0,198435.0,198435.0,198435.0,0.0,-4302.0,0.0,-998278.0,-244636.0,-248405.0,-4302.0,863137.0,594256.0,-499895.0,3769.0,2380830.0,188655.0,1753.0,637117.0,231905.708246,-429098.0,675536.0,179005.0,3008567.0,2383333.0,,,815785.0,168373.0,,-1.0,195460.0,155247.0,813263.0,509076.0,44584.0,998278.0,,0.0,1191742.0,37189.0,40500.0,318011.0,336644.0,42912.0,0.0,-998278.0,-499895.0,438181.0,2154026.0,255111.0,20344.0,-248405.0,0.0,42912.0,-267493.0,0.0,0.0,0.0,0.0,40003.0,2383333.0,-53640.0,3196615.0,2380830.0,-20169.291754,119576.0,0.376012,302925.0,-4183.0,5663604.0,4183339.0,1032033.0,3196615.0,2829562.0,2466989.0,1525831.0,1190378.0,-4625.0,3008567.0,100879.0,-53640.0,-53640.0,,0.0,930200.0,2861162.0,10728.0
