symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EnterpriseValue,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
RCS.MI,2022-12-31,3M,EUR,,,-381400000.0,-33500000.0,5600000.0,0.0,4500000.0,,,190800000.0,,270000000.0,23500000.0,,270000000.0,,500000.0,130200000.0,,24400000.0,,,,23600000.0,,,,,,,,,,0.0,2900000.0,21900000.0,,231700000.0,,94600000.0,700000.0,900000.0,,,,,116600000.0,,,,27500000.0,,184400000.0,,2300000.0,,,,,,,,,,,,,,,,,81600000.0,,,,,,,88500000.0,351100000.0,4200000.0,1300000.0,,76500000.0,,51900000.0,,,,14260000.0,,0.0,25300000.0,130200000.0,,149100000.0,,-1100000.0,,,,,,10900000.0,,,,,,,,,32900000.0,,2600000.0,,,4479237.0,26600000.0,3700000.0,,400000.0
RCS.MI,2023-03-31,3M,EUR,228000000.0,176400000.0,,,5200000.0,,,517385720.0,-0.003479,,137800000.0,,,26200000.0,,388200000.0,,104300000.0,236700000.0,,24900000.0,24900000.0,264400000.0,,13200000.0,8000000.0,0.0,517385720.0,-0.003479,-1800000.0,-1400000.0,11800000.0,512300075.0,,,,371100000.0,,225300000.0,74800000.0,500000.0,0.0,33600000.0,55200000.0,6900000.0,120000000.0,,137800000.0,30300000.0,168100000.0,,50900000.0,,395800075.0,,0.0,55200000.0,-1800000.0,-1800000.0,-1800000.0,0.0,-1800000.0,-1800000.0,-1800000.0,-2900000.0,-2900000.0,225300000.0,17100000.0,,54700000.0,31400000.0,,13000000.0,-888000.0,76200000.0,-1400000.0,179100000.0,517385720.0,11500000.0,,,,100000.0,,225300000.0,,26200000.0,0.0,228000000.0,,-5900000.0,,,104300000.0,13200000.0,,521864957.0,-1200000.0,388200000.0,17100000.0,-288000.0,-4100000.0,0.24,,960000000.0,418500000.0,193000000.0,390500000.0,180500000.0,569500000.0,723300000.0,305100000.0,-2600000.0,179100000.0,,-1200000.0,-1200000.0,4479237.0,,,-27700000.0,1200000.0
RCS.MI,2023-06-30,3M,EUR,213500000.0,220500000.0,,,,0.0,,,,,135000000.0,270000000.0,14800000.0,16200000.0,270000000.0,389200000.0,,,343700000.0,22900000.0,40600000.0,63500000.0,398500000.0,22300000.0,12400000.0,17600000.0,0.0,,,32100000.0,46300000.0,58700000.0,543974189.0,,,,372500000.0,,221000000.0,,,,29700000.0,474800000.0,6800000.0,35800000.0,,112100000.0,45000000.0,157100000.0,,26700000.0,,377174189.0,2200000.0,0.0,70800000.0,32100000.0,32100000.0,32100000.0,0.0,32100000.0,32100000.0,32100000.0,-3000000.0,-3000000.0,221000000.0,16700000.0,81400000.0,54900000.0,31300000.0,,57500000.0,31240178.571429,-37500000.0,46300000.0,260100000.0,517385720.0,85700000.0,,,1300000.0,-112500000.0,,221000000.0,61900000.0,1400000.0,0.0,227000000.0,,44800000.0,,,,12400000.0,148400000.0,521864957.0,,389200000.0,16700000.0,340178.571429,12700000.0,0.283482,15400000.0,1061200000.0,434200000.0,220600000.0,391400000.0,213800000.0,669800000.0,717500000.0,271300000.0,47500000.0,260100000.0,13500000.0,1200000.0,1200000.0,4479237.0,,,-54800000.0,
RCS.MI,2023-09-30,3M,EUR,202100000.0,181700000.0,,,,,,,,,132300000.0,,,24200000.0,,386100000.0,,86200000.0,230000000.0,,39200000.0,39200000.0,264200000.0,,13600000.0,-2300000.0,0.0,,,-2500000.0,1600000.0,15200000.0,565535232.0,,,,376700000.0,,216600000.0,81400000.0,200000.0,,23900000.0,69600000.0,6800000.0,115500000.0,,132300000.0,30400000.0,162700000.0,,45900000.0,,361135232.0,,0.0,69600000.0,-2500000.0,-2500000.0,-2500000.0,0.0,-2500000.0,-2500000.0,-2500000.0,-3000000.0,-3000000.0,216600000.0,9400000.0,,54600000.0,29900000.0,,17700000.0,-600000.0,79800000.0,1600000.0,167600000.0,517385720.0,22900000.0,,,,7900000.0,,216600000.0,,24200000.0,0.0,202100000.0,,-4400000.0,,,86200000.0,13600000.0,,517385720.0,,386100000.0,9400000.0,-600000.0,-1900000.0,0.24,,945600000.0,416500000.0,201900000.0,388300000.0,166000000.0,557300000.0,715600000.0,293100000.0,-2100000.0,167600000.0,,-2500000.0,-2500000.0,,,,-34200000.0,
RCS.MI,2023-12-31,3M,EUR,168300000.0,196400000.0,-384700000.0,-33400000.0,6300000.0,0.0,4100000.0,,,179400000.0,128000000.0,270000000.0,18200000.0,18200000.0,270000000.0,414900000.0,1300000.0,131700000.0,293700000.0,21200000.0,2000000.0,23200000.0,346500000.0,17600000.0,14100000.0,7800000.0,0.0,,,29200000.0,37800000.0,51900000.0,561082818.0,0.0,3100000.0,20200000.0,376500000.0,229800000.0,597500000.0,89500000.0,0.0,1700000.0,19000000.0,416900000.0,6800000.0,4100000.0,116800000.0,106800000.0,,106800000.0,26800000.0,18800000.0,177600000.0,383382818.0,2400000.0,0.0,,29200000.0,29200000.0,29200000.0,0.0,29200000.0,29200000.0,29200000.0,-2700000.0,-2700000.0,212800000.0,38400000.0,,54600000.0,29300000.0,82000000.0,53700000.0,30655955.67867,52300000.0,37200000.0,221200000.0,517385720.0,,356300000.0,,1300000.0,13100000.0,82400000.0,122400000.0,41400000.0,,0.0,266700000.0,13800000.0,36100000.0,0.0,13600000.0,131700000.0,14100000.0,175100000.0,521864957.0,-600000.0,414900000.0,38400000.0,-344044.32133,6900000.0,0.191136,4900000.0,1005000000.0,414900000.0,130000000.0,417300000.0,184000000.0,587700000.0,711300000.0,241200000.0,38400000.0,221200000.0,16000000.0,-1800000.0,-1800000.0,4479237.0,26600000.0,2300000.0,-52800000.0,200000.0
RCS.MI,2024-03-31,3M,EUR,221500000.0,182700000.0,,,5600000.0,,,517385720.0,-0.003092,,139600000.0,,,18800000.0,,413300000.0,,94700000.0,220900000.0,,400000.0,400000.0,236100000.0,,13200000.0,7600000.0,0.0,517385720.0,-0.003092,-1600000.0,-300000.0,12900000.0,586434718.0,,,,374600000.0,,223900000.0,74200000.0,0.0,0.0,19400000.0,31200000.0,6700000.0,116100000.0,,139600000.0,30800000.0,170400000.0,,36300000.0,,408734718.0,,-100000.0,31200000.0,-1600000.0,-1600000.0,-1500000.0,0.0,-1600000.0,-1600000.0,-1500000.0,-3100000.0,-3100000.0,223900000.0,38700000.0,,55000000.0,28700000.0,,13200000.0,-1420000.0,74500000.0,-300000.0,168900000.0,517385720.0,14200000.0,,,,200000.0,,223900000.0,,18800000.0,0.0,221500000.0,,-4300000.0,,,94700000.0,13200000.0,,517385720.0,-300000.0,413300000.0,38700000.0,-120000.0,-2800000.0,0.4,,942200000.0,444100000.0,170800000.0,415700000.0,169200000.0,526500000.0,721300000.0,290400000.0,,168900000.0,,-300000.0,-300000.0,,,,-15200000.0,300000.0
