symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InvestingCashFlow,NetBusinessPurchaseAndSale,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,SaleOfBusiness,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
RCS.MI,2019-12-31,12M,EUR,,,,-16400000.0,-31000000.0,,,,,,,,,,,,1400000.0,,,,,,,800000.0,-46700000.0,-100000.0,,,,,,,,,,800000.0,,
RCS.MI,2020-12-31,12M,EUR,,4200000.0,-15900000.0,,,46000000.0,6000000.0,6000000.0,46000000.0,0.0,50600000.0,50600000.0,,50200000.0,-54700000.0,82500000.0,,-7600000.0,2300000.0,-500000.0,,31700000.0,29000000.0,18600000.0,-26700000.0,,,-15800000.0,98400000.0,1100000.0,800000.0,-500000.0,,-15900000.0,,18600000.0,100000.0,7900000.0
RCS.MI,2021-12-31,12M,EUR,16800000.0,50200000.0,-18000000.0,,-15500000.0,22700000.0,4800000.0,4800000.0,22700000.0,-15500000.0,31600000.0,48400000.0,0.0,72900000.0,-106100000.0,116700000.0,400000.0,-8300000.0,-5900000.0,-1500000.0,-100000.0,72400000.0,92600000.0,-200000.0,-60500000.0,-60300000.0,3100000.0,-7300000.0,134700000.0,-900000.0,-1300000.0,-1500000.0,-200000.0,-18000000.0,,3100000.0,10700000.0,-11500000.0
RCS.MI,2022-12-31,12M,EUR,19400000.0,72900000.0,-80000000.0,,-31000000.0,-49400000.0,-6900000.0,-6900000.0,-49400000.0,-31000000.0,31600000.0,51000000.0,300000.0,23500000.0,-62100000.0,13400000.0,200000.0,-8400000.0,-80700000.0,-1600000.0,-200000.0,50100000.0,55100000.0,-100000.0,,-100000.0,-100000.0,-79300000.0,93400000.0,7800000.0,-3900000.0,-2100000.0,-100000.0,-80000000.0,500000.0,,700000.0,-14100000.0
RCS.MI,2023-12-31,12M,EUR,22200000.0,23500000.0,-23200000.0,,-31000000.0,-7300000.0,-24600000.0,-24600000.0,-7300000.0,-31000000.0,31100000.0,53300000.0,0.0,16200000.0,-79100000.0,70100000.0,-800000.0,-9000000.0,-21500000.0,2200000.0,500000.0,57000000.0,70600000.0,,,-16500000.0,-700000.0,-23000000.0,93300000.0,10500000.0,-12100000.0,0.0,,-23200000.0,2200000.0,,200000.0,-6000000.0
RCS.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,57200000.0,,,,,,,,,,,,,,,,
