symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
DOV.MI,2019-12-31,12M,EUR,,73631000.0,-8353000.0,,-42264000.0,54531000.0,-33538000.0,0.0,11034000.0,11364000.0,-11140000.0,54531000.0,-42264000.0,,63476000.0,63476000.0,0.0,128162000.0,316506000.0,94483000.0,-1738000.0,-6568000.0,7947000.0,-364811000.0,405747000.0,405747000.0,-41500000.0,-356878000.0,,21425000.0,46652000.0,-6929000.0,,364247000.0,364247000.0,408000.0,-1412000.0,102836000.0,8232000.0,8830000.0,-356878000.0,-6929000.0,-1424000.0,-41500000.0,,0.0,12000.0,5926000.0,-10549000.0
DOV.MI,2020-12-31,12M,EUR,65940000.0,128162000.0,-19997000.0,,-1875000.0,4324000.0,-4507000.0,0.0,-707000.0,15319000.0,10105000.0,4324000.0,-1875000.0,,13373000.0,79313000.0,,132486000.0,159813000.0,78956000.0,1997000.0,-9316000.0,19689000.0,-254442000.0,252574000.0,252574000.0,-83067000.0,-234599000.0,0.0,-30407000.0,-2377000.0,-12874000.0,,169507000.0,169507000.0,154000.0,-7123000.0,98953000.0,,8775000.0,-234599000.0,-12874000.0,-7123000.0,-83067000.0,,0.0,,3098000.0,-13356000.0
DOV.MI,2021-12-31,12M,EUR,76288000.0,132486000.0,-65206000.0,,-23224000.0,34182000.0,-9549000.0,4250000.0,21885000.0,-32922000.0,-16336000.0,34182000.0,,,14725000.0,91013000.0,,166668000.0,-24656000.0,58398000.0,-1308000.0,-18135000.0,23785000.0,-64766000.0,302310000.0,302310000.0,-290500000.0,440000.0,-4603000.0,23744000.0,46669000.0,-61012000.0,,11810000.0,11810000.0,,-4194000.0,123604000.0,23785000.0,3865000.0,0.0,-61012000.0,-4194000.0,-290500000.0,,440000.0,,1027000.0,-12143000.0
DOV.MI,2022-09-30,TTM,EUR,,138070000.0,-69372000.0,,-42394000.0,21448000.0,-29045000.0,0.0,3055000.0,-442000.0,-26432000.0,21448000.0,,,4659000.0,80947000.0,,159518000.0,-41732000.0,62740000.0,478000.0,-24133000.0,,-68932000.0,16695000.0,16695000.0,-7500000.0,,0.0,50088000.0,94066000.0,-61549000.0,,9195000.0,9195000.0,,-7823000.0,132112000.0,,5812000.0,,-61549000.0,-7823000.0,-7500000.0,,,,4290000.0,-31619000.0
DOV.MI,2022-12-31,12M,EUR,53559000.0,166668000.0,-31057000.0,,-44142000.0,-32404000.0,-67174000.0,0.0,-3329000.0,6512000.0,-63991000.0,-32404000.0,,,16626000.0,70185000.0,,134264000.0,-63649000.0,31245000.0,915000.0,-24001000.0,,-31057000.0,87000000.0,87000000.0,-94566000.0,0.0,0.0,16502000.0,61217000.0,-27110000.0,,-7566000.0,-7566000.0,,-3947000.0,62302000.0,49483000.0,4446000.0,,-27110000.0,-3947000.0,-94566000.0,,0.0,,5557000.0,-42477000.0
DOV.MI,2023-12-31,TTM,EUR,,-429859000.0,-21361000.0,-21361000.0,-47992000.0,-45795000.0,-68974000.0,,,,-68974000.0,-45795000.0,,-2115000.0,,,,-475654000.0,-55107000.0,28233000.0,,-23329000.0,,-40282000.0,,,,-21520000.0,-2115000.0,-17830000.0,175345000.0,,2599000.0,,,,,49594000.0,,,,,,,-2115000.0,,,-5853000.0,-27595000.0
