symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
DOV.MI,2019-12-31,12M,EUR,55646000.0,,,174238000.0,62990000.0,7344000.0,,,21425000.0,47658000.0,111134000.0,52759000.0,191629000.0,,1006000.0,1006000.0,109000.0,109000.0,-3061000.0,21425000.0,21425000.0,24486000.0,0.0,21425000.0,21425000.0,24486000.0,-7427000.0,-7427000.0,110533000.0,20968240.0,138151000.0,53478000.0,365867000.0,,4807000.0,0.0,46652000.0,174238000.0,63476000.0,5453000.0,5453000.0,2092000.0,54851000.0,-1136000.0,144240.0,22166000.0,0.24,312389000.0,52342000.0,6530000.0,365867000.0,601000.0,601000.0,1136000.0
DOV.MI,2020-12-31,12M,EUR,65940000.0,79049423.0,-0.38,223741000.0,79313000.0,13373000.0,79049423.0,-0.38,-30407000.0,4232000.0,83545000.0,74056000.0,197869000.0,0.0,6609000.0,6609000.0,135000.0,135000.0,3383000.0,-30407000.0,-30407000.0,-33790000.0,,-30407000.0,-30407000.0,-33790000.0,-24211000.0,-24211000.0,86388000.0,-28246320.0,173193000.0,24676000.0,421610000.0,,5008000.0,0.0,-2377000.0,223741000.0,79313000.0,3622000.0,3622000.0,3595000.0,77651000.0,-846000.0,-682320.0,31413000.0,0.24,396934000.0,23830000.0,17737000.0,421610000.0,-2843000.0,-2843000.0,846000.0
DOV.MI,2021-12-31,12M,EUR,76288000.0,79156795.0,0.3,281933000.0,91013000.0,14725000.0,79156795.0,0.3,23744000.0,47785000.0,138798000.0,79909000.0,283206000.0,3554000.0,1116000.0,1116000.0,219000.0,219000.0,-9429000.0,23744000.0,23744000.0,33173000.0,,23744000.0,23744000.0,33173000.0,-23645000.0,-23645000.0,146215000.0,29016110.844458,205558000.0,77648000.0,565139000.0,,21231000.0,0.0,46669000.0,281933000.0,91013000.0,8806000.0,8806000.0,4495000.0,84404000.0,-8725000.0,-2144889.155542,13496000.0,0.289186,487491000.0,68923000.0,22748000.0,565139000.0,-7417000.0,-7417000.0,5171000.0
DOV.MI,2022-09-30,TTM,EUR,,,,277986000.0,80947000.0,4659000.0,,,50088000.0,95955000.0,176902000.0,89499000.0,329417000.0,,,,,,-14797000.0,50088000.0,50088000.0,64885000.0,,50088000.0,50088000.0,64885000.0,-24334000.0,-24334000.0,184319000.0,55204110.443731,203599000.0,125818000.0,607403000.0,,14372000.0,0.0,94066000.0,277986000.0,80947000.0,,,,93994000.0,,-2300889.556269,29181000.0,0.310218,481585000.0,117093000.0,,607403000.0,-7417000.0,-7417000.0,
DOV.MI,2022-12-31,12M,EUR,53559000.0,79091053.0,0.21,265711000.0,70185000.0,16626000.0,79091053.0,0.21,16502000.0,63263000.0,133448000.0,87107000.0,294069000.0,1344000.0,2046000.0,2046000.0,28000.0,28000.0,-9973000.0,16502000.0,16502000.0,26475000.0,,16502000.0,16502000.0,26475000.0,-48842000.0,-48842000.0,135411000.0,17993880.0,182047000.0,112022000.0,559780000.0,,9949000.0,0.0,61217000.0,265711000.0,70185000.0,,,4897000.0,92004000.0,-1048000.0,-471120.0,34742000.0,0.24,447758000.0,110974000.0,46824000.0,559780000.0,-1963000.0,-1963000.0,-296000.0
DOV.MI,2023-09-30,TTM,EUR,,81840982.0,-0.22,,,,81840982.0,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOV.MI,2023-12-31,12M,EUR,,77521739.0,-0.23,,,,77521739.0,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOV.MI,2023-12-31,TTM,EUR,,77521739.0,-0.23,238886000.0,,,78496982.0,-0.23,-17830000.0,57784000.0,57784000.0,71500000.0,246845000.0,91920000.0,29534000.0,29534000.0,,,-4189000.0,-17830000.0,-17830000.0,-13641000.0,,-17830000.0,-17830000.0,-13641000.0,-29534000.0,-29534000.0,157884000.0,58246000.0,88055000.0,158790000.0,485731000.0,-906000.0,16555000.0,0.0,28250000.0,238886000.0,,,,,71500000.0,-91920000.0,-24024000.0,41891000.0,0.24,326941000.0,,,485731000.0,-100100000.0,-100100000.0,
