asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
2022-12-31,3M,EUR,70381000.0,200143000.0,-1685000.0,13000.0,10171000.0,,,159518000.0,36563000.0,-14243000.0,49938000.0,41280000.0,134264000.0,134264000.0,-2377000.0,-25254000.0,-15898000.0,0.0,12606000.0,-1769000.0,-5061000.0,-25254000.0,41280000.0,136559000.0,1455000.0,56823000.0,383136000.0,11829000.0,14283000.0,26112000.0,230334000.0,-31545000.0,22014000.0,22014000.0,-31545000.0,0.0,,,-22679000.0,-28795000.0,-6781000.0,134264000.0,992102892.0,42323000.0,-31758000.0,-906000.0,6504000.0,-79000.0,8793000.0,236897000.0,526888000.0,201828000.0,59136000.0,77368000.0,-180000.0,55000.0,705062000.0,-14243000.0,52494000.0,62000000.0,38109000.0,554220000.0,592329000.0,62000000.0,-87066000.0,37655000.0,480000.0,566352892.0,44361000.0,4000.0,0.0,434239000.0,-22679000.0,-22679000.0,-22683000.0,-22679000.0,-22679000.0,-9716000.0,-22683000.0,-14991000.0,-27717000.0,,-25066000.0,-25066000.0,-27717000.0,59136000.0,748000.0,-390329000.0,101758000.0,51003000.0,9107000.0,-6781000.0,-22679000.0,20747000.0,57404000.0,19964000.0,134191000.0,79099566.0,3690000.0,10920000.0,289991000.0,28680000.0,2076000.0,356000.0,7653000.0,33924000.0,20638000.0,28498000.0,0.0,121099000.0,5621000.0,-9716000.0,0.0,2150000.0,-14991000.0,,748000.0,56823000.0,22014000.0,-87066000.0,16502000.0,13690000.0,80000000.0,747000.0,136559000.0,-390329000.0,0.0,12967000.0,0.24,16473000.0,-18776000.0,1126598000.0,690779000.0,618441000.0,180920000.0,114227000.0,945678000.0,743462000.0,715344000.0,18916000.0,134191000.0,16794000.0,8845000.0,900434.0,4332000.0,152802000.0
2023-03-31,3M,EUR,58878000.0,189882000.0,,13000.0,,91466667.0,-0.03,134264000.0,,-1449000.0,,41280000.0,126345000.0,126345000.0,-492000.0,-7919000.0,4685000.0,,-11503000.0,10294000.0,3476000.0,-7919000.0,41280000.0,126706000.0,,55662000.0,396413000.0,,4038000.0,4038000.0,242415000.0,14795000.0,14795000.0,14795000.0,14795000.0,,91466667.0,-0.03,-2744000.0,8188000.0,22983000.0,126345000.0,982504265.0,,-5585000.0,-1286000.0,-2334000.0,47000.0,20437000.0,,517734000.0,,,45514000.0,-11737000.0,55000.0,685730000.0,-1449000.0,52395000.0,0.0,,554986000.0,554986000.0,0.0,0.0,37532000.0,,498327265.0,45993000.0,-395000.0,0.0,432679000.0,-2744000.0,-2744000.0,-2349000.0,-2744000.0,-2744000.0,1199000.0,-2349000.0,-1381000.0,-6989000.0,0.0,0.0,0.0,-6989000.0,55119000.0,-68000.0,-391028000.0,100873000.0,49186000.0,9123000.0,22983000.0,-2744000.0,-885000.0,37326000.0,8188000.0,101176000.0,79099566.0,74719000.0,101653000.0,,7628000.0,2244000.0,9176000.0,2094000.0,,,,0.0,72485000.0,,1199000.0,,2173000.0,-1381000.0,0.0,-68000.0,55662000.0,14795000.0,0.0,-2744000.0,20437000.0,79099566.0,-5241000.0,126706000.0,-391028000.0,0.0,3548000.0,0.24,5399000.0,-13225000.0,1124778000.0,681692000.0,559024000.0,172699000.0,92988000.0,952079000.0,728365000.0,709664000.0,8188000.0,101176000.0,13607000.0,,,4332000.0,153998000.0
2023-06-30,3M,EUR,63603000.0,166846000.0,-1381000.0,16000.0,10932000.0,,,126345000.0,34715000.0,-3994000.0,45104000.0,41280000.0,96746000.0,96746000.0,-46963000.0,-29599000.0,-55408000.0,,4725000.0,23252000.0,-27431000.0,-29599000.0,41280000.0,86476000.0,1601000.0,65060000.0,335820000.0,11751000.0,24778000.0,36529000.0,222304000.0,-6388000.0,18066000.0,18066000.0,-6388000.0,,,,7025000.0,13751000.0,31817000.0,96746000.0,767952862.0,41056000.0,-41149000.0,-1171000.0,11550000.0,465000.0,15876000.0,236897000.0,507614000.0,168227000.0,54384000.0,61853000.0,12000.0,55000.0,662221000.0,-3994000.0,51988000.0,15000000.0,33353000.0,550967000.0,584320000.0,15000000.0,-4480000.0,32792000.0,514000.0,335273862.0,44080000.0,-2411000.0,,478999000.0,7025000.0,7025000.0,9436000.0,7025000.0,7025000.0,16502000.0,9436000.0,-3184000.0,-8465000.0,,10520000.0,10520000.0,-8465000.0,54384000.0,-810000.0,-421138000.0,98172000.0,45906000.0,8832000.0,31817000.0,7025000.0,15544000.0,36089000.0,25764000.0,126913000.0,79167382.0,13690000.0,1152000.0,270717000.0,8057000.0,2194000.0,212000.0,1397000.0,41013000.0,17554000.0,40901000.0,0.0,119422000.0,3914000.0,16502000.0,0.0,343000.0,-3184000.0,,-810000.0,65060000.0,18066000.0,-4480000.0,4281000.0,18014000.0,80000000.0,-26000.0,86476000.0,-421138000.0,0.0,7066000.0,0.24,17566000.0,656000.0,1050172000.0,637443000.0,620849000.0,130556000.0,101149000.0,919616000.0,714352000.0,697312000.0,25479000.0,126913000.0,14806000.0,8778000.0,832618.0,4006000.0,113516000.0
2023-09-30,3M,EUR,48282000.0,158902000.0,,16000.0,,,,96746000.0,,-3728000.0,,41280000.0,95667000.0,95667000.0,-5163000.0,-1079000.0,-8254000.0,,-15321000.0,7941000.0,-15634000.0,-1079000.0,41280000.0,85606000.0,,52651000.0,324989000.0,,29283000.0,29283000.0,200359000.0,38726000.0,14272000.0,14272000.0,38726000.0,,,,1461000.0,28609000.0,42881000.0,95667000.0,816626476.0,,1800000.0,-2724000.0,-2879000.0,-3507000.0,26996000.0,,500735000.0,,,55918000.0,-11606000.0,217000.0,666785000.0,-3728000.0,52374000.0,10000000.0,,551896000.0,551896000.0,10000000.0,0.0,32940000.0,,292523476.0,47172000.0,-2227000.0,,485512000.0,1461000.0,1461000.0,3688000.0,1461000.0,1461000.0,11912000.0,3688000.0,-3183000.0,-5481000.0,,10000000.0,10000000.0,-5481000.0,52193000.0,-545000.0,-415129000.0,97449000.0,46409000.0,8583000.0,42881000.0,1461000.0,849000.0,39322000.0,16596000.0,108569000.0,79167382.0,65177000.0,46591000.0,,8101000.0,2962000.0,9008000.0,532000.0,,,,0.0,57464000.0,,11912000.0,,1507000.0,-3183000.0,,-545000.0,52651000.0,14272000.0,0.0,5742000.0,24858000.0,80000000.0,506000.0,85606000.0,-415129000.0,0.0,8224000.0,0.24,5010000.0,-5802000.0,1030702000.0,637502000.0,581179000.0,132778000.0,91973000.0,897924000.0,705713000.0,697565000.0,16881000.0,108569000.0,9182000.0,,832618.0,4006000.0,124630000.0
2024-03-31,3M,EUR,68507000.0,189578000.0,,4551000.0,8722000.0,78411111.0,-0.09,112376000.0,,-1816000.0,,41280000.0,66007000.0,66007000.0,,-46369000.0,-31997000.0,,-16875000.0,10276000.0,-38596000.0,-46369000.0,41280000.0,41196000.0,,58548000.0,349412000.0,,29292000.0,29292000.0,209665000.0,13808000.0,13808000.0,13808000.0,13808000.0,,78411111.0,-0.09,-7057000.0,5230000.0,19038000.0,66007000.0,639634686.0,36768000.0,-10791000.0,-2913000.0,-35205000.0,-844000.0,21252000.0,224367000.0,465848000.0,,,41066000.0,-11598000.0,1000.0,624230000.0,-2189000.0,45490000.0,,,553742000.0,553742000.0,,-401000.0,26150000.0,,163980686.0,52911000.0,-1251000.0,-3421000.0,517027000.0,-7057000.0,-7057000.0,-5806000.0,-7057000.0,-7057000.0,-1449000.0,-5806000.0,-1656000.0,-6679000.0,-373000.0,-401000.0,-401000.0,-6679000.0,47820000.0,-160000.0,-424652000.0,77306000.0,42039000.0,8310000.0,19038000.0,-7057000.0,-33389000.0,35836000.0,5230000.0,99614000.0,77172770.0,84719000.0,56933000.0,241481000.0,7734000.0,3607000.0,9059000.0,776000.0,,,,0.0,73931000.0,,-1449000.0,,925000.0,-1656000.0,-373000.0,-160000.0,58548000.0,13808000.0,-401000.0,-7057000.0,21252000.0,80000000.0,-1061000.0,41196000.0,-424652000.0,0.0,4357000.0,0.4,4556000.0,-2308000.0,989483000.0,594938000.0,583034000.0,94107000.0,94384000.0,895376000.0,640071000.0,685711000.0,5230000.0,99614000.0,5424000.0,,2827230.0,9516000.0,139747000.0
