symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
INC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310360.0,,,2718.0,,,,25256.0,,,,,,,,,248941.0,,,,,,,,,,,,,,,,,,,,,
INC.MI,2020-12-31,12M,EUR,15541855.0,16235000.0,7257827.0,-1512000.0,2862022.0,15118464.0,16931332.0,15095216.0,23248.0,2862022.0,17184583.0,487046.0,52480438.0,1516113.0,1516113.0,831223.0,40366090.0,,536519.0,0.0,22839803.0,29564390.0,17747000.0,27357505.0,,791447.0,20639108.0,7499.0,1238693.0,1.0,1938412.0,1938412.0,1246193.0,37193965.0,1972109.0,1950929.0,,27357505.0,-12379807.0,,2063180.0,1559483.0,89836109.0,6626952.0,-1.0,6724587.0,944373.0,12749127.0,18787270.0,11823496.0,1812868.0,30718025.0,,0.0,6111080.0,188953.0,6438754.0,89836109.0,17184583.0,-12379807.0,5867940.0,111512522.0,19122995.0,3454525.0,19135512.0,92377010.0,59032084.0,52010920.0,2427043.0,8311507.0,,,65975.0,12114348.0
INC.MI,2021-12-31,12M,EUR,45509974.0,37410000.0,2219463.0,-1512000.0,10162087.0,24953466.0,27946228.0,24925411.0,28055.0,10162087.0,25383964.0,2681693.0,106690764.0,10569619.0,10569619.0,1391665.0,85967551.0,0.0,3761927.0,0.0,36654643.0,41629959.103,38922000.0,32058033.0,0.0,3890270.0,53132361.0,7568.0,1427963.0,0.0,17178778.0,17178778.0,1435531.0,37309419.0,2871284.0,5298405.0,2794931.0,32058033.0,-16245995.103,,3671256.0,2198606.0,93077858.0,13495817.0,-1.0,4975316.103,279359.103,11530325.0,13864315.0,17366549.0,2992762.0,61598115.0,,0.0,12640741.0,128343.0,12593387.0,93077858.0,25383964.0,-16245995.103,18686052.0,182901096.103,42562742.0,27748397.0,30682369.0,152218727.103,76210332.103,66251176.103,4557816.0,5613758.0,,,0.0,20723213.0
INC.MI,2022-12-31,12M,EUR,72039960.0,51243000.0,8004823.0,-2375000.0,10532567.0,9969066.0,12874136.0,9949293.0,19773.0,10532567.0,41852033.0,12792251.0,131250042.0,15374938.0,15374938.0,1212545.0,122917406.0,25701.0,4492056.0,0.0,39009136.0,47971692.0,53618000.0,63247210.0,25701.0,5106944.0,90533935.0,3941.0,9176867.0,150000.0,33306964.0,33306964.0,9330808.0,38282635.0,12616005.0,4726213.0,38712836.0,63247210.0,-6119659.0,,4531724.0,2916862.0,96445858.0,17222834.0,1.0,8962556.0,636.0,23676091.0,14343552.0,29602575.0,2905070.0,102182468.0,,6248000.0,23495402.0,0.0,22789195.0,96445858.0,41852033.0,-6119659.0,24962842.0,254043900.0,75158997.0,48681902.0,46578246.0,207465654.0,122793858.0,84548248.0,6466417.0,5509427.0,,0.0,614888.0,8332636.0
INC.MI,2023-12-31,12M,EUR,76106280.0,39200000.0,8004823.0,-2659000.0,10532567.0,11636131.0,16462542.0,11591112.0,45019.0,10532567.0,41947744.0,9555349.0,169325527.0,23932973.0,23932973.0,1699942.0,160777047.0,14380.0,2371784.0,0.0,43859931.0,54943801.0,41859000.0,71533990.0,,19785337.0,113682245.0,2508691.0,1524797.0,0.0,47801528.0,47801528.0,4033488.0,34522101.0,15580815.0,6240195.0,60098370.0,71533990.0,-12996057.0,,2548662.0,3267768.0,96445858.0,,-1.0,11083870.0,-2471.0,43719841.0,22416032.0,55031529.0,4826411.0,132429074.0,,6115400.0,23981794.0,590733.0,22646503.0,96445858.0,41947744.0,-12996057.0,31030777.0,302212799.0,89749272.0,71734501.0,48187939.0,254024860.0,132887272.0,93247813.0,12602953.0,5110225.0,0.0,0.0,16822820.0,8548480.0
