symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
EDAC.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756691.0,,,,,,,363058.0,,,,
EDAC.MI,2021-12-31,TTM,EUR,,8105468.0,1.367664,,,,8105468.0,1.367664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDAC.MI,2023-06-30,TTM,EUR,,8290035.0,1.056353,,,,8290035.0,1.056353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDAC.MI,2023-12-31,TTM,EUR,362000.0,8296002.0,0.76,67962000.0,7679000.0,7317000.0,8317225.0,0.76,6284000.0,13960000.0,21639000.0,90795000.0,3067000.0,3067000.0,263000.0,263000.0,193000.0,6284000.0,6284000.0,6091000.0,6284000.0,6284000.0,6091000.0,-3457000.0,-3457000.0,23092000.0,7213920.0,74992000.0,15803000.0,158757000.0,5477000.0,0.0,10893000.0,67962000.0,7679000.0,,-1453000.0,-523080.0,4802000.0,0.36,142954000.0,14350000.0,653000.0,158757000.0,-1453000.0,-1453000.0,1453000.0
