symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
EDAC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,215000.0,,,,,,,,,,,,,,,,,,,,,,,,756691.0,,,,,,,363058.0,,,,
EDAC.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756691.0,,,,,,,363058.0,,,,
EDAC.MI,2020-12-31,12M,EUR,924401.0,8032498.0,0.218816,18015652.0,1121913.0,197512.0,8032498.0,0.218816,1757640.0,3277505.0,4399418.0,27043188.0,0.0,432664.0,432664.0,41330.0,41330.0,0.0,1757640.0,1757640.0,1757640.0,1757640.0,1757640.0,1757640.0,-391334.0,-391334.0,6048150.0,2776282.979513,22158281.0,4884907.0,45058840.0,1060233.0,0.0,2844841.0,18015652.0,1121913.0,1011252.0,-1739386.0,-630089.020487,1087201.0,0.382166,40173933.0,,432664.0,45058840.0,-1648732.0,-1648732.0,728134.0
EDAC.MI,2021-12-31,12M,EUR,1931070.0,8105468.0,1.367664,32383010.0,2302179.0,371109.0,8105468.0,1.367664,11085555.0,18876833.0,21179012.0,54969307.0,0.0,1787800.0,1787800.0,249746.0,249746.0,-16591.0,11085555.0,11085555.0,11102143.0,11085555.0,11085555.0,11102146.0,-1538054.0,-1538054.0,22857447.0,12175975.118342,34663786.0,20305521.0,87352317.0,921530.0,0.0,17089033.0,32383010.0,2302178.0,1325904.0,-1975904.0,-588014.881658,5986890.0,0.350335,67046796.0,,,87352317.0,-1678435.0,-1678435.0,650000.0
EDAC.MI,2021-12-31,TTM,EUR,,8105468.0,1.367664,,,,8105468.0,1.367664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDAC.MI,2022-12-31,12M,EUR,556000.0,8161517.0,1.8,47931000.0,5578000.0,5022000.0,8235685.0,1.78,14653000.0,23510000.0,29088000.0,86531000.0,0.0,1091000.0,1091000.0,301000.0,301000.0,104000.0,14653000.0,14653000.0,14549000.0,14653000.0,14653000.0,14549000.0,-5489000.0,-5489000.0,29687000.0,15041726.125162,57732000.0,28799000.0,134462000.0,5167000.0,0.0,22419000.0,47931000.0,5578000.0,2171213.0,-599000.0,-210273.874838,7870000.0,0.351042,105663000.0,28449000.0,4699000.0,134462000.0,-599000.0,-599000.0,599000.0
EDAC.MI,2023-06-30,TTM,EUR,,8290035.0,1.056353,,,,8290035.0,1.056353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDAC.MI,2023-12-31,12M,EUR,362000.0,8371575.0,0.750635,67962000.0,7679000.0,7317000.0,8371575.0,0.750635,6284000.0,13960000.0,21639000.0,90795000.0,,3067000.0,3067000.0,263000.0,263000.0,193000.0,6284000.0,6284000.0,6091000.0,6284000.0,6284000.0,6091000.0,-3457000.0,-3457000.0,23092000.0,7213920.0,74992000.0,15803000.0,158757000.0,5477000.0,0.0,10893000.0,67962000.0,7679000.0,,-1453000.0,-523080.0,4802000.0,0.36,142954000.0,14350000.0,653000.0,158757000.0,-1453000.0,-1453000.0,1453000.0
EDAC.MI,2023-12-31,TTM,EUR,362000.0,8296002.0,0.76,67962000.0,7679000.0,7317000.0,8317225.0,0.76,6284000.0,13960000.0,21639000.0,90795000.0,,3067000.0,3067000.0,263000.0,263000.0,193000.0,6284000.0,6284000.0,6091000.0,6284000.0,6284000.0,6091000.0,-3457000.0,-3457000.0,23092000.0,7213920.0,74992000.0,15803000.0,158757000.0,5477000.0,0.0,10893000.0,67962000.0,7679000.0,,-1453000.0,-523080.0,4802000.0,0.36,142954000.0,14350000.0,653000.0,158757000.0,-1453000.0,-1453000.0,1453000.0
