asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,6255986.0,,,,,,,,,,,,5696160.0,19606.0,187105.0,,,-1489540.0,,,,,,,,,,,,,,,,211040.0,,,,,,,,,,,,,,,,,,,,-87232.0,,,,,,215000.0,,,,,-363058.0,,,,,,,,,2220914.0,,,,2220914.0,,,519.0,,,,,,,,,,,,,,,,,,,,,-1.0,,,,2264925.0,,32145.0,,,,,,,,,-364095.0,1287242.0,,,,,,,,,,,,,1368972.0,211040.0,,,971691.0,,,,,2642854.0,,,,,756691.0,,,,,,,,,,,,3135378.0,-269693.0,,,,,,,,,,363058.0,,,,,76004.0,,,,
2020-12-31,12M,EUR,5269421.0,20724296.0,,6680369.0,924401.0,8032498.0,0.218816,5715766.0,,-1710160.0,,803250.0,8241967.0,17486371.0,-760727.0,8223425.0,18542.0,-513924.0,2526201.0,-64204.0,45535.0,-106128.0,-7785381.0,-8424102.0,2526201.0,803250.0,-760727.0,12862301.0,435309.0,,0.0,18015652.0,47731425.0,,3891680.0,3891680.0,324868.0,17536178.0,1087201.0,1121913.0,1121913.0,1121913.0,197512.0,56062.0,8032498.0,0.218816,1757640.0,3277505.0,4399418.0,8241967.0,46623691.0,33224.0,12364474.0,0.0,0.0,-4757049.0,-22839.0,236684.0,4428798.0,1303781.0,27043188.0,0.0,0.0,432664.0,432664.0,41330.0,41330.0,-391334.0,2707058.0,38036840.0,-6791384.0,0.0,0.0,0.0,0.0,435309.0,23164168.0,,21282859.0,21282859.0,23164168.0,-1187002.0,0.0,5352.0,155849.0,42411589.0,0.0,0.0,,435309.0,16932572.0,1757640.0,1757640.0,1757640.0,1757640.0,1757640.0,1757640.0,1757640.0,-1437412.0,-391334.0,-33224.0,12689892.0,21977166.0,-391334.0,,-5048000.0,1303781.0,-272748.0,-9287274.0,8433503.0,58708.0,1663193.0,6048150.0,2776282.979513,-3046889.0,22158281.0,4884907.0,45058840.0,8032498.0,,1396781.0,4192114.0,300679.0,,2.0,1060233.0,4371619.0,1147932.0,3162107.0,9244404.0,0.0,11906251.0,,1581826.0,0.0,2844841.0,0.0,1744738.0,,-1437412.0,-33224.0,-272748.0,2707058.0,18015652.0,1121913.0,-10474276.0,,1011252.0,5238647.0,,8032498.0,,-9287274.0,-1739386.0,12862301.0,8433503.0,-630089.020487,1087201.0,0.382166,3326725.0,-220786.0,53497228.0,34145160.0,25174539.0,12862301.0,40173933.0,40634927.0,5765803.0,23098749.0,,432664.0,45058840.0,2265211.0,-1648732.0,-1648732.0,32573.0,,0.0,30195247.0,728134.0
2021-12-31,12M,EUR,6889000.0,63368000.0,,7207101.0,1931070.0,8105468.0,1.367664,8241967.0,,-1665482.0,10618000.0,815000.0,18208000.0,30029000.0,-1743053.0,18193469.0,14555.0,102715.0,9966057.0,-803979.0,-12992956.0,1619750.0,6007510.0,-6066961.0,9966057.0,815000.0,-1743053.0,20142000.0,538897.0,-654824.0,0.0,32383010.0,97638000.0,2212000.0,6690788.0,2212000.0,517038.0,63048000.0,5986890.0,2302178.0,2302178.0,2302179.0,371109.0,19501.0,8105468.0,1.367664,11085555.0,18876833.0,21179012.0,18208024.0,149984068.0,12327.0,-615975.0,0.0,0.0,13158301.0,,603000.0,1687000.0,16559000.0,54969307.0,0.0,0.0,1787800.0,1787800.0,249746.0,249746.0,-1538054.0,1179000.0,20142000.0,-4241751.0,12000.0,0.0,0.0,0.0,538897.0,5608936.0,10618000.0,19726757.0,10618000.0,3991537.0,-4365930.0,0.0,,236372.0,142250963.0,37000.0,-16591.0,,-115927.0,8209521.0,11085555.0,11085555.0,11102143.0,11085555.0,11085555.0,11102147.0,11102146.0,-1408452.0,-1538054.0,-2576269.0,1243006.0,-374393.0,-1538054.0,-1.0,-2576269.0,16559000.0,-257030.0,1617399.0,18455000.0,42139.0,2888000.0,22857447.0,12175975.118342,14823783.0,34663786.0,20305521.0,87352317.0,8105468.0,,22718000.0,1084000.0,1591442.0,625000.0,42000.0,921530.0,11221000.0,16559000.0,3062000.0,11821000.0,0.0,33639000.0,,,0.0,17089033.0,0.0,1975904.0,,-1408452.0,-2576269.0,-257030.0,3511037.0,32383010.0,2302178.0,-4365930.0,-654824.0,1325904.0,14579000.0,0.0,8154145.0,1617399.0,,-1975904.0,20142000.0,18455000.0,-588014.881658,5986890.0,0.350335,49476000.0,-529763.0,116521000.0,20142000.0,10618000.0,20179000.0,67046796.0,96342000.0,18883000.0,33294000.0,,,87352317.0,15529000.0,-1678435.0,-1678435.0,,48677.0,0.0,34590000.0,650000.0
2022-12-31,12M,EUR,9336000.0,71078000.0,-10937000.0,7207101.0,556000.0,8161517.0,1.8,18208000.0,18946000.0,-3092000.0,14032000.0,824000.0,26865000.0,39114000.0,-2446000.0,26864585.0,48.0,46245.0,8657000.0,209000.0,-2575342.0,-25000.0,-21166000.0,-20982000.0,8657000.0,824000.0,-2446000.0,33851000.0,205000.0,,0.0,47931000.0,115353000.0,2948000.0,9820000.0,9820000.0,280939.0,75145000.0,7870000.0,5578000.0,5578000.0,5578000.0,5022000.0,56000.0,8235685.0,1.78,14653000.0,23510000.0,29088000.0,26865000.0,127618941.0,95025.0,-4684000.0,0.0,0.0,14959000.0,,603000.0,1798000.0,31758000.0,86531000.0,0.0,0.0,1091000.0,1091000.0,301000.0,301000.0,-5469594.0,970000.0,56955000.0,-4710000.0,1595000.0,0.0,0.0,0.0,205000.0,6000000.0,14032000.0,13284000.0,27316000.0,6000000.0,-5305000.0,0.0,18031.0,1266000.0,129365881.0,-41000.0,104000.0,-1618000.0,205000.0,211205.0,14653000.0,14653000.0,14549000.0,14653000.0,14653000.0,14549000.0,14549000.0,-1754000.0,-5489000.0,-1984553.0,-5305000.0,-5305000.0,-5489000.0,5571000.0,,20821000.0,-1338000.0,,32053000.0,39254.0,3843000.0,29687000.0,15041726.125162,18051000.0,57732000.0,28799000.0,134462000.0,8208495.0,1.0,31463000.0,1195000.0,10066000.0,660000.0,57000.0,5167000.0,11153000.0,11546000.0,4191000.0,12249000.0,0.0,29890000.0,970000.0,,0.0,22419000.0,0.0,2414507.0,-1618000.0,-1754000.0,-1984553.0,-1338000.0,3135776.0,47931000.0,5578000.0,-5305000.0,,2171213.0,26716000.0,0.0,8235685.0,,,-599000.0,33851000.0,32053000.0,-210273.874838,7870000.0,0.351042,46110000.0,-2471958.0,140227000.0,47135000.0,37136000.0,33810000.0,105663000.0,106417000.0,24874000.0,31272000.0,28449000.0,4699000.0,134462000.0,9401000.0,-599000.0,-599000.0,,27190.0,0.0,40208000.0,599000.0
2023-12-31,12M,EUR,23881000.0,93328000.0,-18254000.0,,362000.0,8371575.0,0.750635,26865000.0,22862000.0,-3268000.0,16914000.0,832000.0,11831000.0,14713000.0,-10689000.0,,,,-15034000.0,-377000.0,,10526000.0,-27462000.0,-17313000.0,-15034000.0,832000.0,-10689000.0,29749000.0,0.0,,,67962000.0,114190000.0,,21701000.0,21701000.0,,84662000.0,4802000.0,7679000.0,7679000.0,7679000.0,7317000.0,5863000.0,8371575.0,0.750635,6284000.0,13960000.0,21639000.0,11831000.0,116035486.0,,11164000.0,,,-21400000.0,,11566000.0,12866000.0,43180000.0,90795000.0,,,3067000.0,3067000.0,263000.0,263000.0,,1567000.0,67367000.0,-8066000.0,46000.0,,,,0.0,,16914000.0,15917000.0,32831000.0,,-6505000.0,,,1426000.0,115231486.0,-83000.0,193000.0,-4798000.0,0.0,25787000.0,6284000.0,6284000.0,6091000.0,6284000.0,6284000.0,6091000.0,6091000.0,-504000.0,-3457000.0,,-6505000.0,-6505000.0,-3457000.0,32367000.0,,24926000.0,-2764000.0,,16883000.0,,4946000.0,23092000.0,7213920.0,-18132000.0,74992000.0,15803000.0,158757000.0,8371575.0,,,1300000.0,-20709000.0,6488000.0,548000.0,5477000.0,13057000.0,18892000.0,4582000.0,2882000.0,0.0,45403000.0,1318000.0,,,10893000.0,0.0,,-4798000.0,-504000.0,,-2764000.0,,67962000.0,7679000.0,-6505000.0,,,22150000.0,,8398765.0,,,-1453000.0,29749000.0,16883000.0,-523080.0,4802000.0,0.36,,,158516000.0,45666000.0,54532000.0,29666000.0,142954000.0,128850000.0,44326000.0,44188000.0,14350000.0,653000.0,158757000.0,8465000.0,-1453000.0,-1453000.0,,27190.0,,29528000.0,1453000.0
