symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
NWL.MI,2019-12-31,12M,EUR,,,,,,1521000.0,,,,,,,,,,,,22456000.0,,471000.0,,,,,,,,,,,,,,,14817000.0,,12000000.0,,,,,,,,,,,,,,938000.0,,,-2000.0,,,,,4000.0,,9465000.0,,,,,,,,,,,,,,,,,,,
NWL.MI,2020-12-31,12M,EUR,151388000.0,71268000.0,-252994000.0,-18677000.0,801000.0,1901000.0,19006000.0,43935000.0,182127000.0,182131000.0,181804000.0,323000.0,43935000.0,142626000.0,14382000.0,307637000.0,6570000.0,63121000.0,69691000.0,,244717000.0,746000.0,20120000.0,3863000.0,51059000.0,89945000.0,422988000.0,0.0,-1013000.0,41250000.0,300558000.0,0.0,1547000.0,1397000.0,93456000.0,12436000.0,94811000.0,107247000.0,1397000.0,1587000.0,245723000.0,13431000.0,,169994000.0,91567000.0,5466000.0,12081000.0,15411000.0,43353350.0,1000.0,1073000.0,1000.0,47196000.0,-2000.0,-1000.0,15691000.0,67526000.0,4074000.0,4000.0,172092000.0,,922000.0,0.0,22135000.0,37556000.0,43935050.0,142626000.0,91567000.0,7991000.0,537099000.0,237437000.0,176938000.0,156057000.0,381042000.0,229461000.0,136325000.0,5013000.0,581700.0,8000.0,62920000.0
NWL.MI,2021-12-31,12M,EUR,179024000.0,67184000.0,-325319000.0,-19624000.0,801000.0,2012000.0,39062000.0,43935000.0,384888000.0,384902000.0,384534000.0,354000.0,43935000.0,130038000.0,2630000.0,530574000.0,7887000.0,127280000.0,7887000.0,,336643000.0,731000.0,29850000.0,13701000.0,97826000.0,86809000.0,521306000.0,20000.0,-2883000.0,63855000.0,130038000.0,0.0,1532000.0,1401000.0,106393000.0,31175000.0,287216000.0,31175000.0,1401000.0,2030000.0,307293000.0,14477000.0,29608000.0,195987000.0,32212000.0,7580000.0,19097000.0,14223000.0,41299480.0,1000.0,2000.0,,84125000.0,,1000.0,14479000.0,104990000.0,6753000.0,14000.0,199067000.0,,1962000.0,0.0,34353000.0,5134000.0,43935050.0,130038000.0,32212000.0,5897000.0,834900000.0,130038000.0,39062000.0,144515000.0,690385000.0,304326000.0,353742000.0,5564000.0,2635570.0,2535000.0,193931000.0
NWL.MI,2022-12-31,12M,EUR,193776000.0,91982000.0,-353347000.0,-19737000.0,801000.0,,46740000.0,43935000.0,287820000.0,294029000.0,287386000.0,434000.0,43935000.0,124471000.0,2914000.0,505573000.0,7567000.0,,7567000.0,,292466000.0,1213000.0,34795000.0,13070000.0,92345000.0,111720000.0,553960000.0,316000.0,-1949000.0,85187000.0,124471000.0,,2014000.0,1401000.0,106908000.0,39173000.0,,39173000.0,1401000.0,2038000.0,319143000.0,14834000.0,,200613000.0,32126000.0,7148000.0,19991000.0,11399000.0,39337949.0,-1000.0,1000.0,-1000.0,79276000.0,1000.0,-1000.0,14850000.0,124995000.0,20208000.0,6209000.0,216097000.0,,2348000.0,106908000.0,49479000.0,6223000.0,43935050.0,124471000.0,32126000.0,11504000.0,809095000.0,124471000.0,46740000.0,139305000.0,669790000.0,303522000.0,377324000.0,7471000.0,4597101.0,2862000.0,213107000.0
NWL.MI,2023-12-31,12M,EUR,172198000.0,84634000.0,-413575000.0,-20205000.0,800000.0,,44854000.0,43935000.0,312459000.0,312459000.0,311952000.0,507000.0,43935000.0,158636000.0,6967000.0,508212000.0,7694000.0,,7694000.0,,279163000.0,777000.0,35757000.0,13290000.0,91548000.0,104839000.0,622080000.0,69000.0,-5499000.0,73597000.0,357649000.0,,1577000.0,1401000.0,,37160000.0,199013000.0,236173000.0,1401000.0,2337000.0,358950000.0,16022000.0,,208505000.0,67088000.0,6362000.0,22868000.0,10951000.0,42580714.0,,,,78258000.0,-1000.0,91454000.0,22727000.0,131726000.0,23034000.0,,202338000.0,,1942000.0,124437000.0,40948000.0,14325000.0,43935050.0,158636000.0,67088000.0,12477000.0,817604000.0,357649000.0,243867000.0,174658000.0,642946000.0,309392000.0,363783000.0,7413000.0,1354336.0,2391000.0,229049000.0
