symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
NWL.MI,2023-03-31,3M,EUR,39146158.0,0.15,173704000.0,39146158.0,0.15,5824000.0,11369000.0,21467000.0,4846000.0,33629000.0,3125000.0,3125000.0,1586000.0,1586000.0,-554000.0,5824000.0,5824000.0,6378000.0,5824000.0,5824000.0,6378000.0,-1539000.0,-1539000.0,19581000.0,4364889.37409,25730000.0,7899000.0,207333000.0,2554000.0,0.0,8244000.0,173704000.0,10098000.0,-2236000.0,20982000.0,25828000.0,1886000.0,426889.37409,1866000.0,0.226346,199434000.0,9785000.0,207333000.0,1886000.0,1886000.0,350000.0
NWL.MI,2023-06-30,3M,EUR,,,163031000.0,,,3635000.0,15213000.0,22367000.0,6108000.0,42930000.0,8814000.0,8814000.0,2051000.0,2051000.0,-711000.0,3635000.0,3635000.0,4346000.0,3635000.0,3635000.0,4346000.0,-6763000.0,-6763000.0,23027000.0,4083251.289264,29111000.0,13819000.0,205961000.0,758000.0,0.0,6399000.0,163031000.0,7154000.0,551000.0,24127000.0,30235000.0,-660000.0,-211748.710736,2053000.0,0.320831,192142000.0,13160000.0,205961000.0,-660000.0,-660000.0,109000.0
NWL.MI,2023-09-30,3M,EUR,,,155233000.0,,,6529000.0,12017000.0,21733000.0,4762000.0,32139000.0,1508000.0,1508000.0,3151000.0,3151000.0,-922000.0,6529000.0,6529000.0,7451000.0,6529000.0,6529000.0,7451000.0,1643000.0,1643000.0,21860000.0,6619044.438101,23146000.0,8993000.0,187372000.0,1354000.0,0.0,10509000.0,155233000.0,9716000.0,0.0,19208000.0,23970000.0,-127000.0,-36955.561899,3058000.0,0.290989,178379000.0,8866000.0,187372000.0,-127000.0,-127000.0,127000.0
NWL.MI,2023-09-30,TTM,EUR,41693604.0,0.46,,41693604.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWL.MI,2023-12-31,3M,EUR,,,164217000.0,,,-1663000.0,-4316000.0,10381000.0,8085000.0,28456000.0,1121000.0,1121000.0,-4977000.0,-4977000.0,999000.0,-1663000.0,-1663000.0,-2662000.0,-1663000.0,-1663000.0,-2662000.0,-4893000.0,-4893000.0,8065000.0,-3423160.0,31332000.0,-2876000.0,192673000.0,1830000.0,0.0,-5437000.0,164217000.0,14697000.0,-3108000.0,25595000.0,33680000.0,2316000.0,555840.0,-2774000.0,0.24,195549000.0,-530000.0,192673000.0,2316000.0,2316000.0,792000.0
NWL.MI,2023-12-31,TTM,EUR,42132353.0,0.34,,42132353.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWL.MI,2024-03-31,3M,EUR,42270177.0,0.11,166177000.0,42270177.0,0.11,4550000.0,12572000.0,21298000.0,5075000.0,33395000.0,5403000.0,5403000.0,4079000.0,4079000.0,-642000.0,4550000.0,4550000.0,5193000.0,4550000.0,4550000.0,5193000.0,-1324000.0,-1324000.0,21419000.0,4637631.747803,24780000.0,8615000.0,199572000.0,1826000.0,0.0,7169000.0,166177000.0,8726000.0,0.0,20181000.0,25256000.0,-121000.0,-33368.252197,1977000.0,0.275771,190957000.0,8494000.0,199572000.0,-121000.0,-121000.0,121000.0
NWL.MI,2024-03-31,TTM,EUR,43361719.0,0.3,648658000.0,43361719.0,0.3,13051000.0,35486000.0,75779000.0,24030000.0,136920000.0,16846000.0,16846000.0,4304000.0,4304000.0,-1276000.0,13051000.0,13051000.0,14328000.0,13051000.0,13051000.0,14328000.0,-11337000.0,-11337000.0,74371000.0,11968864.377682,108369000.0,28551000.0,785578000.0,5768000.0,0.0,18640000.0,648658000.0,40293000.0,-2557000.0,89111000.0,113141000.0,1408000.0,325864.377682,4314000.0,0.231438,757027000.0,29989000.0,785578000.0,1408000.0,1408000.0,1149000.0
