symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFF,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfInvestment,TaxesRefundPaid
NWL.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,9989000.0,,,,,,,,,,,,,,,,,-3462000.0,,,,,,,,,,,,,-3462000.0,,,,,,
NWL.MI,2020-12-31,12M,EUR,,100884000.0,-14364000.0,81243000.0,-4721000.0,3019000.0,26175000.0,3104000.0,26953000.0,81242000.0,0.0,,-922000.0,21392000.0,21392000.0,182127000.0,8730000.0,54252000.0,-5000.0,-3315000.0,3896000.0,,65079000.0,65079000.0,-42000000.0,18260000.0,-922000.0,37556000.0,45404000.0,-588000.0,-13776000.0,0.0,23079000.0,23079000.0,-2803000.0,,-13776000.0,68616000.0,1000.0,-21565000.0,-1500000.0,-588000.0,0.0,-13776000.0,-13776000.0,-42000000.0,-922000.0,19760000.0,,-3562000.0
NWL.MI,2021-12-31,12M,EUR,30843000.0,182127000.0,-13316000.0,202760000.0,-4413000.0,2872000.0,5315000.0,14848000.0,17878000.0,202761000.0,0.0,,-15759000.0,30843000.0,30843000.0,384888000.0,219374000.0,47920000.0,0.0,-7500000.0,-77849000.0,,281431000.0,281431000.0,-24866000.0,-64514000.0,-15759000.0,5134000.0,9555000.0,-380000.0,,-19000.0,256565000.0,256565000.0,-67000.0,,-12936000.0,61236000.0,,7500000.0,-64514000.0,-380000.0,-19000.0,,-12936000.0,-24866000.0,-15759000.0,0.0,,-4539000.0
NWL.MI,2022-12-31,12M,EUR,36283000.0,384888000.0,-15456000.0,-83969000.0,-21332000.0,-5215000.0,15826000.0,-26397000.0,-37796000.0,-83969000.0,,,-11732000.0,,36283000.0,287820000.0,-79607000.0,2328000.0,0.0,-10220000.0,-22146000.0,,73241000.0,73241000.0,-117234000.0,-300000.0,-11732000.0,6223000.0,9901000.0,-979000.0,,-6390000.0,-43993000.0,-43993000.0,-17000.0,,-14477000.0,17784000.0,-13099000.0,10220000.0,-300000.0,-979000.0,-6390000.0,,-14477000.0,-117234000.0,-11732000.0,,,-824000.0
NWL.MI,2023-12-31,12M,EUR,41665000.0,287820000.0,-24939000.0,24637000.0,13231000.0,4026000.0,-28836000.0,11462000.0,-1156000.0,24638000.0,,18854000.0,,,41665000.0,312459000.0,-18463000.0,37452000.0,0.0,-11564000.0,-19290000.0,18854000.0,34882000.0,34882000.0,-50266000.0,-1000000.0,18854000.0,14325000.0,19715000.0,-2132000.0,,6648000.0,-15384000.0,-15384000.0,-1000.0,1000.0,-22807000.0,62391000.0,1000.0,6771000.0,-1000000.0,-2132000.0,,,-22807000.0,-50266000.0,,,6648000.0,-4606000.0
NWL.MI,2024-03-31,TTM,EUR,,277627000.0,-23926000.0,89238000.0,23960000.0,-5000000.0,-19818000.0,655000.0,-1351000.0,89239000.0,,,,,40293000.0,366866000.0,32319000.0,40164000.0,,,-7170000.0,,84882000.0,84882000.0,-46325000.0,,17457000.0,13051000.0,18640000.0,-2029000.0,,16753000.0,38557000.0,38557000.0,,1003000.0,-21897000.0,64090000.0,,9635000.0,,-2029000.0,,,-21897000.0,-46325000.0,,,,-3128000.0
