symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
LUVE.MI,2023-03-31,3M,EUR,22206341.0,0.285054,98141000.0,7849000.0,7849000.0,22206341.0,0.285054,6330000.0,11924000.0,19773000.0,53016000.0,0.0,4253000.0,4253000.0,1170000.0,1170000.0,-445000.0,6330000.0,6330000.0,6775000.0,6330000.0,6330000.0,6775000.0,-3083000.0,-3083000.0,19671000.0,6239913.961674,41785000.0,11231000.0,151157000.0,883000.0,-18000.0,0.0,7671000.0,98141000.0,7849000.0,102000.0,11913.961674,896000.0,0.116804,139926000.0,11333000.0,151157000.0,102000.0,102000.0,-84000.0
LUVE.MI,2023-06-30,3M,EUR,,,100264000.0,8447000.0,8447000.0,,,11823000.0,15713000.0,24160000.0,68595000.0,180000.0,1404000.0,1404000.0,225000.0,225000.0,-509000.0,11823000.0,11823000.0,12332000.0,11823000.0,11823000.0,12332000.0,-681000.0,-681000.0,24280000.0,11926420.225033,54435000.0,14160000.0,168859000.0,3256000.0,-17000.0,0.0,14309000.0,100264000.0,8447000.0,-120000.0,-16579.774967,1977000.0,0.138165,154699000.0,14040000.0,168859000.0,-120000.0,-120000.0,-43000.0
LUVE.MI,2023-09-30,3M,EUR,,,104483000.0,8004000.0,8004000.0,,,7754000.0,14833000.0,22837000.0,39666000.0,0.0,5067000.0,5067000.0,2079000.0,2079000.0,-345000.0,7754000.0,7754000.0,8099000.0,7754000.0,7754000.0,8099000.0,-3486000.0,-3486000.0,22907000.0,7812051.402826,28173000.0,11493000.0,144149000.0,-1720000.0,-7000.0,0.0,9766000.0,104483000.0,8004000.0,-70000.0,-11948.597174,1667000.0,0.170694,132656000.0,11423000.0,144149000.0,-70000.0,-70000.0,77000.0
LUVE.MI,2023-09-30,TTM,EUR,22206341.0,1.312987,,,,22206341.0,1.312987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUVE.MI,2023-12-31,3M,EUR,,,101574000.0,8071000.0,8071000.0,,,3838000.0,2514000.0,10585000.0,50133000.0,-158000.0,-2110000.0,-2110000.0,1231000.0,1231000.0,-319000.0,3838000.0,3838000.0,4157000.0,3838000.0,3838000.0,4157000.0,-5190000.0,-5190000.0,11309000.0,4488879.757785,39778000.0,10355000.0,151707000.0,1353000.0,61000.0,0.0,4624000.0,101574000.0,8071000.0,-724000.0,-73120.242215,467000.0,0.100995,141352000.0,9631000.0,151707000.0,-724000.0,-724000.0,821000.0
LUVE.MI,2023-12-31,TTM,EUR,22206341.0,1.339482,,,,22206341.0,1.339482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUVE.MI,2024-03-31,3M,EUR,22206341.0,0.481619,87776000.0,7742000.0,7742000.0,22206341.0,0.481619,10695000.0,15379000.0,23121000.0,53793000.0,0.0,1777000.0,1777000.0,2556000.0,2556000.0,-342000.0,10695000.0,10695000.0,11037000.0,10695000.0,10695000.0,11037000.0,779000.0,779000.0,23098000.0,10676337.229819,41892000.0,11901000.0,141569000.0,839000.0,-52000.0,0.0,13602000.0,87776000.0,7742000.0,23000.0,4337.229819,2565000.0,0.188575,129668000.0,11924000.0,141569000.0,23000.0,23000.0,29000.0
LUVE.MI,2024-03-31,TTM,EUR,22206341.0,1.536565,394097000.0,32264000.0,32264000.0,22206341.0,1.536565,34110000.0,48439000.0,80703000.0,212471000.0,22000.0,6138000.0,6138000.0,6091000.0,6091000.0,-1515000.0,34110000.0,34110000.0,35625000.0,34110000.0,34110000.0,35625000.0,-8578000.0,-8578000.0,81594000.0,34860381.196662,164562000.0,47909000.0,606568000.0,3728000.0,-15000.0,0.0,42301000.0,394097000.0,32264000.0,-891000.0,-140618.803338,6676000.0,0.157821,558659000.0,47018000.0,606568000.0,-891000.0,-891000.0,884000.0
