symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
LUVE.MI,2019-12-31,12M,EUR,,,,,,,,,,,5677000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,928000.0,928000.0,1188000.0,5677000.0,,,,,,21974000.0,,,,,
LUVE.MI,2020-12-31,12M,EUR,22103028.0,0.45,255829000.0,28298000.0,28298000.0,22103028.0,0.45,9878000.0,13867000.0,42165000.0,6028000.0,144199000.0,299000.0,1967000.0,1967000.0,359000.0,359000.0,-821000.0,9878000.0,9878000.0,10699000.0,9878000.0,9878000.0,10699000.0,-1174000.0,-1174000.0,48705000.0,15757954.621849,122201000.0,21998000.0,400028000.0,3648000.0,-122000.0,0.0,11900000.0,255829000.0,28298000.0,1200000.0,1200000.0,471000.0,6028000.0,-5271000.0,-660045.378151,1201000.0,0.100924,378030000.0,15458000.0,-434000.0,400028000.0,-6540000.0,-6540000.0,5094000.0
LUVE.MI,2021-12-31,12M,EUR,22206341.0,1.07,320950000.0,30140000.0,30140000.0,22206341.0,1.07,23739000.0,32082000.0,62222000.0,,170254000.0,161000.0,1460000.0,1460000.0,267000.0,267000.0,-1036000.0,23739000.0,23739000.0,24775000.0,23739000.0,23739000.0,24775000.0,-439000.0,-439000.0,62791000.0,24199354.483705,139131000.0,31123000.0,491204000.0,3112000.0,-14000.0,0.0,30622000.0,320950000.0,30140000.0,,,562000.0,562000.0,-569000.0,-108645.516295,5847000.0,0.190941,460081000.0,,-754000.0,491204000.0,-569000.0,-569000.0,422000.0
LUVE.MI,2022-12-31,12M,EUR,22206341.0,2.15,414998000.0,32729000.0,32729000.0,22206341.0,2.15,47714000.0,68120000.0,100849000.0,,202077000.0,175000.0,9084000.0,9084000.0,515000.0,515000.0,-1351000.0,47714000.0,47714000.0,49065000.0,47714000.0,47714000.0,49065000.0,6959000.0,6959000.0,91309000.0,39785276.848025,160048000.0,42029000.0,617075000.0,3304000.0,135000.0,0.0,59036000.0,414998000.0,32729000.0,,,1722000.0,1722000.0,67000.0,1611276.848025,9971000.0,0.168897,575046000.0,42096000.0,-15528000.0,617075000.0,9540000.0,9540000.0,-377000.0
LUVE.MI,2023-09-30,TTM,EUR,22206341.0,1.312987,,,,22206341.0,1.312987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUVE.MI,2023-12-31,12M,EUR,22206341.0,1.34,404462000.0,32371000.0,32371000.0,22206341.0,1.34,29745000.0,44984000.0,77355000.0,,211694000.0,22000.0,8614000.0,8614000.0,4705000.0,4705000.0,-1618000.0,29745000.0,29745000.0,31363000.0,29745000.0,29745000.0,31363000.0,-12440000.0,-12440000.0,78167000.0,30445213.252681,164455000.0,47239000.0,616156000.0,3772000.0,19000.0,0.0,36370000.0,404462000.0,32371000.0,,,,,-812000.0,-111786.747319,5007000.0,0.137668,568917000.0,46427000.0,8531000.0,616156000.0,-812000.0,-812000.0,771000.0
LUVE.MI,2023-12-31,TTM,EUR,22206341.0,1.339482,,,,22206341.0,1.339482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUVE.MI,2024-03-31,TTM,EUR,22206341.0,1.536565,394097000.0,32264000.0,32264000.0,22206341.0,1.536565,34110000.0,48439000.0,80703000.0,,212471000.0,22000.0,6138000.0,6138000.0,6091000.0,6091000.0,-1515000.0,34110000.0,34110000.0,35625000.0,34110000.0,34110000.0,35625000.0,-8578000.0,-8578000.0,81594000.0,34860381.196662,164562000.0,47909000.0,606568000.0,3728000.0,-15000.0,0.0,42301000.0,394097000.0,32264000.0,,,,,-891000.0,-140618.803338,6676000.0,0.157821,558659000.0,47018000.0,,606568000.0,-891000.0,-891000.0,884000.0
