symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfInvestment,TaxesRefundPaid
LUVE.MI,2019-12-31,12M,EUR,,,,,,,,,,,-5944000.0,1618000.0,,,,,,,,-1059000.0,-164000.0,,,1618000.0,,,,,,,,,,,,,,,,,,,,,,,,
LUVE.MI,2020-12-31,12M,EUR,81851000.0,-25006000.0,-6521000.0,70828000.0,5165000.0,4875000.0,-5601000.0,1965000.0,7059000.0,75603000.0,,,1201000.0,28298000.0,28298000.0,-11842000.0,152679000.0,68941000.0,15362000.0,,,-2765000.0,-33706000.0,,197923000.0,197923000.0,-103341000.0,-8700000.0,-288000.0,9878000.0,10699000.0,-6979000.0,0.0,94582000.0,94582000.0,-18832000.0,-18027000.0,40368000.0,7067000.0,2620000.0,,-8700000.0,-6979000.0,0.0,-18027000.0,-103341000.0,,-6744000.0
LUVE.MI,2021-12-31,12M,EUR,152679000.0,-29062000.0,-6466000.0,13649000.0,-54430000.0,4482000.0,33728000.0,-14368000.0,-30003000.0,12726000.0,,,5847000.0,30140000.0,30140000.0,3849000.0,166328000.0,33182000.0,-9437000.0,-3484000.0,,-3625000.0,-40081000.0,,198000000.0,198000000.0,-153516000.0,-800000.0,0.0,23739000.0,24775000.0,-4635000.0,-10219000.0,44484000.0,44484000.0,-4836000.0,-24427000.0,19625000.0,-2926000.0,4074000.0,-15000.0,-800000.0,-4635000.0,-10219000.0,-24427000.0,-153516000.0,0.0,-8099000.0
LUVE.MI,2022-12-31,12M,EUR,166328000.0,-36672000.0,-8222000.0,10930000.0,-20450000.0,5609000.0,-12211000.0,-5641000.0,-33201000.0,12843000.0,,,9971000.0,32729000.0,32729000.0,-1266000.0,177258000.0,41266000.0,-3360000.0,-25304000.0,,-3459000.0,-61735000.0,,237461000.0,237461000.0,-181808000.0,-6967000.0,0.0,47714000.0,49065000.0,-4381000.0,-18096000.0,55653000.0,55653000.0,-6165000.0,-32291000.0,33312000.0,-647000.0,9181000.0,-369000.0,-6967000.0,-4381000.0,-29540000.0,-32291000.0,-181808000.0,11444000.0,-5670000.0
LUVE.MI,2023-12-31,12M,EUR,177258000.0,-36033000.0,-9148000.0,34801000.0,21440000.0,5599000.0,-10928000.0,-4525000.0,11636000.0,37572000.0,,,5007000.0,32371000.0,32371000.0,-4361000.0,212059000.0,-68056000.0,35205000.0,6104000.0,,-8580000.0,34390000.0,,50385000.0,50385000.0,-103292000.0,0.0,0.0,29745000.0,31363000.0,-2599000.0,70423000.0,-52907000.0,-52907000.0,-6001000.0,-33434000.0,71238000.0,1590000.0,5607000.0,,0.0,-2599000.0,0.0,-33434000.0,-103292000.0,70423000.0,-12270000.0
LUVE.MI,2024-03-31,TTM,EUR,186584000.0,-38366000.0,-9152000.0,58999000.0,22704000.0,4759000.0,-5695000.0,-4790000.0,17002000.0,61127000.0,,,6676000.0,32264000.0,32264000.0,-1064000.0,247711000.0,-38266000.0,39611000.0,,,-8455000.0,21416000.0,,54672000.0,54672000.0,-97718000.0,0.0,0.0,34110000.0,35625000.0,-2459000.0,59782000.0,-43046000.0,-43046000.0,13932000.0,-35907000.0,77977000.0,-1064000.0,2005000.0,,0.0,-2459000.0,0.0,-35907000.0,-97718000.0,59782000.0,-13210000.0
