asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfInvestment,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-200612000.0,,-9483000.0,,,,,,15041000.0,,,,,10000000.0,167258000.0,,,,,,,,,,12758000.0,,,5112000.0,,,,,,,,,,,,,,,,,,,,35725000.0,,-15878000.0,,,92748000.0,,,13963000.0,,,,,,,-9207000.0,,,,,9929000.0,,,,,,,176783000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,312000.0,,,,,,,,,,,,,141000.0,,1331000.0,-1000.0,,7629000.0,,3353000.0,,,,,24533000.0,,127789000.0,,,-29540000.0,,95080000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7884000.0,28027.0,,12639000.0,,
2023-03-31,3M,EUR,105842000.0,101850000.0,,24762000.0,,0.0,22206341.0,0.285054,177258000.0,-5771000.0,,62704000.0,186584000.0,291156000.0,-6000.0,,,9326000.0,-4195000.0,-2851000.0,-745000.0,-18585000.0,-26212000.0,10030000.0,62704000.0,210863000.0,,98141000.0,545797000.0,,116226000.0,116226000.0,272855000.0,896000.0,7849000.0,7849000.0,7849000.0,7849000.0,,22206341.0,0.285054,6330000.0,,11924000.0,19773000.0,-2482000.0,186584000.0,862273863.0,4090000.0,,-16165000.0,,64230000.0,97089000.0,,192821000.0,53016000.0,,0.0,4253000.0,4253000.0,1170000.0,1170000.0,-1345000.0,,137571000.0,641660000.0,16334000.0,35713000.0,,314571000.0,314571000.0,35713000.0,-29752000.0,141000.0,5632000.0,,713933863.0,4970000.0,-445000.0,0.0,0.0,244213000.0,6330000.0,6330000.0,6775000.0,6330000.0,6330000.0,6775000.0,6775000.0,-657000.0,-3083000.0,22105000.0,5961000.0,5961000.0,-3083000.0,-1865000.0,192821000.0,-5114000.0,113774000.0,8478000.0,15137000.0,5123000.0,,19671000.0,6239913.961674,-10394000.0,41785000.0,11231000.0,151157000.0,22206341.0,1778000.0,5289000.0,35600000.0,,32859000.0,,3083000.0,1301000.0,,883000.0,,192821000.0,,104572000.0,-18000.0,0.0,115730000.0,,7671000.0,,0.0,-657000.0,0.0,-5114000.0,,98141000.0,7849000.0,-29752000.0,6330000.0,0.0,22105000.0,22234368.0,102000.0,210863000.0,113774000.0,11913.961674,896000.0,0.116804,9931000.0,-1422000.0,845627000.0,525434000.0,430797000.0,215833000.0,139926000.0,629794000.0,299830000.0,356939000.0,11333000.0,151157000.0,9888000.0,102000.0,102000.0,,28027.0,288000.0,,272942000.0,-84000.0
2023-06-30,3M,EUR,116663000.0,117325000.0,-210828000.0,24762000.0,-9300000.0,0.0,,,186584000.0,-10701000.0,13233000.0,62704000.0,144504000.0,241404000.0,-8449000.0,42392000.0,102112000.0,-42079000.0,4883000.0,4650000.0,10821000.0,-15475000.0,4802000.0,-40247000.0,62704000.0,213643000.0,25150000.0,100264000.0,518731000.0,5188000.0,113560000.0,118748000.0,282068630.0,1977000.0,8447000.0,8447000.0,8447000.0,8447000.0,6500.0,,,11823000.0,630.0,15713000.0,24160000.0,-449000.0,144505000.0,821375668.0,-46038000.0,34480000.0,11684000.0,,64230000.0,95207000.0,126625000.0,408998000.0,68595000.0,14066000.0,180000.0,1404000.0,1404000.0,225000.0,225000.0,-2181000.0,-9394000.0,132422000.0,607923000.0,-16594000.0,4287000.0,8045000.0,280720000.0,288765000.0,4287000.0,-40315000.0,141000.0,5559000.0,178996000.0,681734668.0,4851000.0,-509000.0,0.0,0.0,249776000.0,11823000.0,11823000.0,12332000.0,11823000.0,11823000.0,12332000.0,12332000.0,-530000.0,-681000.0,-5893000.0,-36028000.0,-36028000.0,-681000.0,-1561000.0,198170000.0,-10171000.0,118436000.0,8764000.0,14553000.0,5379000.0,295000.0,24280000.0,11926420.225033,22385000.0,54435000.0,14160000.0,168859000.0,22206341.0,-1383000.0,326000.0,8646000.0,,30977000.0,,681000.0,,-630.0,3256000.0,2096000.0,74869000.0,5309000.0,96900000.0,-17000.0,0.0,128472630.0,25551000.0,14309000.0,129983000.0,0.0,-530000.0,0.0,-10171000.0,90974000.0,100264000.0,8447000.0,-40315000.0,18153000.0,0.0,-5893000.0,22234368.0,-120000.0,213643000.0,118436000.0,-16579.774967,1977000.0,0.138165,7879000.0,-3836000.0,822308000.0,494363000.0,407513000.0,218494000.0,154699000.0,603814000.0,303577000.0,321745370.0,14040000.0,168859000.0,9713000.0,-120000.0,-120000.0,7483500.0,28027.0,288000.0,16362000.0,236662370.0,-43000.0
2023-09-30,3M,EUR,90854000.0,98741000.0,,24762000.0,,0.0,,,144505000.0,-11131000.0,,62704000.0,184016000.0,220072000.0,-15000.0,,,39512000.0,-642000.0,533000.0,-25809000.0,18584000.0,-7293000.0,41100000.0,62704000.0,216598000.0,,104483000.0,464615000.0,,112942000.0,112942000.0,252262000.0,1667000.0,8004000.0,8004000.0,8004000.0,8004000.0,,,,7754000.0,,14833000.0,22837000.0,-5028000.0,184017000.0,645765965.0,-27795000.0,,-4441000.0,,64191000.0,94017000.0,,198799000.0,39666000.0,,0.0,5067000.0,5067000.0,2079000.0,2079000.0,-1316000.0,,131853000.0,583885000.0,62205000.0,0.0,,254345000.0,254345000.0,0.0,-26408000.0,141000.0,5590000.0,,479656965.0,4946000.0,-345000.0,0.0,0.0,183271000.0,7754000.0,7754000.0,8099000.0,7754000.0,7754000.0,8099000.0,8099000.0,-718000.0,-3486000.0,73336000.0,-26408000.0,-26408000.0,-3486000.0,-1372000.0,198799000.0,-10413000.0,122581000.0,9463000.0,14481000.0,5445000.0,,22907000.0,7812051.402826,6690000.0,28173000.0,11493000.0,144149000.0,22206341.0,3440000.0,4716000.0,36944000.0,,29826000.0,,2385000.0,1275000.0,,-1720000.0,,198799000.0,,36056000.0,-7000.0,0.0,96644000.0,,9766000.0,,0.0,-718000.0,,-10413000.0,,104483000.0,8004000.0,-26408000.0,25907000.0,0.0,73336000.0,22206341.0,-70000.0,216598000.0,122581000.0,-11948.597174,1667000.0,0.170694,9233000.0,-4849000.0,768310000.0,470943000.0,367287000.0,221544000.0,132656000.0,546766000.0,303695000.0,294504000.0,11423000.0,144149000.0,5790000.0,-70000.0,-70000.0,,,288000.0,,212353000.0,77000.0
2023-12-31,3M,EUR,95659000.0,87790000.0,-219196000.0,24762000.0,-10038000.0,0.0,,,184017000.0,-8430000.0,12067000.0,62704000.0,212059000.0,255346000.0,-678000.0,85499000.0,126560000.0,28042000.0,21394000.0,3267000.0,4805000.0,10951000.0,40339000.0,26689000.0,62704000.0,223677000.0,14147000.0,101574000.0,475183000.0,5147000.0,119005000.0,124152000.0,266396000.0,467000.0,8071000.0,8071000.0,8071000.0,8071000.0,,,,3838000.0,,2514000.0,10585000.0,3598000.0,212059000.0,660181477.0,1687000.0,27444000.0,44127000.0,5966000.0,63961000.0,92863000.0,97828000.0,424608000.0,50133000.0,7100000.0,-158000.0,-2110000.0,-2110000.0,1231000.0,1231000.0,-3738000.0,-10360000.0,110831000.0,592904000.0,-27555000.0,10385000.0,6920000.0,250222000.0,257142000.0,10385000.0,-6817000.0,,5735000.0,185386000.0,512966477.0,5554000.0,-319000.0,0.0,0.0,157168000.0,3838000.0,3838000.0,4157000.0,3838000.0,3838000.0,4157000.0,4157000.0,-694000.0,-5190000.0,-19125000.0,3568000.0,3568000.0,-5190000.0,-1203000.0,205412000.0,-7736000.0,130814000.0,11039000.0,14109000.0,5363000.0,276000.0,11309000.0,4488879.757785,52557000.0,39778000.0,10355000.0,151707000.0,22206341.0,-2245000.0,176000.0,,,28902000.0,141000.0,-542000.0,,,1353000.0,12296000.0,78935000.0,4584000.0,43287000.0,61000.0,0.0,116608000.0,25628000.0,4624000.0,146140000.0,0.0,-694000.0,,-7736000.0,83748000.0,101574000.0,8071000.0,-6817000.0,29745000.0,,-19125000.0,22234368.0,-724000.0,223677000.0,130814000.0,-73120.242215,467000.0,0.100995,9356000.0,-2163000.0,785466000.0,473899000.0,381294000.0,229231000.0,141352000.0,556235000.0,310283000.0,289839000.0,9631000.0,151707000.0,8653000.0,-724000.0,-724000.0,7490000.0,28027.0,288000.0,9999000.0,208787000.0,821000.0
2024-03-31,3M,EUR,100147000.0,106640000.0,,24762000.0,,0.0,22206341.0,0.481619,212059000.0,-8104000.0,,62704000.0,245583000.0,284649000.0,-10000.0,,,33524000.0,-2931000.0,-3691000.0,4488000.0,-18850000.0,-20846000.0,33585000.0,62704000.0,235195000.0,,87776000.0,520637000.0,,124622000.0,124622000.0,271171000.0,2565000.0,7742000.0,7742000.0,7742000.0,7742000.0,,22206341.0,0.481619,10695000.0,,15379000.0,23121000.0,815000.0,245583000.0,638914477.0,33880000.0,,-11759000.0,,64264000.0,92173000.0,,204362000.0,53793000.0,,0.0,1777000.0,1777000.0,2556000.0,2556000.0,-1220000.0,,113748000.0,638799000.0,3360000.0,40000000.0,,278982000.0,278982000.0,40000000.0,-24178000.0,,5717000.0,,512966477.0,5855000.0,-342000.0,0.0,0.0,158021000.0,10695000.0,10695000.0,11037000.0,10695000.0,10695000.0,11037000.0,11037000.0,-517000.0,779000.0,11464000.0,15822000.0,15822000.0,779000.0,18068000.0,204362000.0,-7587000.0,143022000.0,11315000.0,14034000.0,5479000.0,,23098000.0,10676337.229819,-3655000.0,41892000.0,11901000.0,141569000.0,22206341.0,-876000.0,6790000.0,32681000.0,1000.0,27909000.0,141000.0,-519000.0,797000.0,,839000.0,,204362000.0,,39066000.0,-52000.0,0.0,108709000.0,,13602000.0,,0.0,-517000.0,0.0,-7587000.0,,87776000.0,7742000.0,-24178000.0,10695000.0,,11464000.0,22206341.0,23000.0,235195000.0,143022000.0,4337.229819,2565000.0,0.188575,8810000.0,-2362000.0,829425000.0,514177000.0,403604000.0,241050000.0,129668000.0,588375000.0,308788000.0,317204000.0,11924000.0,141569000.0,8562000.0,23000.0,23000.0,,,288000.0,,249466000.0,29000.0
