asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,-5944000.0,,1618000.0,,,,,,,,,,,,,,,,,,,,,,,,-1059000.0,-164000.0,5677000.0,,,,,,,,,,,,,,,,,8000.0,1618000.0,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932000.0,,,,211000.0,,,,,,,,,,,,2509000.0,,,,,,,,,,928000.0,928000.0,,,,1188000.0,5677000.0,,,,,,,,,,,,,,,,,,21974000.0,,,,,,,,,,,
2020-12-31,12M,EUR,80630000.0,59763000.0,-162253000.0,24762000.0,-10307000.0,0.0,8000.0,22103028.0,0.45,81851000.0,-25006000.0,16113000.0,62704000.0,152679000.0,222937000.0,-6521000.0,152679000.0,,70828000.0,5165000.0,4875000.0,-5601000.0,1965000.0,7059000.0,75603000.0,62704000.0,,146931000.0,,12481000.0,255829000.0,353225000.0,4380000.0,81766000.0,86146000.0,198965000.0,1201000.0,28298000.0,28298000.0,28298000.0,28298000.0,22103028.0,0.45,9878000.0,13867000.0,42165000.0,-11842000.0,152679000.0,432302456.0,68941000.0,16560000.0,15362000.0,,,6028000.0,54963000.0,94727000.0,70070000.0,320960000.0,144199000.0,0.0,299000.0,1967000.0,1967000.0,359000.0,359000.0,-2765000.0,-6948000.0,56647000.0,456801000.0,-33706000.0,8000.0,,197923000.0,11733000.0,228104000.0,239837000.0,197923000.0,-103341000.0,,4941000.0,149656000.0,309778456.0,3993000.0,-821000.0,-8700000.0,-288000.0,157191000.0,9878000.0,9878000.0,10699000.0,9878000.0,9878000.0,10699000.0,10699000.0,-6979000.0,-1174000.0,0.0,94582000.0,94582000.0,-1174000.0,-18832000.0,158707000.0,-18027000.0,52204000.0,,14537000.0,5573000.0,7903000.0,48705000.0,15757954.621849,40368000.0,122201000.0,21998000.0,400028000.0,22206341.0,7067000.0,36000.0,2523000.0,39764000.0,,2620000.0,207000.0,,3648000.0,4798000.0,60810000.0,3583000.0,70258000.0,-122000.0,0.0,89347000.0,,19729000.0,,11900000.0,98013000.0,-8700000.0,-6979000.0,0.0,-18027000.0,42005000.0,255829000.0,28298000.0,1200000.0,1200000.0,-103341000.0,9226000.0,,471000.0,6028000.0,22234368.0,-5271000.0,146931000.0,52204000.0,-660045.378151,1201000.0,0.100924,10259000.0,-6744000.0,614777000.0,375035000.0,325983000.0,150924000.0,378030000.0,463853000.0,261552000.0,264888000.0,15458000.0,-434000.0,400028000.0,3919000.0,-6540000.0,-6540000.0,,28027.0,288000.0,5030000.0,154260000.0,5094000.0
2021-12-31,12M,EUR,114358000.0,74131000.0,-182109000.0,24762000.0,-10254000.0,0.0,8000.0,22206341.0,1.07,152679000.0,-29062000.0,15242000.0,62704000.0,166328000.0,248274000.0,-6466000.0,0.0,166328000.0,13649000.0,-54430000.0,4482000.0,33728000.0,-14368000.0,-30003000.0,12726000.0,62704000.0,,167501000.0,,6416000.0,320950000.0,447715000.0,4455000.0,151271000.0,155726000.0,301633000.0,5847000.0,30140000.0,30140000.0,30140000.0,30140000.0,22206341.0,1.07,23739000.0,32082000.0,62222000.0,3849000.0,166328000.0,648174184.0,33182000.0,28125000.0,-9437000.0,-3484000.0,,,54987000.0,90517000.0,84385000.0,349703000.0,170254000.0,0.0,161000.0,1460000.0,1460000.0,267000.0,267000.0,-3625000.0,-7624000.0,111077000.0,521616000.0,-40081000.0,8000.0,,198000000.0,10787000.0,202844000.0,213631000.0,198000000.0,-153516000.0,,5541000.0,161791000.0,532952184.0,4586000.0,-1036000.0,-800000.0,0.0,187787000.0,23739000.0,23739000.0,24775000.0,23739000.0,23739000.0,24775000.0,24775000.0,-4635000.0,-439000.0,-10219000.0,44484000.0,44484000.0,-439000.0,-4836000.0,167594000.0,-24427000.0,76984000.0,6509000.0,13909000.0,5770000.0,6509000.0,62791000.0,24199354.483705,19625000.0,139131000.0,31123000.0,491204000.0,22206341.0,-2926000.0,64000.0,,35530000.0,8000.0,4074000.0,228000.0,,3112000.0,5939000.0,67872000.0,3437000.0,81946000.0,-14000.0,0.0,123383000.0,-15000.0,21748000.0,,30622000.0,113624000.0,-800000.0,-4635000.0,-10219000.0,-24427000.0,81780000.0,320950000.0,30140000.0,,,-153516000.0,23739000.0,0.0,562000.0,562000.0,22234368.0,-569000.0,167501000.0,76984000.0,-108645.516295,5847000.0,0.190941,10732000.0,-8099000.0,712571000.0,370345000.0,369357000.0,172087000.0,460081000.0,540484000.0,264856000.0,238851000.0,,-754000.0,491204000.0,3086000.0,-569000.0,-569000.0,,28027.0,288000.0,8796000.0,146082000.0,422000.0
2022-12-31,12M,EUR,106587000.0,83265000.0,-200612000.0,24762000.0,-9483000.0,0.0,,22206341.0,2.15,166328000.0,-36672000.0,15041000.0,62704000.0,177258000.0,290168000.0,-8222000.0,10000000.0,167258000.0,10930000.0,-20450000.0,5609000.0,-12211000.0,-5641000.0,-33201000.0,12843000.0,62704000.0,,206748000.0,,12758000.0,414998000.0,534906000.0,5112000.0,103265000.0,108377000.0,255889000.0,9971000.0,32729000.0,32729000.0,32729000.0,32729000.0,22206341.0,2.15,47714000.0,68120000.0,100849000.0,-1266000.0,177258000.0,771763499.0,41266000.0,35725000.0,-3360000.0,-25304000.0,,,64431000.0,98474000.0,92748000.0,389876000.0,202077000.0,13963000.0,175000.0,9084000.0,9084000.0,515000.0,515000.0,-3459000.0,-9207000.0,134237000.0,630214000.0,-61735000.0,,,237461000.0,9929000.0,320201000.0,330130000.0,237461000.0,-181808000.0,,5492000.0,176783000.0,625108499.0,4712000.0,-1351000.0,-6967000.0,0.0,246208000.0,47714000.0,47714000.0,49065000.0,47714000.0,47714000.0,49065000.0,49065000.0,-4381000.0,6959000.0,-18096000.0,55653000.0,55653000.0,6959000.0,-6165000.0,189264000.0,-32291000.0,108274000.0,6992000.0,14955000.0,5299000.0,312000.0,91309000.0,39785276.848025,33312000.0,160048000.0,42029000.0,617075000.0,22206341.0,-647000.0,131000.0,,34043000.0,141000.0,9181000.0,1331000.0,-1000.0,3304000.0,7629000.0,72546000.0,3353000.0,112910000.0,135000.0,0.0,122967000.0,-369000.0,24533000.0,,59036000.0,127789000.0,-6967000.0,-4381000.0,-29540000.0,-32291000.0,95080000.0,414998000.0,32729000.0,,,-181808000.0,47714000.0,11444000.0,1722000.0,1722000.0,22234368.0,67000.0,206748000.0,108274000.0,1611276.848025,9971000.0,0.168897,9789000.0,-5670000.0,831109000.0,526949000.0,438507000.0,211460000.0,575046000.0,619649000.0,296203000.0,363760000.0,42096000.0,-15528000.0,617075000.0,8751000.0,9540000.0,9540000.0,7884000.0,28027.0,288000.0,12639000.0,279017000.0,-377000.0
2023-12-31,12M,EUR,95659000.0,87790000.0,-219196000.0,24762000.0,-10038000.0,0.0,,22206341.0,1.34,177258000.0,-36033000.0,12067000.0,62704000.0,212059000.0,255346000.0,-9148000.0,85499000.0,126560000.0,34801000.0,21440000.0,5599000.0,-10928000.0,-4525000.0,11636000.0,37572000.0,62704000.0,,223677000.0,,14147000.0,404462000.0,475183000.0,5147000.0,119005000.0,124152000.0,266396000.0,5007000.0,32371000.0,32371000.0,32371000.0,32371000.0,22206341.0,1.34,29745000.0,44984000.0,77355000.0,-4361000.0,212059000.0,660181477.0,-68056000.0,27444000.0,35205000.0,6104000.0,,,63961000.0,92863000.0,97828000.0,424608000.0,211694000.0,7100000.0,22000.0,8614000.0,8614000.0,4705000.0,4705000.0,-8580000.0,-10360000.0,110831000.0,592904000.0,34390000.0,,,50385000.0,6920000.0,250222000.0,257142000.0,50385000.0,-103292000.0,,5735000.0,185386000.0,512966477.0,5554000.0,-1618000.0,0.0,0.0,157168000.0,29745000.0,29745000.0,31363000.0,29745000.0,29745000.0,31363000.0,31363000.0,-2599000.0,-12440000.0,70423000.0,-52907000.0,-52907000.0,-12440000.0,-6001000.0,205412000.0,-33434000.0,130814000.0,11039000.0,14109000.0,5363000.0,276000.0,78167000.0,30445213.252681,71238000.0,164455000.0,47239000.0,616156000.0,22206341.0,1590000.0,176000.0,,28902000.0,141000.0,5607000.0,,,3772000.0,12296000.0,78935000.0,4584000.0,43287000.0,19000.0,0.0,116608000.0,,25628000.0,,36370000.0,146140000.0,0.0,-2599000.0,0.0,-33434000.0,83748000.0,404462000.0,32371000.0,,,-103292000.0,29745000.0,70423000.0,,,22234368.0,-812000.0,223677000.0,130814000.0,-111786.747319,5007000.0,0.137668,9356000.0,-12270000.0,785466000.0,473899000.0,381294000.0,229231000.0,568917000.0,556235000.0,310283000.0,289839000.0,46427000.0,8531000.0,616156000.0,8653000.0,-812000.0,-812000.0,7490000.0,28027.0,288000.0,9999000.0,208787000.0,771000.0
