symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,DividendsPayable,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
LUVE.MI,2022-12-31,3M,EUR,,,-200612000.0,,-9483000.0,,15041000.0,,,,10000000.0,167258000.0,,,12758000.0,,5112000.0,,,,,,35725000.0,,,92748000.0,,13963000.0,-9207000.0,,,9929000.0,,,,,176783000.0,,,,,,,,312000.0,,,,,,141000.0,1331000.0,-1000.0,7629000.0,,3353000.0,,,24533000.0,127789000.0,95080000.0,,,,,,,,,,,,,,7884000.0,28027.0,,12639000.0,
LUVE.MI,2023-03-31,3M,EUR,105842000.0,101850000.0,,24762000.0,,0.0,,62704000.0,186584000.0,291156000.0,,,62704000.0,210863000.0,,545797000.0,,116226000.0,116226000.0,272855000.0,,,,64230000.0,97089000.0,,192821000.0,,,137571000.0,641660000.0,,314571000.0,314571000.0,141000.0,5632000.0,,4970000.0,244213000.0,192821000.0,113774000.0,8478000.0,15137000.0,5123000.0,,22206341.0,5289000.0,35600000.0,,32859000.0,,1301000.0,,,192821000.0,,104572000.0,115730000.0,,,,6330000.0,22234368.0,210863000.0,113774000.0,9931000.0,845627000.0,525434000.0,430797000.0,215833000.0,629794000.0,299830000.0,356939000.0,9888000.0,,28027.0,288000.0,,272942000.0
LUVE.MI,2023-06-30,3M,EUR,116663000.0,117325000.0,-210828000.0,24762000.0,-9300000.0,0.0,13233000.0,62704000.0,144504000.0,241404000.0,42392000.0,102112000.0,62704000.0,213643000.0,25150000.0,518731000.0,5188000.0,113560000.0,118748000.0,282068630.0,6500.0,630.0,34480000.0,64230000.0,95207000.0,126625000.0,408998000.0,14066000.0,-9394000.0,132422000.0,607923000.0,8045000.0,280720000.0,288765000.0,141000.0,5559000.0,178996000.0,4851000.0,249776000.0,198170000.0,118436000.0,8764000.0,14553000.0,5379000.0,295000.0,22206341.0,326000.0,8646000.0,,30977000.0,,,-630.0,2096000.0,74869000.0,5309000.0,96900000.0,128472630.0,25551000.0,129983000.0,90974000.0,18153000.0,22234368.0,213643000.0,118436000.0,7879000.0,822308000.0,494363000.0,407513000.0,218494000.0,603814000.0,303577000.0,321745370.0,9713000.0,7483500.0,28027.0,288000.0,16362000.0,236662370.0
LUVE.MI,2023-09-30,3M,EUR,90854000.0,98741000.0,,24762000.0,,0.0,,62704000.0,184016000.0,220072000.0,,,62704000.0,216598000.0,,464615000.0,,112942000.0,112942000.0,252262000.0,,,,64191000.0,94017000.0,,198799000.0,,,131853000.0,583885000.0,,254345000.0,254345000.0,141000.0,5590000.0,,4946000.0,183271000.0,198799000.0,122581000.0,9463000.0,14481000.0,5445000.0,,22206341.0,4716000.0,36944000.0,,29826000.0,,1275000.0,,,198799000.0,,36056000.0,96644000.0,,,,25907000.0,22206341.0,216598000.0,122581000.0,9233000.0,768310000.0,470943000.0,367287000.0,221544000.0,546766000.0,303695000.0,294504000.0,5790000.0,,,288000.0,,212353000.0
LUVE.MI,2023-12-31,3M,EUR,95659000.0,87790000.0,-219196000.0,24762000.0,-10038000.0,0.0,12067000.0,62704000.0,212059000.0,255346000.0,85499000.0,126560000.0,62704000.0,223677000.0,14147000.0,475183000.0,5147000.0,119005000.0,124152000.0,266396000.0,,,27444000.0,63961000.0,92863000.0,97828000.0,424608000.0,7100000.0,-10360000.0,110831000.0,592904000.0,6920000.0,250222000.0,257142000.0,,5735000.0,185386000.0,5554000.0,157168000.0,205412000.0,130814000.0,11039000.0,14109000.0,5363000.0,276000.0,22206341.0,176000.0,,,28902000.0,141000.0,,,12296000.0,78935000.0,4584000.0,43287000.0,116608000.0,25628000.0,146140000.0,83748000.0,29745000.0,22234368.0,223677000.0,130814000.0,9356000.0,785466000.0,473899000.0,381294000.0,229231000.0,556235000.0,310283000.0,289839000.0,8653000.0,7490000.0,28027.0,288000.0,9999000.0,208787000.0
LUVE.MI,2024-03-31,3M,EUR,100147000.0,106640000.0,,24762000.0,,0.0,,62704000.0,245583000.0,284649000.0,,,62704000.0,235195000.0,,520637000.0,,124622000.0,124622000.0,271171000.0,,,,64264000.0,92173000.0,,204362000.0,,,113748000.0,638799000.0,,278982000.0,278982000.0,,5717000.0,,5855000.0,158021000.0,204362000.0,143022000.0,11315000.0,14034000.0,5479000.0,,22206341.0,6790000.0,32681000.0,1000.0,27909000.0,141000.0,797000.0,,,204362000.0,,39066000.0,108709000.0,,,,10695000.0,22206341.0,235195000.0,143022000.0,8810000.0,829425000.0,514177000.0,403604000.0,241050000.0,588375000.0,308788000.0,317204000.0,8562000.0,,,288000.0,,249466000.0
