symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
LUVE.MI,2019-12-31,12M,EUR,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,8000.0,,,,8000.0,,,,,,,,,,,,,1932000.0,,,211000.0,,,,,,,,2509000.0,,,,,,,,,,,,,,,,,,,,
LUVE.MI,2020-12-31,12M,EUR,80630000.0,59763000.0,-162253000.0,24762000.0,-10307000.0,0.0,8000.0,16113000.0,62704000.0,152679000.0,222937000.0,152679000.0,,62704000.0,146931000.0,12481000.0,353225000.0,4380000.0,81766000.0,86146000.0,198965000.0,16560000.0,54963000.0,94727000.0,70070000.0,320960000.0,0.0,-6948000.0,56647000.0,456801000.0,8000.0,11733000.0,228104000.0,239837000.0,,4941000.0,149656000.0,3993000.0,157191000.0,158707000.0,52204000.0,,14537000.0,5573000.0,7903000.0,22206341.0,36000.0,2523000.0,39764000.0,,207000.0,,4798000.0,60810000.0,3583000.0,70258000.0,89347000.0,19729000.0,,98013000.0,42005000.0,9226000.0,22234368.0,146931000.0,52204000.0,10259000.0,614777000.0,375035000.0,325983000.0,150924000.0,463853000.0,261552000.0,264888000.0,3919000.0,,28027.0,288000.0,5030000.0,154260000.0
LUVE.MI,2021-12-31,12M,EUR,114358000.0,74131000.0,-182109000.0,24762000.0,-10254000.0,0.0,8000.0,15242000.0,62704000.0,166328000.0,248274000.0,0.0,166328000.0,62704000.0,167501000.0,6416000.0,447715000.0,4455000.0,151271000.0,155726000.0,301633000.0,28125000.0,54987000.0,90517000.0,84385000.0,349703000.0,0.0,-7624000.0,111077000.0,521616000.0,8000.0,10787000.0,202844000.0,213631000.0,,5541000.0,161791000.0,4586000.0,187787000.0,167594000.0,76984000.0,6509000.0,13909000.0,5770000.0,6509000.0,22206341.0,64000.0,,35530000.0,8000.0,228000.0,,5939000.0,67872000.0,3437000.0,81946000.0,123383000.0,21748000.0,,113624000.0,81780000.0,23739000.0,22234368.0,167501000.0,76984000.0,10732000.0,712571000.0,370345000.0,369357000.0,172087000.0,540484000.0,264856000.0,238851000.0,3086000.0,,28027.0,288000.0,8796000.0,146082000.0
LUVE.MI,2022-12-31,12M,EUR,106587000.0,83265000.0,-200612000.0,24762000.0,-9483000.0,0.0,,15041000.0,62704000.0,177258000.0,290168000.0,10000000.0,167258000.0,62704000.0,206748000.0,12758000.0,534906000.0,5112000.0,103265000.0,108377000.0,255889000.0,35725000.0,64431000.0,98474000.0,92748000.0,389876000.0,13963000.0,-9207000.0,134237000.0,630214000.0,,9929000.0,320201000.0,330130000.0,,5492000.0,176783000.0,4712000.0,246208000.0,189264000.0,108274000.0,6992000.0,14955000.0,5299000.0,312000.0,22206341.0,131000.0,,34043000.0,141000.0,1331000.0,-1000.0,7629000.0,72546000.0,3353000.0,112910000.0,122967000.0,24533000.0,,127789000.0,95080000.0,47714000.0,22234368.0,206748000.0,108274000.0,9789000.0,831109000.0,526949000.0,438507000.0,211460000.0,619649000.0,296203000.0,363760000.0,8751000.0,7884000.0,28027.0,288000.0,12639000.0,279017000.0
LUVE.MI,2023-12-31,12M,EUR,95659000.0,87790000.0,-219196000.0,24762000.0,-10038000.0,0.0,,12067000.0,62704000.0,212059000.0,255346000.0,85499000.0,126560000.0,62704000.0,223677000.0,14147000.0,475183000.0,5147000.0,119005000.0,124152000.0,266396000.0,27444000.0,63961000.0,92863000.0,97828000.0,424608000.0,7100000.0,-10360000.0,110831000.0,592904000.0,,6920000.0,250222000.0,257142000.0,,5735000.0,185386000.0,5554000.0,157168000.0,205412000.0,130814000.0,11039000.0,14109000.0,5363000.0,276000.0,22206341.0,176000.0,,28902000.0,141000.0,,,12296000.0,78935000.0,4584000.0,43287000.0,116608000.0,25628000.0,,146140000.0,83748000.0,29745000.0,22234368.0,223677000.0,130814000.0,9356000.0,785466000.0,473899000.0,381294000.0,229231000.0,556235000.0,310283000.0,289839000.0,8653000.0,7490000.0,28027.0,288000.0,9999000.0,208787000.0
