symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfPPE,TaxesRefundPaid
OVS.MI,2020-01-31,12M,EUR,,,,-46441000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4364000.0,,0.0,,,,,
OVS.MI,2021-01-31,12M,EUR,,45656000.0,-40088000.0,,,31851000.0,-114881000.0,31851000.0,0.0,0.0,0.0,-113826000.0,206729000.0,206729000.0,77507000.0,25626000.0,5369000.0,16736000.0,891000.0,-51613000.0,-39232000.0,0.0,-1000000.0,0.0,-8607000.0,35037000.0,35108000.0,124579000.0,-38232000.0,45457000.0,68796000.0,-2169000.0,268000.0,-1000000.0,-40088000.0,0.0,,1856000.0,0.0
OVS.MI,2022-01-31,12M,EUR,19715000.0,77507000.0,-82291000.0,,,65643000.0,141680000.0,65643000.0,0.0,80606000.0,0.0,24426000.0,191665000.0,211380000.0,143150000.0,-234931000.0,302355000.0,-24343000.0,1114000.0,-86389000.0,-84072000.0,80606000.0,-2709000.0,80606000.0,5796000.0,48500000.0,48640000.0,-147277000.0,-81363000.0,384646000.0,66254000.0,,1690000.0,-2709000.0,-82291000.0,0.0,0.0,928000.0,-7428000.0
OVS.MI,2023-01-31,12M,EUR,19981000.0,143150000.0,-80672000.0,,-11330000.0,-37131000.0,-25537000.0,-37131000.0,-11330000.0,0.0,-24522000.0,16547000.0,204230000.0,224211000.0,106019000.0,-220135000.0,182098000.0,24421000.0,-1378000.0,-48535000.0,-79766000.0,0.0,837000.0,-24522000.0,-42745000.0,39202000.0,39572000.0,-58655000.0,-80603000.0,262770000.0,53062000.0,-5469000.0,1109000.0,,-80672000.0,-24522000.0,837000.0,69000.0,-10531000.0
OVS.MI,2024-01-31,12M,EUR,19735000.0,106019000.0,-95480000.0,,-16487000.0,-229000.0,28262000.0,-229000.0,-16487000.0,0.0,-31366000.0,19922000.0,207501000.0,227236000.0,105790000.0,-220497000.0,218798000.0,-9450000.0,-83000.0,-60434000.0,-94010000.0,0.0,0.0,-31366000.0,5388000.0,52303000.0,52374000.0,-15178000.0,-94010000.0,314278000.0,58680000.0,-3563000.0,1045000.0,,-95480000.0,-31366000.0,0.0,1470000.0,-6416000.0
OVS.MI,2024-01-31,TTM,EUR,19735000.0,106019000.0,-95480000.0,,-16487000.0,-229000.0,28262000.0,-229000.0,-16487000.0,0.0,-31366000.0,19922000.0,207501000.0,227236000.0,105790000.0,-220497000.0,218798000.0,-9450000.0,-83000.0,-60434000.0,-94010000.0,0.0,0.0,-31366000.0,5388000.0,52303000.0,52374000.0,-15178000.0,-94010000.0,314278000.0,58680000.0,-3563000.0,1045000.0,,-95480000.0,-31366000.0,0.0,1470000.0,-6416000.0
