symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
OVS.MI,2020-01-31,12M,EUR,,254559552.0,-0.550906,,,,254559552.0,-0.550906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29595000.0,29595000.0,,,,,,,,,,,,,
OVS.MI,2021-01-31,12M,EUR,19436000.0,239965792.0,0.147045,454393000.0,202886000.0,183450000.0,239965792.0,0.147045,35037000.0,-12624000.0,194105000.0,23699000.0,601781000.0,3843000.0,66094000.0,66094000.0,660000.0,660000.0,-71000.0,35037000.0,35037000.0,35108000.0,35037000.0,35037000.0,35108000.0,-68799000.0,-68799000.0,199916000.0,39453360.0,613546000.0,-11765000.0,1056174000.0,15920000.0,80599000.0,-646000.0,0.0,-78718000.0,454393000.0,206729000.0,,,,71186000.0,94885000.0,-5811000.0,-1394640.0,-113826000.0,0.24,1067939000.0,3365000.0,1056174000.0,-5811000.0,-5811000.0,2614000.0
OVS.MI,2022-01-31,12M,EUR,19715000.0,259441849.0,0.187,590411000.0,211380000.0,191665000.0,262162162.0,0.185,48500000.0,134814000.0,346194000.0,27440000.0,827023000.0,2534000.0,61748000.0,61748000.0,360000.0,360000.0,-140000.0,48500000.0,48500000.0,48640000.0,48500000.0,48500000.0,48640000.0,-66255000.0,-66255000.0,324769000.0,34230950.0,720115000.0,106908000.0,1417434000.0,16783000.0,93375000.0,-1088000.0,0.0,73066000.0,590411000.0,211380000.0,,,,90543000.0,117983000.0,-2918000.0,7155950.0,24426000.0,0.334,1310526000.0,4867000.0,1417434000.0,21425000.0,21425000.0,1472000.0
OVS.MI,2023-01-31,12M,EUR,19981000.0,283258689.0,0.138,684340000.0,224211000.0,204230000.0,283258689.0,0.138,39202000.0,104800000.0,329011000.0,32327000.0,905846000.0,1538000.0,48681000.0,48681000.0,379000.0,379000.0,-370000.0,39202000.0,39202000.0,39572000.0,39202000.0,39202000.0,39572000.0,-53055000.0,-53055000.0,367795000.0,66550321.388478,813180000.0,92666000.0,1590186000.0,12555000.0,113043000.0,-2257000.0,0.0,56119000.0,684340000.0,224211000.0,38212000.0,38212000.0,13889000.0,100229000.0,132556000.0,-14370000.0,-11435678.611522,16547000.0,0.294856,1497520000.0,4753000.0,1590186000.0,-38784000.0,-38784000.0,1200000.0
OVS.MI,2023-07-31,TTM,EUR,,276799116.0,0.137,,,,276799116.0,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVS.MI,2024-01-31,12M,EUR,19735000.0,,,665748000.0,227236000.0,207501000.0,,,52303000.0,127560000.0,354796000.0,33571000.0,949328000.0,5300000.0,55264000.0,55264000.0,285000.0,285000.0,-71000.0,52303000.0,52303000.0,52374000.0,52303000.0,52303000.0,52374000.0,-58680000.0,-58680000.0,362689000.0,58020992.447715,818740000.0,130588000.0,1615076000.0,13669000.0,101661000.0,-1627000.0,0.0,72296000.0,665748000.0,227236000.0,38500000.0,38500000.0,11911000.0,102965000.0,136536000.0,-17343000.0,-2175007.552285,19922000.0,0.275562,1484488000.0,3701000.0,1615076000.0,-7893000.0,-7893000.0,1759000.0
OVS.MI,2024-01-31,TTM,EUR,19735000.0,270413326.0,0.193,665748000.0,227236000.0,207501000.0,270413326.0,0.193,52303000.0,127560000.0,354796000.0,33571000.0,949328000.0,5300000.0,55264000.0,55264000.0,285000.0,285000.0,-71000.0,52303000.0,52303000.0,52374000.0,52303000.0,52303000.0,52374000.0,-58680000.0,-58680000.0,362689000.0,58020992.447715,818740000.0,130588000.0,1615076000.0,13669000.0,101661000.0,-1627000.0,0.0,72296000.0,665748000.0,227236000.0,38500000.0,38500000.0,11911000.0,102965000.0,136536000.0,-17343000.0,-2175007.552285,19922000.0,0.275562,1484488000.0,3701000.0,1615076000.0,-7893000.0,-7893000.0,1759000.0
