symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendPaidCFO,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
SRG.MI,2019-12-31,12M,EUR,66000000.0,1872000000.0,-954000000.0,,-746000000.0,979000000.0,-43000000.0,-237000000.0,-18000000.0,-28000000.0,38000000.0,-264000000.0,979000000.0,-746000000.0,-39000000.0,375000000.0,656000000.0,722000000.0,,134000000.0,2851000000.0,497000000.0,532000000.0,6000000.0,8000000.0,-185000000.0,11000000.0,-1004000000.0,2877000000.0,2877000000.0,-2070000000.0,-41000000.0,-39000000.0,1090000000.0,1090000000.0,-102000000.0,-9000000.0,1285000000.0,807000000.0,3000000.0,-29000000.0,-852000000.0,478000000.0,1486000000.0,186000000.0,-18000000.0,-41000000.0,-102000000.0,-45000000.0,-852000000.0,-2070000000.0,-39000000.0,36000000.0,,36000000.0,,-387000000.0
SRG.MI,2020-12-31,12M,EUR,81000000.0,2851000000.0,-1166000000.0,,-779000000.0,193000000.0,-23000000.0,-44000000.0,-9000000.0,138000000.0,-308000000.0,-224000000.0,193000000.0,-779000000.0,-114000000.0,370000000.0,681000000.0,762000000.0,,241000000.0,3044000000.0,233000000.0,431000000.0,11000000.0,,-155000000.0,22000000.0,-1637000000.0,1684000000.0,1684000000.0,-2091000000.0,-30000000.0,-114000000.0,1101000000.0,1101000000.0,-165000000.0,-438000000.0,1133000000.0,-407000000.0,-5000000.0,-5000000.0,-999000000.0,1540000000.0,1597000000.0,142000000.0,-9000000.0,-30000000.0,-165000000.0,-620000000.0,-1001000000.0,-2091000000.0,-114000000.0,,,182000000.0,2000000.0,-428000000.0
SRG.MI,2021-12-31,12M,EUR,100000000.0,3044000000.0,-1244000000.0,,-811000000.0,-1707000000.0,-11000000.0,-102000000.0,-7000000.0,709000000.0,-1173000000.0,-613000000.0,-1707000000.0,,-5000000.0,115000000.0,709000000.0,809000000.0,,199000000.0,1337000000.0,-1367000000.0,94000000.0,13000000.0,,-115000000.0,28000000.0,-1678000000.0,1600000000.0,1600000000.0,-1295000000.0,0.0,-5000000.0,1496000000.0,1500000000.0,-148000000.0,-446000000.0,-584000000.0,305000000.0,40000000.0,12000000.0,-1096000000.0,-889000000.0,1338000000.0,99000000.0,,0.0,-148000000.0,-524000000.0,-1096000000.0,-1295000000.0,-5000000.0,,,78000000.0,0.0,-407000000.0
SRG.MI,2022-09-30,TTM,EUR,,,-1259000000.0,,,-1150000000.0,,,,,,936000000.0,-1150000000.0,,,,641000000.0,741000000.0,,,,-2571000000.0,1445000000.0,305000000.0,,,,-1283000000.0,,,,221000000.0,,1491000000.0,1256000000.0,,-265000000.0,,,-1164000000.0,,,,2704000000.0,,,,,,,,,,,,,
SRG.MI,2022-12-31,12M,EUR,120000000.0,1337000000.0,-1322000000.0,,-866000000.0,420000000.0,-3064000000.0,6865000000.0,,151000000.0,-1549000000.0,2408000000.0,420000000.0,,-3000000.0,378000000.0,747000000.0,867000000.0,,108000000.0,1757000000.0,-2321000000.0,2787000000.0,24000000.0,,-123000000.0,12000000.0,-1368000000.0,2269000000.0,2269000000.0,-1821000000.0,-458000000.0,-3000000.0,671000000.0,672000000.0,-179000000.0,208000000.0,-1440000000.0,448000000.0,-4000000.0,197000000.0,-1136000000.0,-1888000000.0,4109000000.0,112000000.0,,-458000000.0,-180000000.0,-18000000.0,-1142000000.0,-1821000000.0,-3000000.0,,1000000.0,226000000.0,6000000.0,-482000000.0
SRG.MI,2023-12-31,TTM,EUR,644000000.0,,-1796000000.0,-1796000000.0,,-375000000.0,,,,,,-2237000000.0,,,,,,,-249000000.0,,,,-1931000000.0,,,,,,,,,-181000000.0,,1135000000.0,1145000000.0,,27000000.0,2939000000.0,,,,,,-135000000.0,,,-402000000.0,,,,,,,,,,
SRG.MI,2024-03-31,TTM,EUR,168000000.0,,-1938000000.0,,,1017000000.0,,,,,,-2110000000.0,1017000000.0,,,,,954000000.0,,,,2936000000.0,-1878000000.0,59000000.0,,,,-1979000000.0,,,,-177000000.0,,1166000000.0,1175000000.0,,,,,947000000.0,16000000.0,,,60000000.0,,,,,,,,,,,,,
