asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,AverageDilutionEarnings,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,DividendsPayable,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,487000000.0,1217000000.0,-9529000000.0,,-102000000.0,66000000.0,66000000.0,10000000.0,39000000.0,3000000.0,3300593207.0,,1872000000.0,504000000.0,-954000000.0,21000000.0,2736000000.0,2851000000.0,2851000000.0,-746000000.0,979000000.0,-43000000.0,-237000000.0,-18000000.0,-28000000.0,38000000.0,-264000000.0,979000000.0,2736000000.0,-746000000.0,6255000000.0,-39000000.0,940000000.0,248000000.0,4394000000.0,6000000.0,4125000000.0,4131000000.0,6064000000.0,375000000.0,656000000.0,722000000.0,722000000.0,656000000.0,56000000.0,3386571782.0,,1093000000.0,134000000.0,313000000.0,1666000000.0,2388000000.0,2851000000.0,,497000000.0,19000000.0,532000000.0,6000000.0,8000000.0,51000000.0,990000000.0,1319000000.0,25968000000.0,2417000000.0,,30000000.0,201000000.0,201000000.0,9000000.0,9000000.0,-185000000.0,11000000.0,112000000.0,21008000000.0,-1004000000.0,39000000.0,2877000000.0,176000000.0,,15000000.0,10628000000.0,10643000000.0,2877000000.0,-2070000000.0,1787000000.0,713000000.0,23933000000.0,,3000000.0,,-41000000.0,-39000000.0,11902000000.0,1090000000.0,1090000000.0,1090000000.0,1090000000.0,1090000000.0,1090000000.0,1090000000.0,-102000000.0,-202000000.0,-9000000.0,1285000000.0,807000000.0,-202000000.0,3000000.0,-29000000.0,16439000000.0,-852000000.0,478000000.0,5265000000.0,6000000.0,23000000.0,129000000.0,46000000.0,13000000.0,2393000000.0,1093720000.0,1486000000.0,961000000.0,1456000000.0,2665000000.0,3292427996.0,10000000.0,64000000.0,618000000.0,939000000.0,41000000.0,186000000.0,366000000.0,151000000.0,33000000.0,1001000000.0,415000000.0,153000000.0,,9000000.0,0.0,1836000000.0,-18000000.0,,6000000.0,1465000000.0,0.0,-41000000.0,-102000000.0,-45000000.0,-852000000.0,93000000.0,248000000.0,722000000.0,26000000.0,26000000.0,-2070000000.0,-39000000.0,3290000000.0,36000000.0,,36000000.0,,3394840916.0,-4000000.0,6255000000.0,5265000000.0,-1280000.0,375000000.0,0.256,35000000.0,-387000000.0,24066000000.0,16883000000.0,14774000000.0,6258000000.0,1209000000.0,17808000000.0,19672000000.0,11744000000.0,1452000000.0,10000000.0,2665000000.0,35000000.0,-5000000.0,-5000000.0,,102412920.0,389000000.0,-1670000000.0,-35000000.0
2020-12-31,12M,EUR,639000000.0,1551000000.0,-10189000000.0,611000000.0,-102000000.0,81000000.0,81000000.0,,114000000.0,3000000.0,3272020890.0,0.336,2851000000.0,518000000.0,-1166000000.0,21000000.0,2736000000.0,3044000000.0,3045000000.0,-779000000.0,193000000.0,-23000000.0,-44000000.0,-9000000.0,138000000.0,-308000000.0,-224000000.0,193000000.0,2736000000.0,-779000000.0,6469000000.0,-114000000.0,1142000000.0,318000000.0,4958000000.0,6000000.0,5599000000.0,5605000000.0,7706000000.0,370000000.0,681000000.0,762000000.0,762000000.0,681000000.0,34000000.0,3358022355.0,0.329,1104000000.0,241000000.0,326000000.0,1636000000.0,2398000000.0,3044000000.0,11923262408.0,233000000.0,18000000.0,431000000.0,11000000.0,,60000000.0,1125000000.0,1653000000.0,27004000000.0,2435000000.0,,11000000.0,165000000.0,165000000.0,24000000.0,24000000.0,-155000000.0,22000000.0,98000000.0,22385000000.0,-1637000000.0,114000000.0,1684000000.0,178000000.0,,15000000.0,10317000000.0,10332000000.0,1684000000.0,-2091000000.0,1923000000.0,798000000.0,24717000000.0,15046262408.0,3000000.0,,-30000000.0,-114000000.0,12872000000.0,1101000000.0,1101000000.0,1101000000.0,1101000000.0,1101000000.0,1101000000.0,1101000000.0,-165000000.0,-148000000.0,-438000000.0,1133000000.0,-407000000.0,-148000000.0,-5000000.0,-5000000.0,16815000000.0,-999000000.0,1540000000.0,5344000000.0,2000000.0,23000000.0,113000000.0,40000000.0,27000000.0,2433000000.0,1127110000.0,1597000000.0,1030000000.0,1405000000.0,2753000000.0,3270215694.0,36000000.0,53000000.0,495000000.0,1065000000.0,,142000000.0,384000000.0,178000000.0,75000000.0,1064000000.0,449000000.0,136000000.0,1000000.0,14000000.0,0.0,2039000000.0,-9000000.0,,13000000.0,1471000000.0,0.0,-30000000.0,-165000000.0,-620000000.0,-1001000000.0,80000000.0,318000000.0,762000000.0,22000000.0,22000000.0,-2091000000.0,-114000000.0,3599000000.0,,,182000000.0,2000000.0,3360857809.0,-25000000.0,6469000000.0,5344000000.0,-8890000.0,370000000.0,0.254,79000000.0,-428000000.0,25675000000.0,16786000000.0,15937000000.0,6472000000.0,1348000000.0,19203000000.0,20717000000.0,11497000000.0,,7000000.0,2753000000.0,10000000.0,-35000000.0,-35000000.0,,90642115.0,361000000.0,-2748000000.0,2000000.0
2021-12-31,12M,EUR,1348000000.0,2729000000.0,-10707000000.0,611000000.0,-85000000.0,100000000.0,100000000.0,,96000000.0,3000000.0,3270833636.0,0.457,3044000000.0,555000000.0,-1244000000.0,20000000.0,2736000000.0,1337000000.0,1337000000.0,-811000000.0,-1707000000.0,-11000000.0,-102000000.0,-7000000.0,709000000.0,-1173000000.0,-613000000.0,-1707000000.0,2736000000.0,,7203000000.0,-5000000.0,1340000000.0,747000000.0,5079000000.0,6000000.0,4975000000.0,4981000000.0,7973000000.0,115000000.0,709000000.0,809000000.0,809000000.0,709000000.0,1000000.0,3357002275.0,0.447,1499000000.0,199000000.0,343000000.0,1734000000.0,2543000000.0,1337000000.0,15443198379.0,-1367000000.0,32000000.0,94000000.0,13000000.0,,60000000.0,1167000000.0,2814000000.0,27911000000.0,2538000000.0,,11000000.0,119000000.0,119000000.0,29000000.0,29000000.0,-115000000.0,28000000.0,121000000.0,22541000000.0,-1678000000.0,96000000.0,1600000000.0,181000000.0,,14000000.0,10363000000.0,10377000000.0,1600000000.0,-1295000000.0,2560000000.0,782000000.0,25429000000.0,17343198379.0,37000000.0,-4000000.0,0.0,-5000000.0,14001000000.0,1496000000.0,1496000000.0,1500000000.0,1496000000.0,1496000000.0,1500000000.0,1500000000.0,-148000000.0,-102000000.0,-446000000.0,-584000000.0,305000000.0,-102000000.0,40000000.0,12000000.0,17204000000.0,-1096000000.0,-889000000.0,6036000000.0,,302000000.0,35000000.0,36000000.0,27000000.0,2568000000.0,1519125000.0,1338000000.0,1090000000.0,1448000000.0,3285000000.0,3270883473.0,29000000.0,39000000.0,,1107000000.0,,99000000.0,425000000.0,703000000.0,61000000.0,1198000000.0,406000000.0,608000000.0,,14000000.0,0.0,2944000000.0,,7000000.0,33000000.0,1615000000.0,0.0,0.0,-148000000.0,-524000000.0,-1096000000.0,89000000.0,747000000.0,809000000.0,16000000.0,16000000.0,-1295000000.0,-5000000.0,4270000000.0,,,78000000.0,0.0,3359439701.0,-25000000.0,7203000000.0,6036000000.0,-1875000.0,115000000.0,0.075,222000000.0,-407000000.0,27161000000.0,17566000000.0,15358000000.0,7240000000.0,1837000000.0,19921000000.0,22082000000.0,11948000000.0,,12000000.0,3285000000.0,55000000.0,-25000000.0,-25000000.0,14000000.0,88556228.0,354000000.0,-2894000000.0,
2022-12-31,12M,EUR,1546000000.0,4244000000.0,-11467000000.0,611000000.0,-100000000.0,120000000.0,120000000.0,67000000.0,175000000.0,,3336596674.0,0.201,1337000000.0,570000000.0,-1322000000.0,33000000.0,2736000000.0,1757000000.0,1757000000.0,-866000000.0,420000000.0,-3064000000.0,6865000000.0,,151000000.0,-1549000000.0,2408000000.0,420000000.0,2736000000.0,,7468000000.0,-3000000.0,1689000000.0,901000000.0,67000000.0,7000000.0,2516000000.0,2523000000.0,469000000.0,378000000.0,747000000.0,867000000.0,867000000.0,747000000.0,,3339548370.0,0.201,671000000.0,108000000.0,369000000.0,1202000000.0,2069000000.0,1757000000.0,27995356265.0,-2321000000.0,2369000000.0,2787000000.0,24000000.0,,96000000.0,1321000000.0,4344000000.0,33000000.0,2595000000.0,2000000.0,23000000.0,152000000.0,152000000.0,12000000.0,12000000.0,-123000000.0,12000000.0,3202000000.0,19358000000.0,-1368000000.0,175000000.0,2269000000.0,209000000.0,17000000.0,33000000.0,11890000000.0,11923000000.0,2269000000.0,-1821000000.0,2313000000.0,574000000.0,26363000000.0,15173356265.0,56000000.0,-1000000.0,-458000000.0,-3000000.0,11890000000.0,671000000.0,671000000.0,672000000.0,671000000.0,671000000.0,672000000.0,672000000.0,-179000000.0,-140000000.0,208000000.0,-1440000000.0,448000000.0,-140000000.0,-4000000.0,197000000.0,17859000000.0,-1136000000.0,-1888000000.0,6147000000.0,,331000000.0,51000000.0,27000000.0,23000000.0,2120000000.0,704762000.0,4109000000.0,1216000000.0,1379000000.0,3496000000.0,3352756372.0,72000000.0,831000000.0,,1227000000.0,,112000000.0,363000000.0,2155000000.0,105000000.0,469000000.0,33000000.0,345000000.0,,28000000.0,0.0,469000000.0,,8000000.0,63000000.0,1050000000.0,0.0,-458000000.0,-180000000.0,-18000000.0,-1142000000.0,833000000.0,901000000.0,867000000.0,26000000.0,26000000.0,-1821000000.0,-3000000.0,4124000000.0,,1000000.0,226000000.0,6000000.0,3360857809.0,-51000000.0,7468000000.0,6147000000.0,-17238000.0,378000000.0,0.338,87000000.0,-482000000.0,22098000000.0,19358000000.0,11923000000.0,7524000000.0,2117000000.0,14574000000.0,22031000000.0,14105000000.0,,,3496000000.0,50000000.0,-51000000.0,-51000000.0,,8101437.0,33000000.0,-402000000.0,
2023-12-31,12M,EUR,,,,,,,,,,,,0.338527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338527,,,,,,,30216080911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15607080911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
