symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,Depreciation,DepreciationAndAmortization,DividendPaidCFO,DividendReceivedCFO,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetBusinessPurchaseAndSale,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetOtherFinancingCharges,NetOtherInvestingChanges,OperatingCashFlow,PurchaseOfBusiness
SRG.MI,2022-09-30,TTM,EUR,,-1259000000.0,,-1150000000.0,936000000.0,-1150000000.0,641000000.0,741000000.0,,,-2571000000.0,1445000000.0,305000000.0,-1283000000.0,221000000.0,1491000000.0,1256000000.0,-265000000.0,,-1164000000.0,,2704000000.0,
SRG.MI,2022-12-31,3M,EUR,,-472000000.0,,992000000.0,1321000000.0,992000000.0,421000000.0,541000000.0,,,-122000000.0,1090000000.0,-357000000.0,-448000000.0,-247000000.0,-264000000.0,-303000000.0,21000000.0,,2189000000.0,243000000.0,1562000000.0,-95000000.0
SRG.MI,2023-03-31,3M,EUR,,-295000000.0,-295000000.0,-1220000000.0,-357000000.0,-1220000000.0,150000000.0,150000000.0,,1000000.0,-661000000.0,-71000000.0,122000000.0,-783000000.0,-411000000.0,304000000.0,308000000.0,1000000.0,,-659000000.0,-78000000.0,224000000.0,-411000000.0
SRG.MI,2023-06-30,3M,EUR,,-440000000.0,,112000000.0,-1530000000.0,112000000.0,236000000.0,305000000.0,,120000000.0,1296000000.0,-1383000000.0,-192000000.0,-241000000.0,401000000.0,394000000.0,402000000.0,-256000000.0,,663000000.0,50000000.0,-943000000.0,401000000.0
SRG.MI,2023-09-30,3M,EUR,,-434000000.0,,177000000.0,117000000.0,177000000.0,-52000000.0,-121000000.0,,,-136000000.0,294000000.0,484000000.0,-415000000.0,-236000000.0,349000000.0,351000000.0,276000000.0,,503000000.0,-17000000.0,728000000.0,-1000000.0
SRG.MI,2023-12-31,3M,EUR,,-627000000.0,,556000000.0,-467000000.0,556000000.0,452000000.0,591000000.0,,,1492000000.0,-771000000.0,-409000000.0,-792000000.0,-337000000.0,88000000.0,84000000.0,99000000.0,,-506000000.0,72000000.0,-144000000.0,-823000000.0
SRG.MI,2023-12-31,TTM,EUR,644000000.0,-1796000000.0,-1796000000.0,-375000000.0,-2237000000.0,,,,-249000000.0,,,-1931000000.0,,,-181000000.0,1135000000.0,1145000000.0,27000000.0,2939000000.0,,,-135000000.0,-402000000.0
SRG.MI,2024-03-31,TTM,EUR,168000000.0,-1938000000.0,,1017000000.0,-2110000000.0,1017000000.0,,954000000.0,,,2936000000.0,-1878000000.0,59000000.0,-1979000000.0,-177000000.0,1166000000.0,1175000000.0,,,947000000.0,16000000.0,60000000.0,
