symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,DividendsPayable,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
SRG.MI,2019-12-31,12M,EUR,487000000.0,1217000000.0,-9529000000.0,,-102000000.0,10000000.0,39000000.0,504000000.0,21000000.0,2736000000.0,2851000000.0,2851000000.0,2736000000.0,6255000000.0,940000000.0,4394000000.0,6000000.0,4125000000.0,4131000000.0,6064000000.0,56000000.0,313000000.0,19000000.0,51000000.0,990000000.0,1319000000.0,25968000000.0,,112000000.0,21008000000.0,39000000.0,176000000.0,,15000000.0,10628000000.0,10643000000.0,1787000000.0,713000000.0,23933000000.0,3000000.0,11902000000.0,16439000000.0,5265000000.0,6000000.0,23000000.0,129000000.0,46000000.0,13000000.0,3292427996.0,10000000.0,64000000.0,618000000.0,939000000.0,41000000.0,366000000.0,151000000.0,1001000000.0,415000000.0,153000000.0,,1836000000.0,,6000000.0,0.0,93000000.0,3290000000.0,3394840916.0,6255000000.0,5265000000.0,35000000.0,24066000000.0,16883000000.0,14774000000.0,6258000000.0,17808000000.0,19672000000.0,11744000000.0,35000000.0,,102412920.0,389000000.0,-1670000000.0
SRG.MI,2020-12-31,12M,EUR,639000000.0,1551000000.0,-10189000000.0,611000000.0,-102000000.0,,114000000.0,518000000.0,21000000.0,2736000000.0,3044000000.0,3045000000.0,2736000000.0,6469000000.0,1142000000.0,4958000000.0,6000000.0,5599000000.0,5605000000.0,7706000000.0,34000000.0,326000000.0,18000000.0,60000000.0,1125000000.0,1653000000.0,27004000000.0,,98000000.0,22385000000.0,114000000.0,178000000.0,,15000000.0,10317000000.0,10332000000.0,1923000000.0,798000000.0,24717000000.0,3000000.0,12872000000.0,16815000000.0,5344000000.0,2000000.0,23000000.0,113000000.0,40000000.0,27000000.0,3270215694.0,36000000.0,53000000.0,495000000.0,1065000000.0,,384000000.0,178000000.0,1064000000.0,449000000.0,136000000.0,1000000.0,2039000000.0,,13000000.0,0.0,80000000.0,3599000000.0,3360857809.0,6469000000.0,5344000000.0,79000000.0,25675000000.0,16786000000.0,15937000000.0,6472000000.0,19203000000.0,20717000000.0,11497000000.0,10000000.0,,90642115.0,361000000.0,-2748000000.0
SRG.MI,2021-12-31,12M,EUR,1348000000.0,2729000000.0,-10707000000.0,611000000.0,-85000000.0,,96000000.0,555000000.0,20000000.0,2736000000.0,1337000000.0,1337000000.0,2736000000.0,7203000000.0,1340000000.0,5079000000.0,6000000.0,4975000000.0,4981000000.0,7973000000.0,1000000.0,343000000.0,32000000.0,60000000.0,1167000000.0,2814000000.0,27911000000.0,,121000000.0,22541000000.0,96000000.0,181000000.0,,14000000.0,10363000000.0,10377000000.0,2560000000.0,782000000.0,25429000000.0,37000000.0,14001000000.0,17204000000.0,6036000000.0,,302000000.0,35000000.0,36000000.0,27000000.0,3270883473.0,29000000.0,39000000.0,,1107000000.0,,425000000.0,703000000.0,1198000000.0,406000000.0,608000000.0,,2944000000.0,7000000.0,33000000.0,0.0,89000000.0,4270000000.0,3359439701.0,7203000000.0,6036000000.0,222000000.0,27161000000.0,17566000000.0,15358000000.0,7240000000.0,19921000000.0,22082000000.0,11948000000.0,55000000.0,14000000.0,88556228.0,354000000.0,-2894000000.0
SRG.MI,2022-12-31,12M,EUR,1546000000.0,4244000000.0,-11467000000.0,611000000.0,-100000000.0,67000000.0,175000000.0,570000000.0,33000000.0,2736000000.0,1757000000.0,1757000000.0,2736000000.0,7468000000.0,1689000000.0,67000000.0,7000000.0,2516000000.0,2523000000.0,469000000.0,,369000000.0,2369000000.0,96000000.0,1321000000.0,4344000000.0,33000000.0,2000000.0,3202000000.0,19358000000.0,175000000.0,209000000.0,17000000.0,33000000.0,11890000000.0,11923000000.0,2313000000.0,574000000.0,26363000000.0,56000000.0,11890000000.0,17859000000.0,6147000000.0,,331000000.0,51000000.0,27000000.0,23000000.0,3352756372.0,72000000.0,831000000.0,,1227000000.0,,363000000.0,2155000000.0,469000000.0,33000000.0,345000000.0,,469000000.0,8000000.0,63000000.0,0.0,833000000.0,4124000000.0,3360857809.0,7468000000.0,6147000000.0,87000000.0,22098000000.0,19358000000.0,11923000000.0,7524000000.0,14574000000.0,22031000000.0,14105000000.0,50000000.0,,8101437.0,33000000.0,-402000000.0
