asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,IssuanceOfCapitalStock,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfInvestment,ShareIssued,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
2022-11-30,3M,EUR,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,-7000.0,-7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2023-02-28,3M,EUR,,,-587318000.0,-2203000.0,0.0,,,,669973000.0,,449735000.0,,,,0.0,66653000.0,,,,,,,,,,0.0,0.0,2991000.0,,,70214000.0,0.0,70214000.0,,,,,,,,0.0,,,,,,,,,457625000.0,,,,68284000.0,,,,,,,,-12474000.0,,,,0.0,379521000.0,379521000.0,,,,0.0,,,0.0,,,,,,,,,,,,-8000.0,-8000.0,,,,,,,,,,3019000.0,,,,,,,,,,13000.0,5416000.0,,,,,,,46158000.0,,15492000.0,60281000.0,,,176000.0,,,0.0,,,-20000000.0,,881000.0,,,0.0,,,,,,,,,,,,449735000.0,,,,,,,,,,600000.0,
2023-05-31,3M,EUR,598227000.0,48887000.0,,,,20098621.0,-0.777914,66653000.0,,-5660000.0,,4140000.0,72198000.0,72198000.0,,,5545000.0,-52312000.0,123000.0,2599000.0,17194000.0,-32396000.0,5544000.0,4140000.0,108822000.0,0.0,,,508316000.0,660820000.0,,0.0,0.0,954919000.0,1067000.0,0.0,26391000.0,26391000.0,26298000.0,26298000.0,,20098621.0,-0.777914,-15635000.0,-11677000.0,14714000.0,72198000.0,528409892.0,-17579000.0,,-27262000.0,196110000.0,244673000.0,,482642000.0,65442000.0,3037000.0,3037000.0,499000.0,499000.0,-2682000.0,,498344000.0,108822000.0,44725000.0,0.0,,,11348000.0,73141000.0,205608892.0,,0.0,0.0,0.0,-15635000.0,-15635000.0,-14714000.0,-921000.0,-15635000.0,-14714000.0,-15634000.0,-15635000.0,-3781000.0,-2538000.0,50385000.0,,,-2538000.0,-259000.0,,482642000.0,-1879000.0,-135851000.0,45113000.0,3946000.0,11333000.0,,14714000.0,-14714000.0,-21602000.0,77797000.0,-12355000.0,573758000.0,20098621.0,1000.0,36192000.0,283946000.0,,48563000.0,2719000.0,25474000.0,1002000.0,179000.0,836000.0,,482642000.0,,,0.0,599268000.0,,,-14714000.0,,0.0,-3781000.0,,-1879000.0,,508316000.0,26391000.0,,15507000.0,50385000.0,20098621.0,108822000.0,-135851000.0,0.0,0.0,5199000.0,0.0,1458722000.0,108822000.0,0.0,108822000.0,586113000.0,1349900000.0,797902000.0,394981000.0,-12176000.0,573758000.0,1041000.0,,,-294099000.0
2023-08-31,3M,EUR,516955000.0,63874000.0,-633607000.0,-1563000.0,,,,72198000.0,683292000.0,-7540000.0,428965000.0,4140000.0,79694000.0,79694000.0,,79694000.0,7496000.0,44486000.0,55959000.0,-86852000.0,-14987000.0,-1394000.0,7496000.0,4140000.0,107734000.0,0.0,,1027000.0,486519000.0,630072000.0,70209000.0,,70209000.0,930341000.0,1073000.0,,19877000.0,27107000.0,27107000.0,19877000.0,,,,8575000.0,3257000.0,30364000.0,79694000.0,529816796.0,-27179000.0,466378000.0,24520000.0,196110000.0,248802000.0,65437000.0,1107467000.0,152120000.0,-2638000.0,-2638000.0,233000.0,233000.0,-2531000.0,-13548000.0,453858000.0,107734000.0,2615000.0,0.0,358756000.0,358756000.0,11028000.0,164243000.0,207015796.0,,,0.0,0.0,8575000.0,8575000.0,8575000.0,,8575000.0,8575000.0,8575000.0,8575000.0,-4556000.0,-2852000.0,10155000.0,,,-2852000.0,-1193000.0,,473860000.0,-2984000.0,-141068000.0,44879000.0,4078000.0,11667000.0,3081000.0,30364000.0,8575000.0,32060000.0,138923000.0,13197000.0,638639000.0,20098621.0,,1682000.0,1000.0,2495000.0,52692000.0,2974000.0,9692000.0,27000.0,185000.0,10237000.0,54784000.0,258905000.0,10177000.0,,0.0,645096000.0,0.0,5522000.0,5895000.0,0.0,0.0,-4556000.0,,-2984000.0,1028000.0,486519000.0,27107000.0,,14042000.0,10155000.0,20698621.0,107734000.0,-141068000.0,0.0,0.24,13680000.0,0.0,1423631000.0,107734000.0,428965000.0,107734000.0,625442000.0,1315897000.0,793559000.0,385556000.0,8747000.0,638639000.0,73357000.0,,600000.0,-300269000.0
2023-11-30,3M,EUR,636946000.0,76177000.0,,,2600000.0,,,79694000.0,,-16067000.0,,4140000.0,104777000.0,104777000.0,0.0,,25083000.0,-49619000.0,-30797000.0,123785000.0,-12303000.0,31066000.0,25083000.0,4140000.0,95653000.0,0.0,,,675525000.0,711603000.0,,,,1024801000.0,1954000.0,,33696000.0,26466000.0,26466000.0,33696000.0,,,,-14303000.0,17021000.0,43487000.0,104777000.0,532369437.0,-17088000.0,,46830000.0,188911000.0,237150000.0,,474469000.0,23006000.0,8518000.0,8518000.0,221000.0,221000.0,-2919000.0,,503477000.0,95653000.0,-20726000.0,0.0,,,10492000.0,80785000.0,183098437.0,,,-4500000.0,0.0,-14303000.0,-14303000.0,5823000.0,,-14303000.0,5823000.0,5823000.0,-14303000.0,-2371000.0,-2574000.0,0.0,,,-2574000.0,-608000.0,,474469000.0,-13696000.0,-141497000.0,45112000.0,3923000.0,10462000.0,,43487000.0,5823000.0,62897000.0,16661000.0,6345000.0,698531000.0,20098621.0,,18849000.0,306305000.0,,48239000.0,3094000.0,27871000.0,652000.0,97000.0,-6869000.0,,393684000.0,,,0.0,637987000.0,,,8503000.0,,-4500000.0,-2371000.0,,-13696000.0,,675525000.0,26466000.0,,-258000.0,0.0,20098621.0,95653000.0,-141497000.0,0.0,0.24,5723000.0,0.0,1496205000.0,95653000.0,,95653000.0,692186000.0,1400552000.0,784602000.0,375751000.0,11077000.0,698531000.0,1041000.0,,,-313198000.0
2024-02-29,3M,EUR,552779000.0,52784000.0,-680741000.0,-1611000.0,1839000.0,,,104777000.0,699341000.0,-10982000.0,411917000.0,4140000.0,105598000.0,105892000.0,0.0,105598000.0,821000.0,67317000.0,-13747000.0,-86737000.0,30515000.0,-2652000.0,821000.0,4140000.0,96842000.0,,,2264000.0,477747000.0,621815000.0,70866000.0,,70866000.0,974770000.0,1799000.0,,12234000.0,27659000.0,27659000.0,12234000.0,1094000.0,,,3967000.0,1246000.0,28905000.0,105598000.0,533865992.0,-18861000.0,447382000.0,23537000.0,249591000.0,325864000.0,54395000.0,1142170000.0,230736000.0,-7781000.0,-7781000.0,259000.0,259000.0,-2309000.0,-13751000.0,435764000.0,96842000.0,-14837000.0,,341051000.0,341051000.0,12511000.0,171326000.0,184594992.0,19000.0,,-4015000.0,,3967000.0,3967000.0,-393000.0,4360000.0,3967000.0,-393000.0,-16159000.0,3967000.0,-9963000.0,-2247000.0,0.0,,,-2247000.0,24000.0,160000.0,461429000.0,-1019000.0,-229022000.0,39159000.0,8218000.0,11578000.0,3198000.0,28905000.0,-393000.0,34519000.0,208413000.0,22323000.0,708483000.0,20329845.0,,2863000.0,,3287000.0,76273000.0,18287000.0,8340000.0,26000.0,194000.0,19109000.0,62559000.0,269239000.0,15554000.0,294000.0,0.0,634050000.0,0.0,,9027000.0,0.0,-4015000.0,-9963000.0,0.0,-1019000.0,2133000.0,477747000.0,27659000.0,,3675000.0,0.0,20698621.0,96842000.0,-229022000.0,0.0,0.24,5404000.0,-562000.0,1471060000.0,96842000.0,411917000.0,96861000.0,686160000.0,1374199000.0,849245000.0,399429000.0,11274000.0,708483000.0,18712000.0,10000000.0,368776.0,-352955000.0
2024-05-31,3M,EUR,535194000.0,51989000.0,,,1279000.0,20329845.0,-0.608809,105598000.0,,-8891000.0,,4140000.0,54593000.0,54593000.0,,,-51005000.0,-44075000.0,20068000.0,-12110000.0,795000.0,-35322000.0,-51005000.0,4140000.0,86876000.0,,,,462181000.0,616832000.0,,,,977600000.0,1676000.0,0.0,27373000.0,27373000.0,27373000.0,27373000.0,,20329845.0,-0.608809,-12377000.0,-8393000.0,18980000.0,54593000.0,502614601.0,-17405000.0,,-28044000.0,249591000.0,322849000.0,,441587000.0,71698000.0,3659000.0,3659000.0,99000.0,99000.0,-2949000.0,,479839000.0,86876000.0,-14447000.0,,,,12501000.0,73105000.0,196589601.0,31000.0,-12000.0,-5556000.0,,-12377000.0,-12377000.0,-12052000.0,-313000.0,-12377000.0,-12064000.0,-12365000.0,-12365000.0,-5328000.0,-3560000.0,0.0,,,-3560000.0,-172000.0,,441587000.0,-3563000.0,-235973000.0,39159000.0,8218000.0,10828000.0,,18980000.0,-12064000.0,-19153000.0,80523000.0,-8825000.0,533879000.0,20329845.0,,24081000.0,331385000.0,,73258000.0,4138000.0,22405000.0,652000.0,333000.0,1860000.0,,368482000.0,,,0.0,536235000.0,,,-12052000.0,,-5556000.0,-5328000.0,0.0,-3563000.0,,462181000.0,27373000.0,,-8691000.0,0.0,20698621.0,86876000.0,-235973000.0,0.0,0.0,5051000.0,0.0,1442832000.0,86876000.0,,86907000.0,542704000.0,1355925000.0,826000000.0,378325000.0,-8492000.0,533879000.0,1041000.0,,368776.0,-360768000.0
