asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,IssuanceOfCapitalStock,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2020-02-29,12M,EUR,,,,,,,,,,,,,,,,,-21400000.0,,,,,,,,,,-21400000.0,,0.0,,,,,,9520000.0,,910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,31643000.0,,,,,,,0.0,,,,,,,,,,,,-3223000.0,-3223000.0,,,,,,,,,,,,,,,,,,,68000.0,,,,,,,,,,,,,,,,24000.0,,,-11964000.0,,,,,,,11309000.0,11309000.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7782000.0,,,0.0
2021-02-28,12M,EUR,505066000.0,65314000.0,-413224000.0,-3040000.0,7124000.0,7124000.0,,20016000.0,2.68,96712000.0,562240000.0,-32433000.0,458609000.0,4053000.0,219366000.0,219366000.0,,219366000.0,122654000.0,-2265000.0,52039000.0,26333000.0,-14026000.0,62081000.0,122654000.0,4053000.0,,153295000.0,3304000.0,,9133000.0,2212387000.0,675802000.0,60362000.0,9659000.0,70021000.0,962000.0,848644000.0,754000.0,5365000.0,83071000.0,90195000.0,90195000.0,83071000.0,91000.0,20016000.0,2.68,53550000.0,60922000.0,151117000.0,219366000.0,718892415.0,-47426000.0,382747000.0,178498000.0,,,48541000.0,195238000.0,228165000.0,68354000.0,936372000.0,472837000.0,991000.0,2007000.0,2007000.0,1000.0,1000.0,-12359000.0,-11425000.0,372053000.0,202022000.0,-40851000.0,3304000.0,398247000.0,39068000.0,437315000.0,20752000.0,147358000.0,318021415.0,0.0,-8418000.0,3304000.0,53550000.0,53550000.0,53550000.0,,53550000.0,53550000.0,53550000.0,53550000.0,-14644000.0,-13289000.0,,6846000.0,6846000.0,-13289000.0,5177000.0,-181000.0,523148000.0,-17789000.0,-74870000.0,40766000.0,3637000.0,12979000.0,2890000.0,160241000.0,61843716.0,210931000.0,392305000.0,80532000.0,2685224000.0,20265000.0,962000.0,6000.0,4069000.0,32927000.0,13643000.0,8000.0,26000.0,796000.0,19726000.0,54806000.0,217641000.0,16216000.0,,-109000.0,0.0,585273000.0,1694000.0,0.0,58915000.0,0.0,-8418000.0,-14644000.0,,-17789000.0,731000.0,2212387000.0,90195000.0,,,,8242000.0,73654000.0,0.0,,65562000.0,114103000.0,20265000.0,-9124000.0,153295000.0,-74870000.0,-830284.0,5365000.0,0.091,801000.0,-2535000.0,1477963000.0,192363000.0,507336000.0,153295000.0,2604692000.0,1324668000.0,802161000.0,476024000.0,72204000.0,11283000.0,2685224000.0,25401000.0,-9124000.0,-9124000.0,1224000.0,,-172842000.0,0.0
2022-02-28,12M,EUR,583456000.0,42988000.0,-493606000.0,-2318000.0,9599000.0,9599000.0,,20421000.0,2.18,219366000.0,608786000.0,-50393000.0,454641000.0,4140000.0,141534000.0,141534000.0,-53793000.0,141534000.0,-77832000.0,-89997000.0,6571000.0,76703000.0,22326000.0,15603000.0,-77832000.0,4140000.0,,138349000.0,4283000.0,-12335000.0,8417000.0,2415599000.0,678371000.0,65140000.0,0.0,65140000.0,,935960000.0,2167000.0,126000.0,87306000.0,96905000.0,96905000.0,87306000.0,0.0,20421000.0,2.18,44601000.0,45598000.0,142503000.0,141534000.0,706018591.0,-171132000.0,472337000.0,101809000.0,0.0,0.0,79106000.0,196072000.0,241733000.0,45306000.0,1006226000.0,534125000.0,628000.0,871000.0,871000.0,2000.0,2000.0,-11130000.0,-11022000.0,462050000.0,138349000.0,-58902000.0,4283000.0,389501000.0,0.0,389501000.0,13936000.0,154358000.0,355745591.0,0.0,-8509000.0,-8052000.0,44601000.0,44601000.0,44601000.0,,44601000.0,44601000.0,44601000.0,44601000.0,-17071000.0,-12805000.0,0.0,-49845000.0,-49845000.0,-12805000.0,-51967000.0,,512620000.0,-33322000.0,-103384000.0,44606000.0,3769000.0,13126000.0,2771000.0,152427000.0,54497043.195385,152202000.0,467414000.0,66711000.0,2949724000.0,20098621.0,4526000.0,14000.0,3687000.0,45661000.0,14756000.0,7000.0,519000.0,745000.0,21026000.0,50834000.0,234665000.0,18148000.0,,-293000.0,0.0,655113000.0,476000.0,0.0,44727000.0,0.0,-8509000.0,-17071000.0,0.0,-33322000.0,735000.0,2415599000.0,96905000.0,,,-12335000.0,9589000.0,66484000.0,0.0,,71949000.0,151055000.0,20698621.0,-9924000.0,138349000.0,-103384000.0,-27956.804615,126000.0,0.002817,7686000.0,-9287000.0,1495160000.0,138349000.0,454641000.0,138349000.0,2883013000.0,1356811000.0,816789000.0,420851000.0,57532000.0,11936000.0,2949724000.0,20823000.0,-9924000.0,-9924000.0,,600000.0,-257589000.0,
2023-02-28,12M,EUR,597319000.0,66081000.0,-587318000.0,-2203000.0,12360000.0,12762000.0,0.0,20099000.0,0.65,141534000.0,669973000.0,-39177000.0,449735000.0,4140000.0,66653000.0,126934000.0,-27134000.0,66653000.0,-74881000.0,16018000.0,-13264000.0,17553000.0,-23093000.0,-2786000.0,-74881000.0,4140000.0,,124529000.0,0.0,0.0,2991000.0,2309700000.0,666705000.0,70214000.0,0.0,70214000.0,,950285000.0,1069000.0,855000.0,106431000.0,106431000.0,106341000.0,93981000.0,0.0,20099000.0,0.51,10193000.0,14582000.0,121013000.0,66653000.0,129112541.0,-94505000.0,457625000.0,79260000.0,-464000.0,-12000.0,79912000.0,196110000.0,245384000.0,68284000.0,1087056000.0,501469000.0,0.0,136000.0,136000.0,237000.0,237000.0,-10544000.0,-12474000.0,446032000.0,124529000.0,-98813000.0,0.0,379521000.0,,379521000.0,11318000.0,162025000.0,225305541.0,0.0,364000.0,0.0,10193000.0,10193000.0,12970000.0,-2777000.0,10193000.0,12970000.0,10193000.0,10193000.0,-21526000.0,-13025000.0,-60000000.0,-724000.0,-724000.0,-13025000.0,-4037000.0,,499738000.0,-17651000.0,-120855000.0,45113000.0,3946000.0,12222000.0,3019000.0,130165000.0,21188496.0,118437000.0,465430000.0,36039000.0,2811169000.0,20098621.0,1187000.0,13000.0,5416000.0,49274000.0,14288000.0,8310000.0,25000.0,865000.0,22222000.0,46158000.0,252067000.0,15492000.0,60281000.0,-561000.0,0.0,659371000.0,176000.0,,14446000.0,0.0,,-21526000.0,-60000000.0,-17651000.0,881000.0,2309700000.0,106431000.0,,,0.0,9713000.0,31143000.0,364000.0,0.0,60360000.0,140272000.0,20698621.0,-9152000.0,124529000.0,-120855000.0,-933504.0,1476000.0,0.102,9489000.0,0.0,1481846000.0,124529000.0,449735000.0,124529000.0,2775130000.0,1357317000.0,815141000.0,407032000.0,27472000.0,13126000.0,2811169000.0,15894000.0,-9152000.0,-9152000.0,,600000.0,-283580000.0,
2024-02-29,12M,EUR,552779000.0,52784000.0,-680741000.0,-1611000.0,15425000.0,15425000.0,1839000.0,20329000.0,-0.86,66653000.0,699341000.0,-40249000.0,411917000.0,4140000.0,105598000.0,105892000.0,-9848000.0,105598000.0,38945000.0,9872000.0,11538000.0,-47205000.0,20419000.0,-5376000.0,38945000.0,4140000.0,,96842000.0,,,2264000.0,2163867000.0,621815000.0,70866000.0,,70866000.0,,974770000.0,1799000.0,9420000.0,92198000.0,107623000.0,107623000.0,92198000.0,1094000.0,20329000.0,-0.86,-17395000.0,8941000.0,116564000.0,105598000.0,533865992.0,-80707000.0,447382000.0,67626000.0,0.0,0.0,63719000.0,249591000.0,325864000.0,54395000.0,1142170000.0,471067000.0,2062000.0,1150000.0,1150000.0,1221000.0,1221000.0,-10441000.0,-13751000.0,435764000.0,96842000.0,11777000.0,,341051000.0,,341051000.0,12511000.0,171326000.0,184594992.0,19000.0,-8515000.0,,-17395000.0,-17395000.0,-1629000.0,-15766000.0,-17395000.0,-1629000.0,-17395000.0,-17395000.0,-20671000.0,-10216000.0,60540000.0,,,-10216000.0,-2036000.0,1000.0,461429000.0,-19578000.0,-229022000.0,39159000.0,8218000.0,11578000.0,3198000.0,127807000.0,6915680.0,107875000.0,442445000.0,28622000.0,2634934000.0,20329845.0,2863000.0,,3287000.0,76273000.0,27074000.0,8340000.0,26000.0,628000.0,23319000.0,62559000.0,269239000.0,15554000.0,294000.0,-40000.0,0.0,634050000.0,0.0,,7791000.0,0.0,-8515000.0,-20671000.0,0.0,-19578000.0,2133000.0,2163867000.0,107623000.0,,,,9221000.0,3675000.0,,60540000.0,50652000.0,114371000.0,20698621.0,-11243000.0,96842000.0,-229022000.0,-2698320.0,9420000.0,0.24,5404000.0,-562000.0,1471060000.0,96842000.0,411917000.0,96861000.0,2606312000.0,1374199000.0,849245000.0,399429000.0,18007000.0,10287000.0,2634934000.0,18712000.0,-11243000.0,-11243000.0,10000000.0,368776.0,-352955000.0,
