symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
IB.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380268.0,,,,,,,,,,,,,,,,,,,
IB.MI,2020-12-31,12M,EUR,6920575.0,3470777.0,-41556550.0,32492374.0,26018840.0,19449685.0,19449685.0,19446069.0,3616.0,26018840.0,71966719.0,21412300.0,30282433.0,9541234.0,9541234.0,,19672117.0,767212.0,,0.0,2047559.0,4578781.0,44760800.0,124373032.0,0.0,0.0,141770014.0,,60262061.0,60262061.0,,83000.0,48727476.0,2326389.0,50353610.0,82816482.0,27205919.0,2282628.0,313899.0,5203768.0,1258399.0,,40182019.0,,317372.0,4409625.0,2810461.0,7918179.0,105242.0,1571412.0,49823631.0,0.0,4836725.0,5203768.0,71966719.0,27205919.0,2980098.0,158027313.0,132228780.0,69803295.0,74293108.0,83734205.0,127744880.0,64062088.0,680232.0,353288.0,,0.0,10610316.0
IB.MI,2021-12-31,12M,EUR,6332047.0,3093200.0,-51875166.0,31413807.0,26018840.0,24344872.0,24344872.0,24342110.0,2762.0,26018840.0,73797792.0,32824315.0,40123147.0,16187918.0,16187918.0,,27702164.0,615478.0,15365.0,0.0,2047559.0,4301279.0,43011114.0,170970895.0,15365.0,2963611.0,184899020.0,1291.0,94913310.0,94913310.0,1291.0,241700.0,60855161.0,2109834.0,86756356.0,119095729.0,30786678.0,2419071.0,327798.0,5203768.0,1427656.0,-110009.0,38709835.0,224508.0,857354.0,4572759.0,3371189.0,8009533.0,111131.0,1724946.0,72718660.0,0.0,3641042.0,5203768.0,73797792.0,30786678.0,4625329.0,202455177.0,168711102.0,111101228.0,75907626.0,126547551.0,162332030.0,98845387.0,820132.0,103522.0,,2963611.0,12420983.0
IB.MI,2022-12-31,12M,EUR,6128680.0,3113966.0,-57216869.0,31413807.0,26018840.0,17010171.0,17010171.0,17007897.0,2274.0,26018840.0,70550834.0,50727525.0,34130301.0,26850237.0,26850237.0,3926167.0,40221717.0,24592.0,1342014.0,0.0,2047559.0,4023777.0,44929927.0,189360387.0,,3787051.0,192749612.0,1291.0,95348541.0,95348541.0,1291.0,764469.0,61112193.0,2662768.0,105188607.0,132143518.0,25620907.0,2788837.0,395628.0,5203768.0,725551.0,73214000.0,40906150.0,,191584.0,4607833.0,2736455.0,7537328.0,122956.0,1732000.0,72912836.0,0.0,-526670.0,5203768.0,70550834.0,25620907.0,3556491.0,212757386.0,165899375.0,122198778.0,73213602.0,139543784.0,178627085.0,99322067.0,1217064.0,,,3787051.0,-6091416.0
IB.MI,2023-12-31,12M,EUR,6148744.0,4304583.0,-62281011.0,31413807.0,26018840.0,10580958.0,10580958.0,10578050.0,2908.0,26018840.0,72996396.0,39582160.0,27890468.0,29454645.0,29454645.0,4166152.0,51367217.0,31438.0,671127.0,0.0,2047559.0,3746275.0,46750434.0,198638272.0,,0.0,187003459.0,1291.0,84552418.0,84552418.0,1291.0,1103821.0,70650589.0,1512948.0,103426105.0,136357261.0,26245962.0,2566155.0,389617.0,5203768.0,1961891.0,,43004159.0,,291731.0,4710250.0,6451791.0,6945127.0,125203.0,,83695273.0,0.0,3747745.0,5203768.0,72996396.0,26245962.0,2386984.0,214520010.0,157548814.0,114007063.0,74509344.0,140010666.0,186629542.0,88643449.0,504652.0,,0.0,0.0,-23476749.0
