asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,,,10024.0,,,,,,,,,,,8636280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-294753.0,,,,,,,,,,
2020-12-31,12M,EUR,6027451.0,11232497.0,,,386865.0,,,5403728.0,0.634231,1208245.0,-954285.0,500000.0,3150244.0,3888349.0,,3150244.0,-306293.0,1941999.0,-312092.0,-2163988.0,2864227.0,,-1948703.0,-1866849.0,1941999.0,500000.0,,8934250.0,133383.0,19512924.0,26725617.0,2918331.0,2918331.0,240761.0,11745331.0,1077837.0,1282357.0,1282357.0,1282357.0,895492.0,64614.0,5403728.0,0.634231,3427214.0,5401275.0,6683632.0,3150243.0,,,1955798.0,2451050.0,2434930.0,619306.0,64614.0,228314.0,2970019.0,3003355.0,17857829.0,,428751.0,428751.0,750.0,750.0,-182259.0,8074148.0,20734573.0,-1587390.0,,4000.0,15200.0,2972014.0,6777.0,8881992.0,8881992.0,2972014.0,19200.0,64614.0,2019482.0,,1221187.0,-467473.0,,8650079.0,3427214.0,3427214.0,3894687.0,3427214.0,3427214.0,3894687.0,3894687.0,-414741.0,-182259.0,105000.0,1955798.0,2972014.0,-182259.0,,-738105.0,3003355.0,-539544.0,-1016216.0,5964231.0,78104.0,1500211.0,6683632.0,3427214.0,1573591.0,13032301.0,4825528.0,37370753.0,5403728.0,-1.0,,-1.0,2741705.0,-2554794.0,,,927276.0,2185831.0,843713.0,1524734.0,738105.0,0.0,8629733.0,548362.0,4972524.0,6777.0,303844.0,-414741.0,0.0,-539544.0,5201591.0,19512924.0,1282357.0,1093779.0,1093779.0,7508985.0,0.0,105000.0,0.0,5403728.0,,8934250.0,5964231.0,0.0,1077837.0,0.216759,1216766.0,,33658189.0,17816242.0,11800323.0,10155437.0,32545225.0,23502752.0,6932574.0,11757421.0,-245742.0,37370753.0,416451.0,,,1232500.0,,,421507.0,14980286.0,
2021-12-31,12M,EUR,8079060.0,12652884.0,,14883091.0,767731.0,,,5403728.0,1.5253,3150243.0,-4844104.0,615373.0,15493769.0,15493769.0,,15493769.0,-522228.0,12341455.0,-2098964.0,584153.0,-2051609.0,38917.0,-1420386.0,-5470117.0,12341456.0,615373.0,,24702904.0,238459.0,27753611.0,41110451.0,1358024.0,1358024.0,245624.0,12754102.0,2280274.0,2441686.0,2441686.0,2441686.0,1673955.0,23605.0,5403728.0,1.5253,8242304.0,12130715.0,14572401.0,15493769.0,98337069.0,0.0,9022023.0,2992084.0,2904855.0,2326755.0,,152208.0,3841042.0,4534748.0,26098847.0,0.0,576056.0,576056.0,5342.0,5342.0,1173839.0,10157221.0,35839523.0,-3851426.0,0.0,,4000.0,,467623.0,9778595.0,9778595.0,,4000.0,90960.0,2867899.0,87756542.0,1440615.0,-1032081.0,10317355.0,,8242304.0,8242304.0,9274385.0,8242304.0,8242304.0,9274385.0,9274385.0,-1451043.0,-564370.0,254573.0,-663705.0,,-564370.0,-631627.0,738105.0,4534748.0,-3393061.0,-663705.0,20861862.0,42762.0,634825.0,14597959.0,8262818.21265,7170859.0,15692469.0,10406378.0,53852458.0,6153728.0,2070.0,3551.0,,3688834.0,-1173839.0,,,824374.0,1654655.0,960767.0,608395.0,,0.0,10673031.0,564253.0,11554659.0,467623.0,74128.0,-1451043.0,0.0,-3393061.0,6703174.0,27753611.0,2441686.0,1099739.0,1099739.0,13094545.0,0.0,254573.0,0.0,6153728.0,-25558.0,24702904.0,20861862.0,-5043.78735,2280274.0,0.197347,1388305.0,-2280274.0,50190868.0,34481499.0,11136619.0,26143519.0,43446080.0,24047349.0,9080417.0,11293247.0,-6344.0,53852458.0,939316.0,-25558.0,-25558.0,722500.0,,,461963.0,28356349.0,25558.0
2022-12-31,12M,EUR,8092379.0,13338147.0,-15114112.0,14916771.0,1071275.0,1071276.0,90960.0,6155996.0,0.371677,15493769.0,-3252189.0,615600.0,20319816.0,20319816.0,-2418260.0,20319816.0,-83374.0,4826047.0,-3344139.0,-936408.0,40027.0,-301776.0,-987039.0,-5310934.0,4826046.0,615600.0,-2418260.0,27810486.0,293612.0,31094498.0,51157061.0,4277360.0,4277360.0,281668.0,15363108.0,1893502.0,2359989.0,3431265.0,3431263.0,2359988.0,0.0,6155996.0,0.371677,2288040.0,9747227.0,13178492.0,20319815.0,80638486.0,124352.0,5868123.0,3679764.0,2434930.0,-1917984.0,,98589.0,4177422.0,22071501.0,25613381.0,1766.0,5205654.0,5205654.0,28791.0,28791.0,-3893784.0,13384887.0,47667081.0,-2376282.0,90960.0,,4939.0,4852919.0,453381.0,15579235.0,15579235.0,4852919.0,4939.0,181920.0,12780345.0,81229209.0,1826416.0,-360031.0,33907.0,,2288040.0,2288040.0,2648071.0,2288040.0,2288040.0,2648071.0,2648071.0,-784148.0,-5176863.0,599688.0,8719976.0,8719976.0,-5176863.0,-467500.0,,6957389.0,-2191822.0,3867057.0,23633064.0,967442.0,810436.0,13180258.0,2289382.16,1334205.0,17176259.0,8437122.0,56707879.0,6155996.0,,30259.0,,4078833.0,3950652.0,1.0,-1.0,975362.0,1862695.0,8521958.0,1251046.0,,0.0,10419367.0,1007370.0,4541573.0,475586.0,490963.0,-784148.0,-939.0,-2468041.0,9187070.0,31094498.0,3431265.0,1231899.0,1231899.0,16227618.0,0.0,600627.0,276219.0,6155996.0,-1766.0,27810486.0,23633064.0,-423.84,1893502.0,0.24,1574127.0,-2368525.0,62612123.0,43389721.0,19856595.0,29636902.0,48270757.0,32975221.0,11455062.0,17612113.0,-28791.0,56707879.0,464293.0,-1766.0,-1766.0,255000.0,,0.0,518053.0,35793953.0,0.0
2023-12-31,12M,EUR,9162550.0,11629830.0,-17096105.0,14916771.0,1011758.0,1011758.0,200579.0,6146057.0,0.058521,20319815.0,-8898382.0,615600.0,18182799.0,18182799.0,-1755215.0,18182799.0,101420.0,-2137016.0,-2206861.0,288814.0,1070171.0,,2249938.0,1503481.0,-2137016.0,615600.0,-1755215.0,26643687.0,552000.0,35190274.0,50016722.0,14101808.0,14101808.0,305676.0,27019301.0,593049.0,2192001.0,3203759.0,3203759.0,2192001.0,,6146057.0,0.058521,359676.0,9537716.0,12741475.0,18182799.0,54012387.0,95983.0,1401878.0,4322695.0,2434930.0,-3958138.0,,16862.0,4828219.0,28665800.0,27126509.0,0.0,8159792.0,8159792.0,453415.0,453415.0,-5288562.0,15708162.0,49900119.0,-8479138.0,200579.0,,4681.0,,,9154624.0,9154624.0,,4681.0,5628.0,16123809.0,50397667.0,2535870.0,-425199.0,51237.0,5073633.0,359676.0,359676.0,784875.0,359676.0,359676.0,784875.0,784875.0,-1662555.0,-7706377.0,258.0,3360856.0,3360856.0,-7706377.0,-255000.0,-12532.0,11569695.0,-6804309.0,,21815468.0,563464.0,893303.0,12741475.0,359676.0,4940244.0,20421043.0,6705466.0,62316783.0,6146057.0,,66420.0,-2.0,4811357.0,5811546.0,,2.0,1566786.0,2316406.0,8963192.0,1233575.0,,0.0,12113531.0,1198023.0,1377924.0,3026799.0,17780.0,-1662555.0,,-7235827.0,10825729.0,35190274.0,3203759.0,1545216.0,1545216.0,19438120.0,0.0,258.0,431518.0,6155996.0,0.0,26643687.0,21815468.0,0.0,593049.0,0.24,1758657.0,-1336719.0,66815879.0,35798311.0,23256432.0,29179557.0,55611317.0,37636322.0,16799157.0,10617021.0,,62316783.0,634575.0,0.0,0.0,,9939.0,70139.0,559738.0,22997421.0,
