symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE
GSR.MI,2019-12-31,12M,EUR,,-14000.0,0.0,,0.0,-11000.0,45000.0,,,,,170000.0,0.0,,,,,,,170000.0,170000.0,,,,0.0,,,,1000.0,,0.0,,,,,0.0,,0.0,0.0,0.0
GSR.MI,2020-12-31,12M,EUR,108637.0,,0.0,75645.0,0.0,-38000.0,121000.0,248103.0,-327186.0,-79083.0,75645.0,140000.0,0.0,3663.0,3663.0,184282.0,297391.0,-221746.0,0.0,140000.0,140000.0,-154773.0,-154773.0,0.0,,157391.0,116000.0,,,0.0,41000.0,-221746.0,-5553.0,14000.0,0.0,,0.0,,,0.0
GSR.MI,2021-12-31,12M,EUR,184282.0,-770630.0,,1958354.0,,,,1699173.0,-1756981.0,-57808.0,1958354.0,10875.0,,89530.0,89530.0,2142636.0,3224674.0,-1266320.0,-770630.0,10875.0,10875.0,-641544.0,-641544.0,-759303.0,,-37826.0,-37826.0,3251625.0,,-11327.0,,-495690.0,6132.0,108000.0,-759303.0,,-11327.0,,,
GSR.MI,2022-12-31,12M,EUR,2142636.0,-22548.0,,-1256059.0,,,,10236.0,-484074.0,-473838.0,-1256059.0,0.0,,147574.0,147574.0,886577.0,-37762.0,-1218297.0,-22548.0,0.0,0.0,-1016396.0,-1016396.0,-22548.0,,-37762.0,-37762.0,,,0.0,,-1195749.0,5911.0,141000.0,-22548.0,,0.0,,,
GSR.MI,2023-12-31,12M,EUR,886577.0,-58254.0,,-449991.0,,,,-876591.0,1408627.0,532036.0,-449991.0,,,186409.0,186409.0,436586.0,-18387.0,-431604.0,-58254.0,,,-1096359.0,-1096359.0,-56900.0,,-18387.0,-18387.0,,,-1354.0,,-373350.0,4564.0,0.0,-56900.0,,-1354.0,,,
GSR.MI,2023-12-31,TTM,EUR,886577.0,-58254.0,,-449991.0,,,,-876591.0,1408627.0,532036.0,-449991.0,,,186409.0,186409.0,436586.0,-18387.0,-431604.0,-58254.0,,,-1096359.0,-1096359.0,-56900.0,,-18387.0,-18387.0,,,-1354.0,,-373350.0,4564.0,0.0,-56900.0,,-1354.0,,,
