symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,GoodwillAndOtherIntangibleAssets,GrossPPE,InvestedCapital,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
GSR.MI,2022-12-31,3M,EUR,1355088.0,1680220.0,2623747.0,60875.0,886577.0,886577.0,60875.0,1668226.0,3080409.0,18748.0,18748.0,2058443.0,552133.0,10037.0,1803933.0,116959.0,116959.0,75000.0,10037.0,10037.0,1116093.0,3051.0,6087500.0,552133.0,4900.0,654394.0,137638.0,2023435.0,5299.0,12216.0,-1016396.0,6087500.0,1668226.0,1116093.0,375974.0,3851579.0,1785185.0,135707.0,1668226.0,2183353.0,771170.0,124910.0,13953.0,1021966.0
GSR.MI,2023-06-30,3M,EUR,1312514.0,1774732.0,1607351.0,60875.0,479881.0,479881.0,60875.0,1075156.0,2645375.0,,,2187079.0,516927.0,,1193636.0,118480.0,118480.0,75000.0,,9006.0,558229.0,3993.0,6087500.0,516927.0,,842555.0,114191.0,2167435.0,9773.0,,-593070.0,6087500.0,1075156.0,558229.0,276571.0,3384708.0,1193636.0,118480.0,1075156.0,2309552.0,739333.0,122473.0,12366.0,458296.0
GSR.MI,2023-12-31,3M,EUR,894717.0,486726.0,1607350.0,60875.0,436586.0,436586.0,60875.0,571866.0,1217390.0,120000.0,120000.0,1288004.0,424821.0,9194.0,691866.0,,,75000.0,9194.0,9194.0,147045.0,4935.0,6087500.0,424821.0,,241048.0,77063.0,1148376.0,6001.0,8389.0,-1096359.0,6087500.0,571866.0,147045.0,208626.0,1864805.0,571866.0,120000.0,571866.0,1292939.0,647415.0,4935.0,12611.0,-70614.0
