symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE
GSR.MI,2023-12-31,TTM,EUR,886577.0,-58254.0,-449991.0,-876591.0,1408627.0,532036.0,-449991.0,186409.0,186409.0,436586.0,-18387.0,-431604.0,-58254.0,-1096359.0,-1096359.0,-56900.0,-18387.0,-18387.0,-1354.0,-373350.0,4564.0,0.0,-56900.0,-1354.0
