symbol,asOfDate,periodType,currencyCode,NetIncome
IF.MI,2023-03-31,3M,EUR,45914000.0
IF.MI,2023-06-30,3M,EUR,45122000.0
IF.MI,2023-09-30,3M,EUR,33705000.0
IF.MI,2023-12-31,3M,EUR,35369000.0
IF.MI,2024-03-31,3M,EUR,47176000.0
IF.MI,2024-03-31,TTM,EUR,161372000.0
