symbol,asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,InsuranceAndClaims,InterestIncome,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetPPE,NetTangibleAssets,NormalizedIncome,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherSpecialCharges,Payables,PretaxIncome,Receivables,ReconciledDepreciation,RentAndLandingFees,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
IF.MI,2022-12-31,3M,EUR,122831000.0,,1745000.0,,,,84236000.0,,,37000.0,,,,,25982000.0,,,,,-5279000.0,,,,125917000.0,7252000.0,136594000.0,,424000.0,,,20297000.0,,0.0,3006000.0,,,,,,,,,,,22361000.0,,,,,,,,,,18378000.0,,,,128254000.0,,2510000.0,,1877000.0,,,-1944000.0,,,,,,,,,,,,,,-1775000.0,-1775000.0,,,
IF.MI,2023-03-31,3M,EUR,,83767000.0,1856000.0,757833000.0,52433000.0,0.87567,,53811000.0,907340000.0,,53811000.0,1637519000.0,4202000.0,2346000.0,,52433000.0,0.87567,45914000.0,162172000.0,12363000.0,37783000.0,38020000.0,67054000.0,,13000.0,139439000.0,4563391000.0,,945228000.0,945228000.0,,2948344000.0,,,731964680.0,12835000.0,-404000.0,2018532000.0,45914000.0,45914000.0,46318000.0,45914000.0,45914000.0,46318000.0,139439000.0,128399000.0,1570465000.0,45914000.0,98250000.0,182488000.0,52433000.0,29034000.0,10689000.0,967656000.0,,,996495000.0,68396000.0,,4202000.0,2544000.0,-6519000.0,3311000.0,41094000.0,53811000.0,0.0,1637519000.0,1570465000.0,0.0,22078000.0,0.3228,60829000.0,13299690000.0,4563391000.0,2948344000.0,1650354000.0,11649336000.0,182488000.0,28839000.0,0.0,0.0,25223000.0,1378000.0,22104000.0
IF.MI,2023-06-30,3M,EUR,,84108000.0,,2452075000.0,52468077.0,0.85999,,53811000.0,681428000.0,,53811000.0,1661586000.0,4350000.0,4350000.0,12000.0,52468077.0,0.85999,45122000.0,150658000.0,,65427000.0,38020000.0,68618000.0,,,,4263244000.0,,2628319000.0,2628319000.0,,2623869000.0,,,769182008.0,13402000.0,-566000.0,1920230000.0,45122000.0,45122000.0,45688000.0,45122000.0,45122000.0,45688000.0,,128356000.0,1592968000.0,45122000.0,104672000.0,178505000.0,52468077.0,30598000.0,-5842000.0,968850000.0,,,981367000.0,67466000.0,,4350000.0,,91036000.0,,65427000.0,53811095.0,0.0,1661586000.0,1592968000.0,0.0,21778000.0,0.3228,51549000.0,13352096000.0,4263244000.0,2623869000.0,1674988000.0,11677108000.0,178505000.0,12517000.0,0.0,0.0,25263000.0,1343018.0,21817000.0
IF.MI,2023-09-30,3M,EUR,,84108000.0,,780762000.0,52468077.0,0.642391,,53811000.0,1453013000.0,,53811000.0,1691282000.0,4472000.0,4472000.0,,52468077.0,0.642391,33705000.0,178521000.0,5029000.0,53146000.0,38020000.0,71789000.0,,,134820000.0,4900620000.0,,985873000.0,985873000.0,,3231675000.0,,,858902420.0,13817000.0,-414000.0,1756325000.0,33705000.0,33705000.0,34119000.0,33705000.0,33705000.0,34119000.0,134820000.0,132435000.0,1619493000.0,33705000.0,103830000.0,168745000.0,52468077.0,33769000.0,6191000.0,959641000.0,,,979937000.0,50383000.0,,4472000.0,,124741000.0,,53146000.0,53811095.0,,1691282000.0,1619493000.0,0.0,16264000.0,0.322807,31214000.0,13920393000.0,4900620000.0,3231675000.0,1705099000.0,12215294000.0,168745000.0,20296000.0,,,21771000.0,1343018.0,21817000.0
IF.MI,2023-12-31,3M,EUR,133138000.0,84108000.0,2029000.0,3347920000.0,,,82106000.0,53811000.0,883830000.0,29000.0,53811000.0,1679459000.0,4555000.0,2526000.0,25649000.0,,,35369000.0,214880000.0,-2106000.0,52302000.0,38020000.0,76667000.0,142848000.0,7083000.0,364921000.0,5412592000.0,407000.0,3575696000.0,3575720000.0,20297000.0,3755835000.0,24000.0,3609000.0,823748808.0,14240000.0,-422000.0,2849303000.0,35369000.0,35369000.0,35791000.0,35369000.0,35369000.0,35791000.0,21862000.0,142848000.0,1602792000.0,35685672.786093,131891000.0,69358000.0,52468077.0,38647000.0,16917000.0,178230000.0,36836000.0,,364739000.0,51312000.0,147538000.0,4555000.0,3445000.0,97148000.0,4256000.0,56558000.0,53811095.0,-1440000.0,1679459000.0,1602792000.0,-137327.213907,15521000.0,0.302483,270392000.0,14051361000.0,5412592000.0,3755835000.0,1693699000.0,12357662000.0,69358000.0,53371000.0,-454000.0,-454000.0,0.0,1343018.0,21817000.0
IF.MI,2024-03-31,3M,EUR,,84108000.0,2397000.0,522504000.0,52468077.0,0.899137,,53811000.0,1184454000.0,,53811000.0,1726964000.0,5174000.0,2777000.0,7707000.0,52468077.0,0.899137,47176000.0,232600000.0,22181000.0,46681000.0,38020000.0,78506000.0,,9000.0,140758000.0,5242888000.0,,768340000.0,768364000.0,,3539034000.0,24000.0,,952295597.0,14694000.0,-454000.0,2331470000.0,47176000.0,47176000.0,47630000.0,47176000.0,47176000.0,47630000.0,140758000.0,149828000.0,1648458000.0,47202340.0,112668000.0,194005000.0,52468077.0,40486000.0,11439000.0,1121891000.0,,40000.0,1153254000.0,72331000.0,,5174000.0,3001000.0,-15786000.0,2968000.0,49649000.0,53811095.0,-40000.0,1726964000.0,1648458000.0,-13660.0,24701000.0,0.3415,46787000.0,13654095000.0,5242888000.0,3539034000.0,1741658000.0,11912437000.0,194005000.0,31363000.0,-40000.0,-40000.0,13194000.0,1343018.0,21817000.0
