symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestmentProperties,PurchaseOfPPE,SaleOfInvestmentProperties,SaleOfPPE,TaxesRefundPaid
AEDES.MI,2019-12-31,12M,EUR,,,-224000.0,,,,,,,,-1756000.0,,,,,,,0.0,-578000.0,,,,1000.0,,,0.0,,-9000.0,-2799000.0,-2799000.0,,-9000.0,-224000.0,,,,0.0,,-224000.0,,0.0,
AEDES.MI,2020-12-31,12M,EUR,,2995000.0,,2682000.0,2869000.0,41000.0,-305000.0,803000.0,3385000.0,2682000.0,12000.0,186000.0,186000.0,5677000.0,-1834000.0,2414000.0,579000.0,,,38000.0,2102000.0,-45000.0,14000.0,-1776000.0,-1776000.0,,2198000.0,-42000.0,-1846000.0,-1846000.0,172000.0,-51000.0,,2414000.0,-45000.0,38000.0,,-1000.0,,2199000.0,,-24000.0
AEDES.MI,2021-12-31,12M,EUR,,5677000.0,,-1090000.0,25000.0,-196000.0,128000.0,647000.0,523000.0,-1090000.0,0.0,106000.0,106000.0,4587000.0,-261000.0,-780000.0,734000.0,,,0.0,-49000.0,0.0,0.0,-2569000.0,-2569000.0,0.0,6000.0,7000.0,-116000.0,-116000.0,1000.0,-62000.0,,-780000.0,73000.0,14000.0,0.0,0.0,,6000.0,,0.0
AEDES.MI,2022-12-31,12M,EUR,3000.0,4587000.0,-16000.0,1592000.0,95000.0,-33000.0,-102000.0,559000.0,514000.0,1592000.0,,125000.0,128000.0,6179000.0,-120000.0,-987000.0,91000.0,,,67000.0,2683000.0,2710000.0,,-1168000.0,-1168000.0,-16000.0,-11000.0,0.0,0.0,0.0,,,,-971000.0,-978000.0,375000.0,-16000.0,-11000.0,,0.0,,0.0
AEDES.MI,2023-12-31,12M,EUR,,6179000.0,,-1661000.0,67000.0,-140000.0,18000.0,-84000.0,-143000.0,-1661000.0,,121000.0,121000.0,4518000.0,-111000.0,-1554000.0,-16000.0,,,78000.0,4000.0,0.0,,-1580000.0,-1580000.0,0.0,4000.0,,,,,,,-1554000.0,-99000.0,107000.0,0.0,0.0,,4000.0,,-32000.0
AEDES.MI,2023-12-31,TTM,EUR,,6179000.0,,-1661000.0,67000.0,-140000.0,18000.0,-84000.0,-143000.0,-1661000.0,,121000.0,121000.0,4518000.0,-111000.0,-1554000.0,-16000.0,,,78000.0,4000.0,0.0,,-1580000.0,-1580000.0,0.0,4000.0,,,,,,,-1554000.0,-99000.0,107000.0,0.0,0.0,,4000.0,,-32000.0
