symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestmentProperties,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestrictedCash,RetainedEarnings,SaleOfInvestmentProperties,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
AEDES.MI,2019-12-31,12M,EUR,,,,,,,9130000.0,,,,,-224000.0,,,,,,3000.0,,,,,,,,,,,,,,2165000.0,,,-1756000.0,,,,,750000.0,,,,,,,,,95000.0,0.0,,,,,0.0,,,,,,0.0,,,,,,-578000.0,,,,,,0.0,,953000.0,,3075000.0,375000.0,214000.0,,-501000.0,-1000.0,,1000.0,123000.0,,,,0.0,,,,,0.0,,,-9000.0,-2799000.0,-2799000.0,,,-9000.0,,-224000.0,,0.0,0.0,88000.0,,,,,,,,,13000.0,787000.0,,,,,,-17000.0,,,7000.0,,,,0.0,,-224000.0,,,,100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,-46000.0,,,,,,,,
AEDES.MI,2020-12-31,12M,EUR,1119000.0,817000.0,-951000.0,-142000.0,0.0,,,32009378.0,-0.055484,2995000.0,1202000.0,,1006000.0,5005000.0,5677000.0,5677000.0,5270000.0,407000.0,2682000.0,2869000.0,41000.0,-305000.0,803000.0,3385000.0,2682000.0,5005000.0,13113000.0,0.0,4456000.0,11441000.0,271000.0,200000.0,471000.0,3157000.0,12000.0,186000.0,186000.0,186000.0,186000.0,,32009378.0,-0.055484,-1776000.0,-1742000.0,-1556000.0,5677000.0,12863332.0,,,,-1834000.0,1042000.0,2414000.0,579000.0,,9000.0,13000.0,959000.0,2284000.0,-850000.0,,0.0,60000.0,60000.0,73000.0,73000.0,,38000.0,1968000.0,13904000.0,2102000.0,560000.0,,735000.0,591000.0,1326000.0,2509000.0,,259000.0,14788332.0,228000.0,43000.0,-45000.0,14000.0,,-1776000.0,-1776000.0,-1814000.0,-5000.0,-1776000.0,-1771000.0,-1776000.0,-1819000.0,,45000.0,2198000.0,-42000.0,-1846000.0,-1846000.0,45000.0,172000.0,-51000.0,1333000.0,,13100000.0,,,116000.0,1891000.0,-1551000.0,-1767200.0,2414000.0,423000.0,-1273000.0,3606000.0,32009378.0,13000.0,926000.0,-45000.0,228000.0,1373000.0,823000.0,438000.0,,0.0,2679000.0,15000.0,-1802000.0,0.0,38000.0,,-1000.0,,4456000.0,186000.0,10000.0,,7108000.0,2199000.0,,9000.0,32009378.0,-5000.0,13113000.0,13100000.0,-1200.0,12000.0,0.24,2541000.0,-24000.0,18009000.0,13704000.0,1797000.0,13341000.0,4879000.0,4668000.0,6568000.0,1511000.0,-1847000.0,-32000.0,3606000.0,187000.0,-5000.0,-5000.0,185000.0,,8284000.0,5000.0
AEDES.MI,2021-12-31,12M,EUR,247000.0,2000.0,-282000.0,-3000.0,1000.0,,,32009378.0,-0.08,5677000.0,376000.0,,156000.0,5005000.0,4587000.0,4587000.0,4587000.0,0.0,-1090000.0,25000.0,-196000.0,128000.0,647000.0,523000.0,-1090000.0,5005000.0,10565000.0,0.0,1552000.0,9595000.0,104000.0,0.0,104000.0,1726000.0,0.0,106000.0,106000.0,185000.0,184000.0,,32009378.0,-0.08,-2569000.0,-2551000.0,-2366000.0,4587000.0,5906132.0,-2.496252,,,-261000.0,978000.0,-780000.0,734000.0,,-23000.0,0.0,2000.0,479000.0,-1418000.0,,-79000.0,29000.0,29000.0,73000.0,73000.0,,0.0,978000.0,10565000.0,-49000.0,570000.0,,52000.0,0.0,52000.0,1720000.0,,0.0,10691132.0,0.0,15000.0,0.0,0.0,,-2569000.0,-2569000.0,-2580000.0,-4000.0,-2569000.0,-2565000.0,-2569000.0,-2584000.0,0.0,44000.0,6000.0,7000.0,-116000.0,-116000.0,44000.0,1000.0,-62000.0,197000.0,,10565000.0,,,7000.0,35000.0,-2445000.0,-2644000.0,-780000.0,505000.0,-1923000.0,134000.0,32009378.0,,,73000.0,343000.0,1170000.0,103000.0,2217000.0,,0.0,1622000.0,,-2580000.0,0.0,14000.0,0.0,0.0,,1552000.0,106000.0,16000.0,,4560000.0,6000.0,,-23000.0,32009378.0,79000.0,10565000.0,10565000.0,0.0,0.0,0.0,1811000.0,0.0,12379000.0,10565000.0,156000.0,10565000.0,2057000.0,1814000.0,2784000.0,88000.0,-2624000.0,,134000.0,205000.0,79000.0,79000.0,36000.0,,7869000.0,0.0
AEDES.MI,2022-12-31,12M,EUR,360000.0,3000.0,-299000.0,-3000.0,3000.0,3000.0,,32009378.0,-0.04,4587000.0,298000.0,-16000.0,203000.0,5005000.0,6179000.0,6179000.0,6179000.0,10000.0,1592000.0,95000.0,-33000.0,-102000.0,559000.0,514000.0,1592000.0,5005000.0,9396000.0,,1405000.0,9457000.0,101000.0,,101000.0,810000.0,,125000.0,128000.0,128000.0,125000.0,,32009378.0,-0.04,-1168000.0,-1160000.0,-1032000.0,6179000.0,5830963.0,-5.650158,,,-120000.0,1921000.0,-987000.0,91000.0,,109000.0,13000.0,6000.0,546000.0,-343000.0,,0.0,8000.0,8000.0,51000.0,51000.0,,67000.0,1921000.0,9396000.0,2683000.0,570000.0,,102000.0,,102000.0,0.0,,0.0,9890963.0,,0.0,2710000.0,,,-1168000.0,-1168000.0,-1168000.0,0.0,-1168000.0,-1168000.0,-1168000.0,-1168000.0,-16000.0,51000.0,-11000.0,0.0,0.0,0.0,51000.0,,,247000.0,,9383000.0,,,,35000.0,-665000.0,-801000.0,-971000.0,400000.0,-743000.0,1062000.0,32007435.0,13000.0,1020000.0,-978000.0,163000.0,146000.0,248000.0,99000.0,,0.0,709000.0,,-1168000.0,0.0,375000.0,-16000.0,-11000.0,,1405000.0,128000.0,15000.0,,3391000.0,0.0,,109000.0,32009618.0,-367000.0,9396000.0,9383000.0,0.0,0.0,0.0,1255000.0,0.0,10322000.0,9396000.0,203000.0,9396000.0,1805000.0,926000.0,865000.0,116000.0,-1219000.0,-8000.0,1062000.0,203000.0,-367000.0,-367000.0,14000.0,2183.0,8647000.0,367000.0
AEDES.MI,2023-12-31,12M,EUR,356000.0,1000.0,-416000.0,-3000.0,3000.0,,,32009618.0,-0.05,6179000.0,327000.0,,126000.0,5005000.0,4518000.0,4518000.0,4518000.0,,-1661000.0,67000.0,-140000.0,18000.0,-84000.0,-143000.0,-1661000.0,5005000.0,7816000.0,,1345000.0,7818000.0,108000.0,,108000.0,641000.0,,121000.0,121000.0,120000.0,117000.0,,32009618.0,-0.05,-1580000.0,-1575000.0,-1454000.0,4518000.0,1682598.0,,,,-111000.0,1860000.0,-1554000.0,-16000.0,,13000.0,6000.0,4000.0,575000.0,-1275000.0,,1000.0,5000.0,5000.0,104000.0,104000.0,,78000.0,1860000.0,7816000.0,4000.0,570000.0,,18000.0,,18000.0,,100000.0,,6881598.0,,,0.0,,,-1580000.0,-1580000.0,-1580000.0,,-1580000.0,-1580000.0,-1580000.0,-1580000.0,0.0,99000.0,4000.0,,,,99000.0,,,159000.0,,7810000.0,,,,34000.0,-1353000.0,-1479000.0,-1554000.0,303000.0,-1578000.0,70000.0,32007435.0,6000.0,,-99000.0,170000.0,143000.0,248000.0,26000.0,,0.0,533000.0,,-1580000.0,0.0,107000.0,0.0,0.0,,1345000.0,121000.0,16000.0,,1811000.0,4000.0,,13000.0,32009618.0,-101000.0,7816000.0,7810000.0,0.0,0.0,0.0,1413000.0,-32000.0,8589000.0,7816000.0,126000.0,7816000.0,1648000.0,773000.0,771000.0,132000.0,-1679000.0,,70000.0,34000.0,-101000.0,-101000.0,14000.0,2183.0,7177000.0,100000.0
