symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherInventories,OtherPayable,OtherProperties,OtherReceivables,Payables,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
AEDES.MI,2022-12-31,3M,EUR,360000.0,3000.0,-299000.0,-3000.0,298000.0,203000.0,5005000.0,6179000.0,6179000.0,6179000.0,10000.0,5005000.0,9396000.0,9457000.0,101000.0,101000.0,810000.0,1921000.0,13000.0,6000.0,546000.0,1921000.0,9396000.0,570000.0,102000.0,102000.0,0.0,,0.0,247000.0,9383000.0,35000.0,32007435.0,13000.0,1020000.0,146000.0,248000.0,99000.0,709000.0,0.0,3391000.0,32009618.0,9396000.0,9383000.0,1255000.0,10322000.0,9396000.0,203000.0,9396000.0,926000.0,865000.0,116000.0,203000.0,14000.0,2183.0,8647000.0
AEDES.MI,2023-06-30,3M,EUR,321000.0,1000.0,-355000.0,-3000.0,298000.0,152000.0,5005000.0,5351000.0,5351000.0,5351000.0,0.0,5005000.0,8606000.0,8658000.0,101000.0,101000.0,794000.0,1885000.0,8000.0,4000.0,546000.0,1885000.0,8606000.0,570000.0,51000.0,51000.0,,,,191000.0,8598000.0,34000.0,32007435.0,8000.0,,175000.0,248000.0,99000.0,693000.0,0.0,2601000.0,32007435.0,8606000.0,8598000.0,1322000.0,9464000.0,8606000.0,152000.0,8606000.0,858000.0,806000.0,64000.0,197000.0,13000.0,,7864000.0
AEDES.MI,2023-12-31,3M,EUR,356000.0,1000.0,-416000.0,-3000.0,327000.0,126000.0,5005000.0,4518000.0,4518000.0,4518000.0,,5005000.0,7816000.0,7818000.0,108000.0,108000.0,641000.0,1860000.0,6000.0,4000.0,575000.0,1860000.0,7816000.0,570000.0,18000.0,18000.0,,100000.0,,159000.0,7810000.0,34000.0,32007435.0,6000.0,,143000.0,248000.0,26000.0,533000.0,0.0,1811000.0,32009618.0,7816000.0,7810000.0,1413000.0,8589000.0,7816000.0,126000.0,7816000.0,773000.0,771000.0,132000.0,34000.0,14000.0,2183.0,7177000.0
