asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HeldToMaturitySecurities,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital
2019-12-31,12M,EUR,,,-46152000.0,,,17378000.0,,,,,,,,,,,19000.0,,,,,,,,,,,,,,,,24006000.0,24006000.0,,,0.0,,,,,,,,,,,-2631000.0,,-12085000.0,,,,,,0.0,,,,,,,,,1804000.0,,,,,,,,,,,,,,,,,,-1692000.0,,,,,,,,,,,,,1230000.0,,,,,,,,,,,,,,,1269000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,148641000.0,293415000.0,,173987000.0,16245000.0,,138590424.0,2.754,984685000.0,40189000.0,-35093000.0,41560000.0,32324000.0,279457000.0,358598000.0,-191656000.0,27000.0,-57566000.0,-167242000.0,58250000.0,,-102552000.0,-57566000.0,32324000.0,-191656000.0,865889000.0,,,539369000.0,958806000.0,346909000.0,33644000.0,27961000.0,27961000.0,27261000.0,11016000.0,,138590424.0,2.754,381690000.0,746000.0,458662000.0,458662000.0,927119000.0,3295724211.0,6766310000.0,-267159000.0,-16160000.0,253221000.0,-62925000.0,108670000.0,550115000.0,656697000.0,48426000.0,384515000.0,,27961000.0,19311000.0,19311000.0,2479000.0,2479000.0,1717694000.0,-78721000.0,6766310000.0,30541000.0,,0.0,41560000.0,851805000.0,893365000.0,30541000.0,237576000.0,1222000.0,2456601211.0,20173000.0,-6983000.0,-14891000.0,-44577000.0,572348000.0,381690000.0,381690000.0,388673000.0,-6983000.0,381690000.0,381690000.0,381690000.0,388673000.0,-24408000.0,-16832000.0,-29483000.0,-16832000.0,-30926000.0,48426000.0,-10685000.0,209192000.0,1246000.0,12180000.0,61742000.0,3220000.0,543000.0,192801000.0,146495377.811818,288314000.0,194145000.0,190370000.0,923884000.0,138244300.0,746000.0,36000000.0,106582000.0,1000.0,,21957000.0,178697000.0,7015000.0,223743000.0,79141000.0,0.0,345663000.0,80397000.0,439351000.0,0.0,10495000.0,-14891000.0,-24408000.0,-29483000.0,-10685000.0,539369000.0,27961000.0,17469000.0,17469000.0,,1220000.0,381690000.0,0.0,0.0,0.0,0.0,8237000.0,116907000.0,143254497.0,-29181000.0,865889000.0,209192000.0,30666377.811818,50678000.0,0.115347,2653000.0,8473501000.0,1717694000.0,893365000.0,886062000.0,733514000.0,7587439000.0,7514697000.0,7240530000.0,15954000.0,923884000.0,18325000.0,265861000.0,265861000.0,5010197.0,68290000.0,611897000.0
2021-12-31,12M,EUR,186297000.0,563062000.0,,173987000.0,22196000.0,,139154500.0,4.351,927119000.0,42510000.0,-50784000.0,44981000.0,32324000.0,180044000.0,192456000.0,-193993000.0,,334393000.0,-878554000.0,969639000.0,,93907000.0,334393000.0,32324000.0,-193993000.0,1182645000.0,27456000.0,,720936000.0,1115424000.0,495292000.0,99893000.0,,,34963000.0,12767000.0,204270000.0,139154500.0,4.351,605457000.0,1816000.0,747544000.0,747544000.0,1261512000.0,4398278928.0,7738699000.0,-255937000.0,9191000.0,875402000.0,66049000.0,121228000.0,648241000.0,767034000.0,52035000.0,590117000.0,11223000.0,34963000.0,19697000.0,19697000.0,3515000.0,3515000.0,2035672000.0,-335856000.0,7749922000.0,,27456000.0,0.0,44981000.0,853027000.0,898008000.0,217487000.0,258595000.0,1467000.0,3445564928.0,52937000.0,-6623000.0,-98126000.0,27456000.0,672983000.0,605457000.0,605457000.0,612080000.0,,605457000.0,605457000.0,605457000.0,612080000.0,-34408000.0,-16182000.0,-188762000.0,-16182000.0,-89400000.0,52035000.0,-16376000.0,415611000.0,,20306000.0,69891000.0,3149000.0,290000.0,385121000.0,300678839.425044,926186000.0,216661000.0,373456000.0,1311053000.0,139609600.0,,36000000.0,118793000.0,-1000.0,2000.0,25893000.0,219615000.0,8058000.0,236894000.0,12412000.0,0.0,493594000.0,119282000.0,727847000.0,0.0,25918000.0,-98126000.0,-34408000.0,-188762000.0,-16376000.0,720936000.0,34963000.0,18096000.0,18096000.0,,1330000.0,605457000.0,0.0,0.0,0.0,0.0,7936000.0,129164000.0,143254497.0,-36293000.0,1182645000.0,415611000.0,57644839.425044,115767000.0,0.159054,3730000.0,9922499000.0,2035672000.0,898008000.0,1235582000.0,937597000.0,8686917000.0,8807074000.0,8191625000.0,330000.0,1311053000.0,87682000.0,362423000.0,362423000.0,3644897.0,40834000.0,620132000.0
2022-12-31,12M,EUR,163981000.0,235526000.0,,173987000.0,22644000.0,,139226158.0,2.919,1261512000.0,38900000.0,-48253000.0,41463000.0,32324000.0,298142000.0,314014000.0,-272901000.0,298142000.0,-470250000.0,100265000.0,-673744000.0,-5278000.0,-578757000.0,-470250000.0,32324000.0,-272901000.0,1417430000.0,0.0,-15651000.0,502029000.0,976517000.0,1831390000.0,19294000.0,,,35947000.0,13303000.0,99316000.0,139226158.0,2.919,406461000.0,13398000.0,573917000.0,573917000.0,791262000.0,3150302928.0,7319828000.0,-179262000.0,14591000.0,-149582000.0,-2023000.0,132344000.0,743667000.0,878246000.0,48555000.0,783689000.0,5073000.0,35947000.0,14214000.0,14214000.0,3284000.0,3284000.0,1915346000.0,-189659000.0,7324901000.0,,0.0,0.0,41463000.0,497916000.0,539379000.0,263467000.0,69300000.0,1557000.0,2922028928.0,54796000.0,-20540000.0,-95426000.0,-15651000.0,199774000.0,406461000.0,406461000.0,427001000.0,,406461000.0,406461000.0,406461000.0,427001000.0,-38430000.0,-7906000.0,-59378000.0,-7906000.0,109290000.0,48555000.0,-9823000.0,539184000.0,,22889000.0,74999000.0,3629000.0,696000.0,610641000.0,434477974.581162,-101329000.0,212133000.0,571556000.0,1285718000.0,138385510.0,,36000000.0,134579000.0,5351000.0,,3414000.0,218785000.0,8098000.0,240290000.0,15872000.0,0.0,518340000.0,146023000.0,559703000.0,0.0,10375000.0,-95426000.0,-38430000.0,-59378000.0,-9823000.0,502029000.0,35947000.0,23975000.0,23975000.0,-15651000.0,1555000.0,406461000.0,0.0,0.0,0.0,0.0,9978000.0,142322000.0,143254497.0,-37502000.0,1417430000.0,539184000.0,-8707025.418838,132702000.0,0.237094,40664000.0,9514577000.0,1915346000.0,539379000.0,1472226000.0,714162000.0,8042351000.0,8538058000.0,6210961000.0,-3024000.0,1285718000.0,135574000.0,-36724000.0,-36724000.0,4868987.0,56485000.0,-854873000.0
2023-12-31,12M,EUR,161961000.0,281915000.0,-108199000.0,173987000.0,24232000.0,,138402704.0,3.14,791262000.0,99304000.0,-49533000.0,40242000.0,32324000.0,464571000.0,480468000.0,-239228000.0,464571000.0,98154000.0,-325769000.0,263384000.0,-356000.0,-62741000.0,98154000.0,32324000.0,-239228000.0,1550564000.0,,,484522000.0,1162451000.0,1989036000.0,55005000.0,,,37058000.0,12826000.0,111019000.0,138402704.0,3.14,434567000.0,17865000.0,637590000.0,674648000.0,889416000.0,2863633456.0,7544967000.0,-297490000.0,,419313000.0,,143069000.0,749832000.0,892744000.0,154079000.0,837288000.0,11904000.0,6818000.0,12529000.0,12529000.0,11929000.0,11929000.0,2047546000.0,-73202000.0,7556871000.0,,,0.0,40242000.0,496982000.0,537224000.0,280971000.0,61813000.0,11027000.0,3271433456.0,58739000.0,-23446000.0,-6165000.0,0.0,32411000.0,434567000.0,434567000.0,458013000.0,,434567000.0,434567000.0,434567000.0,458013000.0,-39382000.0,-729000.0,-35369000.0,-729000.0,-58262000.0,45880000.0,-10151000.0,657820000.0,,19406000.0,76936000.0,4328000.0,,642472000.0,410990059.048637,468846000.0,257579000.0,579709000.0,1321810000.0,138454284.0,,36000000.0,142912000.0,,3000.0,-4087000.0,164260000.0,43748000.0,220239000.0,15897000.0,0.0,482992000.0,171039000.0,625061000.0,0.0,-1861000.0,-33319000.0,-39382000.0,-35369000.0,-10151000.0,484522000.0,37058000.0,24642000.0,24642000.0,,1548000.0,434567000.0,27154000.0,,,,11020000.0,154089000.0,143254497.0,-8366000.0,1550564000.0,657820000.0,8599059.048637,167048000.0,0.267251,8790000.0,9958322000.0,2047546000.0,537224000.0,1609303000.0,742101000.0,8349019000.0,8795872000.0,6359983000.0,129000.0,1321810000.0,156771000.0,32176000.0,32176000.0,4800213.0,55069000.0,-826585000.0
