symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
AZM.MI,2019-12-31,TTM,EUR,13248000.0,,,,24006000.0,10758000.0,,,,,,,,,,,,,,,,,-1692000.0,,,,,,,,,,,,,,,24006000.0,15723000.0,15723000.0,17165000.0,,,,,,,9111000.0,,,
AZM.MI,2023-03-31,3M,EUR,,138385510.0,0.727627,127890000.0,,,138385510.0,0.727627,100693000.0,176340000.0,176340000.0,45841000.0,200259000.0,8830000.0,3036000.0,3036000.0,960000.0,960000.0,-5035000.0,100693000.0,100693000.0,105728000.0,,100693000.0,100693000.0,105728000.0,-2076000.0,-2076000.0,157789000.0,89375545.538476,44224000.0,156035000.0,328149000.0,-1617000.0,0.0,173304000.0,127890000.0,,,,,45841000.0,-8830000.0,7233545.538476,67576000.0,0.389928,172114000.0,,328149000.0,18551000.0,18551000.0
AZM.MI,2023-06-30,3M,EUR,,,,152133000.0,,,,,122136000.0,150699000.0,150699000.0,-8641000.0,177741000.0,,2933000.0,2933000.0,1920000.0,1920000.0,-6458000.0,122136000.0,122136000.0,128594000.0,,122136000.0,122136000.0,128594000.0,-1013000.0,-1013000.0,136366000.0,109662644.816805,50016000.0,127725000.0,329874000.0,1637000.0,0.0,147766000.0,152133000.0,,,,,-2571000.0,7947000.0,1859644.816805,19172000.0,0.129746,202149000.0,,329874000.0,14333000.0,14333000.0
AZM.MI,2023-09-30,3M,EUR,,138385510.0,0.850819,128336000.0,,,138385510.0,0.850819,117741000.0,158649000.0,158649000.0,48001000.0,195954000.0,5243000.0,2190000.0,2190000.0,2089000.0,2089000.0,-6139000.0,117741000.0,117741000.0,123880000.0,,117741000.0,117741000.0,123880000.0,-101000.0,-101000.0,154427000.0,114398134.712608,46341000.0,149613000.0,324290000.0,-1660000.0,0.0,156459000.0,128336000.0,,,,,48001000.0,-5243000.0,879134.712608,32579000.0,0.208227,174677000.0,,324290000.0,4222000.0,4222000.0
AZM.MI,2023-09-30,TTM,EUR,,138385510.0,3.051683,,,,138385510.0,3.051683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZM.MI,2023-12-31,3M,EUR,,,,97454000.0,,,,,93997000.0,151902000.0,151902000.0,3526000.0,242044000.0,-28489000.0,4370000.0,4370000.0,6960000.0,6960000.0,-5814000.0,93997000.0,93997000.0,99811000.0,,93997000.0,93997000.0,99811000.0,2461000.0,2461000.0,127651000.0,77590277.655017,124888000.0,117156000.0,339498000.0,2765000.0,0.0,147532000.0,97454000.0,,,,,14546000.0,26941000.0,7844277.655017,47721000.0,0.323462,222342000.0,,339498000.0,24251000.0,24251000.0
AZM.MI,2023-12-31,TTM,EUR,,138397134.0,3.14,,,,138397134.0,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZM.MI,2024-03-31,3M,EUR,,138454284.0,0.839346,136297000.0,,,138454284.0,0.839346,116211000.0,164303000.0,164303000.0,46332000.0,211908000.0,8854000.0,3285000.0,3285000.0,3909000.0,3909000.0,-4759000.0,116211000.0,116211000.0,120970000.0,,116211000.0,116211000.0,120970000.0,624000.0,624000.0,169591000.0,120183781.676583,48915000.0,162993000.0,348205000.0,2583000.0,0.0,161018000.0,136297000.0,,,,,46332000.0,-8854000.0,-1315218.323417,40048000.0,0.248718,185212000.0,,348205000.0,-5288000.0,-5288000.0
AZM.MI,2024-03-31,TTM,EUR,,138454284.0,3.251719,492929000.0,,,138454284.0,3.251719,450085000.0,625553000.0,625553000.0,143560000.0,848937000.0,6842000.0,12778000.0,12778000.0,14878000.0,14878000.0,-23170000.0,450085000.0,450085000.0,473255000.0,,450085000.0,450085000.0,473255000.0,1971000.0,1971000.0,617216000.0,443646214.254824,262270000.0,586667000.0,1341866000.0,113000.0,0.0,612775000.0,492929000.0,,,,,154580000.0,-8390000.0,1898214.254824,139520000.0,0.227686,755199000.0,,1341866000.0,8337000.0,8337000.0
