symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE
AZM.MI,2019-12-31,TTM,EUR,,,,,,-14243000.0,,,,,,24006000.0,24006000.0,,,,,-12085000.0,,,,,,,,,,,,,,,,,,,,
AZM.MI,2022-12-31,3M,EUR,,-28621000.0,0.0,,,,,,,0.0,,,,4908000.0,,,,,,-55683000.0,-8022000.0,,,-25153000.0,20544000.0,5946000.0,-3468000.0,,6094000.0,,-55683000.0,-25153000.0,20544000.0,-3468000.0,0.0,0.0,0.0,0.0
AZM.MI,2023-03-31,3M,EUR,791262000.0,,,56689000.0,-133856000.0,73751000.0,,-60105000.0,56689000.0,,67576000.0,,,,847951000.0,-37931000.0,113346000.0,,-18726000.0,,,100693000.0,100693000.0,,,,,113346000.0,-2031000.0,-1617000.0,,,,,,,,
AZM.MI,2023-06-30,3M,EUR,847951000.0,,,-92196000.0,-12639000.0,58710000.0,,46071000.0,-92196000.0,,-31501000.0,,,,755755000.0,-240182000.0,141227000.0,,-6070000.0,,,122136000.0,122136000.0,,,,,154056000.0,-2031000.0,-1853000.0,,,,,,,,
AZM.MI,2023-09-30,3M,EUR,755755000.0,-8286000.0,,106409000.0,-31048000.0,8846000.0,,-22202000.0,106409000.0,0.0,32579000.0,,,5615000.0,862164000.0,-4355000.0,123589000.0,,-21111000.0,-8006000.0,0.0,117741000.0,117741000.0,-6402000.0,-10434000.0,-4355000.0,-1884000.0,131875000.0,-2032000.0,546000.0,-8006000.0,-6402000.0,-10434000.0,-1884000.0,0.0,0.0,0.0,0.0
AZM.MI,2023-12-31,3M,EUR,862164000.0,-28418000.0,0.0,27252000.0,-148225000.0,122077000.0,,-26504000.0,27252000.0,0.0,-13649000.0,,,4896000.0,889416000.0,-15022000.0,41151000.0,,-27295000.0,-16958000.0,0.0,93997000.0,93997000.0,-24503000.0,13185000.0,-15022000.0,-3915000.0,69569000.0,,1063000.0,-4198000.0,-24503000.0,13185000.0,-3915000.0,-12760000.0,,,
AZM.MI,2024-03-31,3M,EUR,889416000.0,,,156898000.0,-159234000.0,77153000.0,-85000.0,-82166000.0,156898000.0,,40048000.0,,,,1046314000.0,-13949000.0,83499000.0,,87348000.0,,,116211000.0,116211000.0,,,,,83499000.0,-2031000.0,2583000.0,,,,,,,,
AZM.MI,2024-03-31,TTM,EUR,847951000.0,,,198363000.0,-351147000.0,266786000.0,,-84802000.0,198363000.0,,27477000.0,,,,1046314000.0,-273508000.0,389466000.0,,32872000.0,,,450085000.0,450085000.0,,,,,438999000.0,,2339000.0,,,,,,,,
